SceneID	Comment	SceneType	IsStaticScene	PreTask	PreScene	RequiredLevel	combatlevel	SyncMode	SwitchToSelf	CanReconnect	EndTimeOut	IsCanQuit	DelayTransfer	LineRoleCount	Buff	SceneFile	UnitySceneFile	ScenePath	BGM	BlockFilePath	OperationSettings	StartPos	StartFace	StartRot	Chapter	UIPos	BoxUIPos	UIIcon	FatigueCost	ViewableDropList	Exp	Drop	Drop1	Drop2	Drop3	Drop4	Drop5	Money	FirstDownExp	FirstDownDrop	FirstDownDropNoMult	FirstDownMoney	FirstSSS	ExpSealReward	SceneChest	DiamondDropID	GoldDropID	SilverDropID	CopperDropID	SBox	SSBox	SSSBox	SPeerBox	SSPeerBox	SSSPeerBox	PeerBox	SelectBoxTime	IsBoss	RecommendPower	BossAvatar	BossIcon	EndCutScene	EndCutSceneTime	WinCondition	LoseCondition	WinDelayTime	CycleLimitTime	DayLimit	AwardRate	CoolDown	DayLimitGroupID	CanDrawBox	HasFlyOut	DynamicScene	EnvSet	CanRevive	ReviveNumb	ReviveCost	ReviveMoneyCost	ReviveTime	ReviveBuff	ReviveBuffTip	CanPause	ShowUp	LoadingTips	LoadingPic	SceneCanNavi	ShowAutoFight	ShowBattleStatistics	RandomTaskType	RandomTaskSpecify	UseSupplement	HurtCoef	MiniMap	MiniMapSize	MiniMapOutSize	MiniMapRotation	StaticMiniMapCenter	SceneAI	DummyRoleDashProbability	PPTCoff	AtkType	PPTCoffEx	DefType	GuildExpBounus	FailText	LeaveSceneTip	RecommendHint	TeamInfoDefaultTab	CombatType	SweepNeedPPT	TimeCounter	HasComboBuff	DisplayPet	AutoReturn	StoryDriver	MinPassTime	ShowSkill	ShowNormalAttack	WinConditionTips	BattleExplainTips	DPS	CanVIPRevive	HideTeamIndicate	ShieldSight	SpecifiedTargetLocatedRange	SpactivityActiveDrop	SpActivityDrop	VipReviveLimit	SweepTicket	ResultRevive	CombatFormula	CanUseMecha	CarryFollowerType	FairAttrGroup	PlayerNumberAttrChange	CanRollItem	RollItemDrop	SuperRareRollItem	RollItemTime	RollItemEndTime	FirstPassTime	ReviveAddPassTime
1028	狮蝎巢穴-地狱一星	3	0		1027	130		1	TRUE			TRUE				Level/Nest/StarNest/manticore_hellish	bossrush	DN_FB/Bossrush/bossrush	Audio/mapambience/Boss_ShiXie	Table/SceneBlock/bossrush	31|1031	112.4889=5.02061=12.693161		0|0.909352|0|1	162															1028000|1028001|1028002						1018903	1018902	1018901	1018900	1=10|2=20|3=70|4=0	1=5|2=20|3=70|4=5	1=0|2=20|3=72|4=8	1=10|2=20|3=70|4=0	1=5|2=20|3=70|4=5	1=0|2=20|3=72|4=8			TRUE	0			manticore_dead_cutscene	0	1=0	2=0							FALSE	FALSE	DN_nest_3_6		FALSE							FALSE	FALSE	地狱模式是每个巢穴的终极难度，也是每个勇士最后的荣耀之战	Loading_20|Loading_20	FALSE	FALSE	TRUE				1	minimap_bossrush	200|200		1		Scene_manticorehellish							失败不扣除巢穴次数和体力					50000		FALSE	FALSE	30		0	TRUE	TRUE			44849=6727	1	FALSE		-1					1	2	TRUE	1									
1029	狮蝎巢穴-困难	3	0			30		1	TRUE			TRUE				Level/Nest/manticore_hard	bossrush	DN_FB/Bossrush/bossrush	Audio/mapambience/Boss_ShiXie	Table/SceneBlock/bossrush	31|1031	112.4889=5.02061=12.693161		0|0.909352|0|1	142					100|101|40507|40508|40509	40000				1017000|1017001|1017002	1017000|1017001|1017002	1017000|1017001|1017002		40000	1027000|1027001|1027002						1027903	1027902	1027901	1027900	1=0|2=0|3=0|4=100	1=0|2=0|3=0|4=100	1=0|2=0|3=0|4=100	1=0|2=0|3=0|4=100	1=0|2=0|3=0|4=100	1=0|2=0|3=0|4=100			TRUE	0				0	1=0	2=0							TRUE	FALSE	DN_nest_3_6		TRUE	10	1=500|900=1	7=1|7=20		4008	物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%	FALSE	FALSE	狮蝎领主克雷姆是古代人首领和女海神共同创造的孩子，他的力量和智慧都超乎你的想象	Loading_20|Loading_20	FALSE	FALSE	TRUE				1	minimap_bossrush	200|200		1		Scene_manticorehard							失败不扣除巢穴次数和体力	战斗失败不会扣除巢穴次数和体力{n}（退出会丢失已获取的战利品）				50000		FALSE	FALSE	30		0	TRUE	TRUE			44849=6727		FALSE		-1			1		1	2	TRUE	1									
1035	天启巢穴-简单	3	0			40		1	TRUE			TRUE				Level/Nest/apocalypse_practice	DN_LV2_2_2	DN_LV_2/DN_LV2_2_2/DN_LV2_2_2	Audio/mapambience/Boss_TianQi	Table/SceneBlock/scene202	31|1031	179.04=0=47.41		0|0|0|1	103					197|195	180000				1015000|1015001	1015000|1015001	1015000|1015001		180000	1035000|1035001|1015010						1035903	1035902	1035901	1035900	1=10|2=20|3=70|4=0	1=5|2=20|3=70|4=5	1=0|2=20|3=72|4=8	1=10|2=20|3=70|4=0	1=5|2=20|3=70|4=5	1=0|2=20|3=72|4=8			TRUE	0			apocalypse_dead_cutsence		1=0	2=0							TRUE	FALSE	tianqi		TRUE	10	1=500|900=1	7=1|7=20		4008	物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%	FALSE	FALSE	杰兰特已经陪你走过了两个巢穴，不知道他还能陪你走多远	Loading_22|Loading_22	FALSE	FALSE	TRUE				1	minimap_202	200|200		0		Scene_TianqiPractise							失败不扣除巢穴次数和体力	战斗失败不会扣除巢穴次数和体力{n}（退出会丢失已获取的战利品）				50000		FALSE	FALSE	30		0	TRUE	TRUE			500=50		FALSE		-1			1	87	1	2	TRUE	1									
1036	天启巢穴-普通	3	0			40		1	TRUE			TRUE				Level/Nest/apocalypse	DN_LV2_2_2	DN_LV_2/DN_LV2_2_2/DN_LV2_2_2	Audio/mapambience/Boss_TianQi	Table/SceneBlock/scene202	31|1031	179.04=0=47.41		0|0|0|1	123					192|193|194|195	180000				1015000|1016000|1016001	1015000|1016000|1016001	1015000|1016000|1016001		180000	1035000|1036000|1036001|1015010						1036903	1036902	1036901	1036900	1=10|2=20|3=70|4=0	1=5|2=20|3=70|4=5	1=0|2=20|3=72|4=8	1=10|2=20|3=70|4=0	1=5|2=20|3=70|4=5	1=0|2=20|3=72|4=8			TRUE	0			apocalypse_dead_cutsence		1=0	2=0							TRUE	FALSE	tianqi_normal		TRUE	10	1=500|900=1	7=1|7=20		4008	物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%	FALSE	FALSE	有一件事可以确定，那就是这世界上是先有的天启，后有的“面瘫”一词	Loading_22|Loading_22	FALSE	FALSE	TRUE				1	minimap_202	200|200		0		Scene_Tianqi							失败不扣除巢穴次数和体力	战斗失败不会扣除巢穴次数和体力{n}（退出会丢失已获取的战利品）				50000		FALSE	FALSE	30		0	TRUE	TRUE			500=50		FALSE		-1			1	87	1	2	TRUE	1									
1037	天启巢穴-困难	3	0		1027	40		1	TRUE			TRUE				Level/Nest/apocalypse_hard	DN_LV2_2_2	DN_LV_2/DN_LV2_2_2/DN_LV2_2_2	Audio/mapambience/Boss_TianQi	Table/SceneBlock/scene202	31|1031	179.04=0=47.41		0|0|0|1	143					190|191|50507|50508|50509	180000				1035000|1035001|1035002|1035003	1035000|1035001|1035002|1035003	1035000|1035001|1035002|1035003		180000	1035000|1035001|1035002|1035003	1035010					1037903	1037902	1037901	1037900	1=10|2=20|3=70|4=0	1=5|2=20|3=70|4=5	1=0|2=20|3=72|4=8	1=10|2=20|3=70|4=0	1=5|2=20|3=70|4=5	1=0|2=20|3=72|4=8			TRUE	0			apocalypse_dead_cutsence		1=0	2=0							TRUE	FALSE	tianqi		TRUE	10	1=500|900=1	7=1|7=20		4008	物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%	FALSE	FALSE	人们之所以对天启趋之若鹜，是因为这是一个“看脸”的时代	Loading_22|Loading_22	FALSE	FALSE	TRUE				1	minimap_202	200|200		0		Scene_TianqiHard							失败不扣除巢穴次数和体力	战斗失败不会扣除巢穴次数和体力{n}（退出会丢失已获取的战利品）				50000		FALSE	FALSE	30		0	TRUE	TRUE			500=50		FALSE		-1			1	87	1	2	TRUE	1		1=-500=0=0|2=-200=0=0|3=0=0=0|4=300=0=0							
1038	天启巢穴-地狱一星	3	0		1037	130		1	TRUE			TRUE				Level/Nest/StarNest/apocalypse_hellish	DN_LV2_2_2	DN_LV_2/DN_LV2_2_2/DN_LV2_2_2	Audio/mapambience/Boss_TianQi	Table/SceneBlock/scene202	31|1031	179.04=0=47.41		0|0|0|1	163										1205127	1205127	1205127			1205127						1018903	1018902	1018901	1018900	1=10|2=20|3=70|4=0	1=5|2=20|3=70|4=5	1=0|2=20|3=72|4=8	1=10|2=20|3=70|4=0	1=5|2=20|3=70|4=5	1=0|2=20|3=72|4=8			TRUE	0			apocalypse_dead_cutsence		1=0	2=0							FALSE	FALSE	tianqi		FALSE							FALSE	FALSE	“愚昧之人，不要再白费力气了，你们不可能通过这里。-天启	Loading_22|Loading_22	FALSE	FALSE	TRUE				1	minimap_202	200|200		0		Scene_TianqiHellish							失败不扣除巢穴次数和体力					50000		FALSE	FALSE	30		0	TRUE	TRUE			500=50	1	FALSE		-1					1	2	TRUE	1									
1039	天启巢穴-困难	3	0			40		1	TRUE			TRUE				Level/Nest/apocalypse_hard	DN_LV2_2_2	DN_LV_2/DN_LV2_2_2/DN_LV2_2_2	Audio/mapambience/Boss_TianQi	Table/SceneBlock/scene202	31|1031	179.04=0=47.41		0|0|0|1	143					190|191|50507|50508|50509	180000				1017000|1017001|1017002	1017000|1017001|1017002	1017000|1017001|1017002		60000	1037000|1037001|1037002						1037903	1037902	1037901	1037900	1=0|2=0|3=0|4=100	1=0|2=0|3=0|4=100	1=0|2=0|3=0|4=100	1=0|2=0|3=0|4=100	1=0|2=0|3=0|4=100	1=0|2=0|3=0|4=100			TRUE	0					1=0	2=0							TRUE	FALSE	tianqi		TRUE	10	1=500|900=1	7=1|7=20		4008	物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%	FALSE	FALSE	人们之所以对天启趋之若鹜，是因为这是一个“看脸”的时代	Loading_22|Loading_22	FALSE	FALSE	TRUE				1	minimap_202	200|200		0		Scene_TianqiHard							失败不扣除巢穴次数和体力	战斗失败不会扣除巢穴次数和体力{n}（退出会丢失已获取的战利品）				50000		FALSE	FALSE	30		0	TRUE	TRUE			500=50		FALSE		-1			1		1	2	TRUE	1									
1045	大主教巢穴-简单	3	0			50		1	TRUE			TRUE				Level/Nest/dragonsycophant_practice	DN_Lv4_4_9	DN_Lv_4/DN_Lv4_4_9/DN_Lv4_4_9	Audio/mapambience/dazhujiaochaoxue	Table/SceneBlock/scene409	31|1031	54.87=3.43=168.97		0|-128|0|1	104					197|195	240000				1015000|1015001	1015000|1015001	1015000|1015001		240000	1045000|1045001|1015010						1045903	1045902	1045901	1045900	1=10|2=20|3=70|4=0	1=5|2=20|3=71|4=4	1=0|2=20|3=73|4=7	1=10|2=20|3=70|4=0	1=5|2=20|3=71|4=4	1=0|2=20|3=73|4=7			TRUE	0			dragonsycophant_end		3=3	2=0							TRUE	FALSE	dragonsycophant_new		TRUE	10	1=500|900=1	7=1|7=20		4008	物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%	FALSE	FALSE	半石人毒菌到底有没有毒或许只有吃了它才知道。	Loading_30|Loading_30	FALSE	FALSE	TRUE				1	minimap_cx_dzj	200|200		180		Scene_DragonsycophantPractice							失败不扣除巢穴次数和体力	战斗失败不会扣除巢穴次数和体力{n}（退出会丢失已获取的战利品）				50000		FALSE	FALSE	30		0	TRUE	TRUE			500=50		FALSE		-1			1	87	1	2	TRUE	1									
1046	大主教巢穴-普通	3	0			50		1	TRUE			TRUE				Level/Nest/dragonsycophant	DN_Lv4_4_9	DN_Lv_4/DN_Lv4_4_9/DN_Lv4_4_9	Audio/mapambience/dazhujiaochaoxue	Table/SceneBlock/scene409	31|1031	54.87=3.43=168.97		0|-128|0|1	124					192|193|194|195	240000				1015000|1016000|1016001	1015000|1016000|1016001	1015000|1016000|1016001		240000	1045000|1046000|1046001|1015010						1046903	1046902	1046901	1046900	1=10|2=20|3=70|4=0	1=5|2=20|3=71|4=4	1=0|2=20|3=73|4=7	1=10|2=20|3=70|4=0	1=5|2=20|3=71|4=4	1=0|2=20|3=73|4=7			TRUE	0			dragonsycophant_end		3=3	2=0							TRUE	FALSE	dragonsycophant_normal		TRUE	10	1=500|900=1	7=1|7=20		4008	物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%	FALSE	FALSE	惩戒者布拉斯似乎不太善于思考，所以他不得不让大脑“转起来”。	Loading_30|Loading_30	FALSE	FALSE	TRUE				1	minimap_cx_dzj	200|200		180		Scene_Dragonsycophant							失败不扣除巢穴次数和体力	战斗失败不会扣除巢穴次数和体力{n}（退出会丢失已获取的战利品）				50000		FALSE	FALSE	30		0	TRUE	TRUE			500=50		FALSE		-1			1	87	1	2	TRUE	1									
1047	大主教巢穴-困难	3	0		1037	50		1	TRUE			TRUE				Level/Nest/dragonsycophant_hard	DN_Lv4_4_9	DN_Lv_4/DN_Lv4_4_9/DN_Lv4_4_9	Audio/mapambience/dazhujiaochaoxue	Table/SceneBlock/scene409	31|1031	54.87=3.43=168.97		0|-128|0|1	144					190|191|50507|50508|50509	240000				1045000|1045001|1045002|1045003	1045000|1045001|1045002|1045003	1045000|1045001|1045002|1045003		240000	1045000|1045001|1045002|1045003	1045010					1047903	1047902	1047901	1047900	1=10|2=20|3=70|4=0	1=5|2=20|3=71|4=4	1=0|2=20|3=73|4=7	1=10|2=20|3=70|4=0	1=5|2=20|3=71|4=4	1=0|2=20|3=73|4=7			TRUE	0			dragonsycophant_end		3=3	2=0							TRUE	FALSE	dragonsycophant_new		TRUE	10	1=500|900=1	7=1|7=20		4008	物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%	FALSE	FALSE	大主教卡扎满手下有数量众多的信徒，人们称他们为“龙之追随者”	Loading_30|Loading_30	FALSE	FALSE	TRUE				1	minimap_cx_dzj	200|200		180		Scene_DragonsycophantHard							失败不扣除巢穴次数和体力	战斗失败不会扣除巢穴次数和体力{n}（退出会丢失已获取的战利品）				50000		FALSE	FALSE	30		0	TRUE	TRUE			500=50		FALSE		-1			1	87	1	2	TRUE	1		1=-500=0=0|2=-200=0=0|3=0=0=0|4=300=0=0							
1048	大主教巢穴-地狱一星	3	0		1047	130		1	TRUE			TRUE				Level/Nest/StarNest/dragonsycophant_hellish	DN_Lv4_4_9	DN_Lv_4/DN_Lv4_4_9/DN_Lv4_4_9	Audio/mapambience/dazhujiaochaoxue	Table/SceneBlock/scene409	31|1031	164.96=0=170.86		0|180|0|1	164															1048000|1048001|1048002						1018903	1018902	1018901	1018900	1=10|2=20|3=70|4=0	1=5|2=20|3=71|4=4	1=0|2=20|3=73|4=7	1=10|2=20|3=70|4=0	1=5|2=20|3=71|4=4	1=0|2=20|3=73|4=7			TRUE	0			dragonsycophant_end		1=0	2=0							FALSE	FALSE	dragonsycophant		FALSE							FALSE	FALSE	其它生物靠近胡之诺斯会让它变得狂躁，不过他的主人大主教卡扎满除外。	Loading_30|Loading_30	FALSE	FALSE	TRUE				1	minimap_409410	200|200		180		Scene_DragonsycophantHellish							失败不扣除巢穴次数和体力					50000		FALSE	FALSE	30		0	TRUE	TRUE			500=50	1	FALSE		-1					1	2	TRUE	1									
1049	大主教巢穴-困难	3	0			50		1	TRUE			TRUE				Level/Nest/dragonsycophant_hard	DN_Lv4_4_9	DN_Lv_4/DN_Lv4_4_9/DN_Lv4_4_9	Audio/mapambience/dazhujiaochaoxue	Table/SceneBlock/scene409	31|1031	54.87=3.43=168.97		0|-128|0|1	144					190|191|50507|50508|50509	240000				1017000|1017001|1017002	1017000|1017001|1017002	1017000|1017001|1017002		80000	1047000|1047001|1047002						1047903	1047902	1047901	1047900	1=0|2=0|3=0|4=100	1=0|2=0|3=0|4=100	1=0|2=0|3=0|4=100	1=0|2=0|3=0|4=100	1=0|2=0|3=0|4=100	1=0|2=0|3=0|4=100			TRUE	0					3=3	2=0							TRUE	FALSE	dragonsycophant_new		TRUE	10	1=500|900=1	7=1|7=20		4008	物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%	FALSE	FALSE	大主教卡扎满手下有数量众多的信徒，人们称他们为“龙之追随者”	Loading_30|Loading_30	FALSE	FALSE	TRUE				1	minimap_cx_dzj	200|200		180		Scene_DragonsycophantHard							失败不扣除巢穴次数和体力	战斗失败不会扣除巢穴次数和体力{n}（退出会丢失已获取的战利品）				50000		FALSE	FALSE	30		0	TRUE	TRUE			500=50		FALSE		-1			1		1	2	TRUE	1									
1055	巨人巢穴-简单	3	0			60		1	TRUE			TRUE				Level/Nest/juren_practice	juren	DN_FB/juren/juren	Audio/mapambience/dazhujiaochaoxue	Table/SceneBlock/juren	31|1031	15.7=0=15.7		0|0|0|1	105						285000				1015000|1015001	1015000|1015001	1015000|1015001		285000	1055000|1055001|1015010						1055903	1055902	1055901	1055900	1=10|2=20|3=70|4=0	1=5|2=20|3=71|4=4	1=0|2=20|3=74|4=6	1=10|2=20|3=70|4=0	1=5|2=20|3=71|4=4	1=0|2=20|3=74|4=6			TRUE	0			juren_end_cutscene		3=3	2=0							TRUE	FALSE	juren		TRUE	10	1=500|900=1	7=1|7=20		4008	物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%	FALSE	FALSE	传说巨人族的领地被一扇传送门所连接，但进入过这扇门的人却再也没有回来	Loading_09|Loading_09	FALSE	FALSE	TRUE				1	minimap_cx_juren	150|150		0		Scene_jurenpractice							失败不扣除巢穴次数和体力	战斗失败不会扣除巢穴次数和体力{n}（退出会丢失已获取的战利品）				50000		FALSE	FALSE	30		0	TRUE	TRUE			500=50		FALSE		-1			1	87	1	2	TRUE	1									
1056	巨人巢穴-普通	3	0			60		1	TRUE			TRUE				Level/Nest/juren	juren	DN_FB/juren/juren	Audio/mapambience/dazhujiaochaoxue	Table/SceneBlock/juren	31|1031	15.7=0=15.7		0|0|0|1	125						285000				1015000|1016000|1016001	1015000|1016000|1016001	1015000|1016000|1016001		285000	1055000|1056000|1056001|1015010						1056903	1056902	1056901	1056900	1=10|2=20|3=70|4=0	1=5|2=20|3=71|4=4	1=0|2=20|3=74|4=6	1=10|2=20|3=70|4=0	1=5|2=20|3=71|4=4	1=0|2=20|3=74|4=6			TRUE	0			juren_end_cutscene		3=3	2=0							TRUE	FALSE	juren_normal		TRUE	10	1=500|900=1	7=1|7=20		4008	物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%	FALSE	FALSE	监视者布兰科堪称这里的机关大师，掌握着巨人巢穴的绝大多数陷阱机关	Loading_09|Loading_09	FALSE	FALSE	TRUE				1	minimap_cx_juren	150|150		0		Scene_juren							失败不扣除巢穴次数和体力	战斗失败不会扣除巢穴次数和体力{n}（退出会丢失已获取的战利品）				50000		FALSE	FALSE	30		0	TRUE	TRUE			500=50		FALSE		-1			1	87	1	2	TRUE	1									
1057	巨人巢穴-困难	3	0		1047	60		1	TRUE			TRUE				Level/Nest/juren_hard	juren	DN_FB/juren/juren	Audio/mapambience/dazhujiaochaoxue	Table/SceneBlock/juren	31|1031	15.7=0=15.7		0|0|0|1	145						285000				1055000|1055001|1055002|1055003	1055000|1055001|1055002|1055003	1055000|1055001|1055002|1055003		285000	1055000|1055001|1055002|1055003	1055010					1057903	1057902	1057901	1057900	1=10|2=20|3=70|4=0	1=5|2=20|3=71|4=4	1=0|2=20|3=74|4=6	1=10|2=20|3=70|4=0	1=5|2=20|3=71|4=4	1=0|2=20|3=74|4=6			TRUE	0			juren_end_cutscene		3=3	2=0							TRUE	FALSE	juren		TRUE	10	1=500|900=1	7=1|7=20		4008	物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%	FALSE	FALSE	缺德者亡灵因为坏事做得太多受到了天谴，被心灵的黑暗和愤怒所吞噬	Loading_09|Loading_09	FALSE	FALSE	TRUE				1	minimap_cx_juren	150|150		0		Scene_jurenhard							失败不扣除巢穴次数和体力	战斗失败不会扣除巢穴次数和体力{n}（退出会丢失已获取的战利品）				50000		FALSE	FALSE	30		0	TRUE	TRUE			500=50		FALSE		-1			1	87	1	2	TRUE	1		1=-500=0=0|2=-200=0=0|3=0=0=0|4=300=0=0							
1058	巨人巢穴-地狱一星	3	0		1057	130		1	TRUE			TRUE				Level/Nest/juren_hellish	juren	DN_FB/juren/juren	Audio/mapambience/dazhujiaochaoxue	Table/SceneBlock/juren	31|1031	15.7=0=15.7		0|0|0|1	165															1058000|1058001|1058002						1018903	1018902	1018901	1018900	1=10|2=20|3=70|4=0	1=5|2=20|3=71|4=4	1=0|2=20|3=74|4=6	1=10|2=20|3=70|4=0	1=5|2=20|3=71|4=4	1=0|2=20|3=74|4=6			TRUE	0			juren_end_cutscene		3=3	2=0							FALSE	FALSE	juren		FALSE					4008	物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%	FALSE	FALSE	马赫曾经出去闯荡的充满正义感的年轻古代人，可惜终究没经受住邪恶古代力量的诱惑	Loading_09|Loading_09	FALSE	FALSE	TRUE				1	minimap_cx_juren	150|150		0		Scene_jurenhellish							失败不扣除巢穴次数和体力					50000		FALSE	FALSE	30		0	TRUE	TRUE			500=50	1	FALSE		-1					1	2	TRUE	1									
1059	巨人巢穴-困难	3	0			60		1	TRUE			TRUE				Level/Nest/juren_hard	juren	DN_FB/juren/juren	Audio/mapambience/dazhujiaochaoxue	Table/SceneBlock/juren	31|1031	15.7=0=15.7		0|0|0|1	145						285000	65000	65000	65000	65000	65000	65000	65000	285000	1057000|1057001|1057002						1057903	1057902	1057901	1057900	1=0|2=0|3=0|4=100	1=0|2=0|3=0|4=100	1=0|2=0|3=0|4=100	1=0|2=0|3=0|4=100	1=0|2=0|3=0|4=100	1=0|2=0|3=0|4=100			TRUE	0					3=3	2=0							TRUE	FALSE	juren		TRUE	10	1=500|900=1	7=1|7=20		4008	物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%	FALSE	FALSE	缺德者亡灵因为坏事做得太多受到了天谴，被心灵的黑暗和愤怒所吞噬	Loading_09|Loading_09	FALSE	FALSE	TRUE				1	minimap_cx_juren	150|150		0		Scene_jurenhard							失败不扣除巢穴次数和体力	战斗失败不会扣除巢穴次数和体力{n}（退出会丢失已获取的战利品）				50000		FALSE	FALSE	30		0	TRUE	TRUE			500=50		FALSE		-1			1		1	2	TRUE	1									
1065	台风金巢穴-简单	3	0			70		1	TRUE			TRUE				Level/Nest/typhoonkim_nest_practice	jintaifeng	DN_FB/jintaifeng/jintaifeng	Audio/mapambience/dazhujiaochaoxue	Table/SceneBlock/jintaifeng	31|1031	76.30999=24.33315=123.1713		0|0|0|1	106						285000				1015000|1015001	1015000|1015001	1015000|1015001		285000	1065000|1065001|1015010						1065903	1065902	1065901	1065900	1=10|2=20|3=70|4=0	1=5|2=20|3=71|4=4	1=0|2=20|3=74|4=6	1=10|2=20|3=70|4=0	1=5|2=20|3=71|4=4	1=0|2=20|3=74|4=6			TRUE	0			taifengjin_dead_cutscene		1=0	2=0							TRUE	FALSE	jintaifeng_new		TRUE	10	1=500|900=1	7=1|7=20		4008	物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%	FALSE	FALSE	台风金一直在思考，自己的三个孩子，为什么只有兽人金的肤色跟自己一样？	Loading_10|Loading_10	FALSE	FALSE	TRUE				1	minimap_cx_tfj	150|200		0		Scene_Taifengjinpractice							失败不扣除巢穴次数和体力	战斗失败不会扣除巢穴次数和体力{n}（退出会丢失已获取的战利品）				50000		FALSE	FALSE	30		0	TRUE	TRUE			500=50		FALSE		-1			1	87	1	2	TRUE	1									
1066	台风金巢穴-普通	3	0			70		1	TRUE			TRUE				Level/Nest/typhoonkim_nest	jintaifeng	DN_FB/jintaifeng/jintaifeng	Audio/mapambience/dazhujiaochaoxue	Table/SceneBlock/jintaifeng	31|1031	76.30999=24.33315=123.1713		0|0|0|1	126						285000				1015000|1016000|1016001	1015000|1016000|1016001	1015000|1016000|1016001		285000	1065000|1066000|1066001|1015010						1066903	1066902	1066901	1066900	1=10|2=20|3=70|4=0	1=5|2=20|3=71|4=4	1=0|2=20|3=74|4=6	1=10|2=20|3=70|4=0	1=5|2=20|3=71|4=4	1=0|2=20|3=74|4=6			TRUE	0			taifengjin_dead_cutscene		1=0	2=0							TRUE	FALSE	jintaifeng_new		TRUE	10	1=500|900=1	7=1|7=20		4008	物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%	FALSE	FALSE	其实兽人金很有背景，但是他并没有依靠他的背景只身闯荡阿尔特里亚	Loading_10|Loading_10	FALSE	FALSE	TRUE				1	minimap_cx_tfj	150|200		0		Scene_Taifengjin							失败不扣除巢穴次数和体力	战斗失败不会扣除巢穴次数和体力{n}（退出会丢失已获取的战利品）				50000		FALSE	FALSE	30		0	TRUE	TRUE			500=50		FALSE		-1			1	87	1	2	TRUE	1									
1067	台风金巢穴-困难	3	0		1057	70		1	TRUE			TRUE				Level/Nest/typhoonkim_nest_hard	jintaifeng	DN_FB/jintaifeng/jintaifeng	Audio/mapambience/dazhujiaochaoxue	Table/SceneBlock/jintaifeng	31|1031	76.30999=24.33315=123.1713		0|0|0|1	146						285000				1065000|1065001|1065002|1065003	1065000|1065001|1065002|1065003	1065000|1065001|1065002|1065003		285000	1065000|1065001|1065002|1065003	1065010					1067903	1067902	1067901	1067900	1=10|2=20|3=70|4=0	1=5|2=20|3=71|4=4	1=0|2=20|3=74|4=6	1=10|2=20|3=70|4=0	1=5|2=20|3=71|4=4	1=0|2=20|3=74|4=6			TRUE	0			taifengjin_dead_cutscene		1=0	2=0							TRUE	FALSE	jintaifeng_new		TRUE	10	1=500|900=1	7=1|7=20		4008	物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%	FALSE	FALSE	被人类驱赶后，兽人一族连自己赖以生存的土地都无法守护，直到台风金的出现	Loading_10|Loading_10	FALSE	FALSE	TRUE				1	minimap_cx_tfj	150|200		0		Scene_Taifengjinhard							失败不扣除巢穴次数和体力	战斗失败不会扣除巢穴次数和体力{n}（退出会丢失已获取的战利品）				50000		FALSE	FALSE	30		0	TRUE	TRUE			500=50		FALSE		-1			1	87	1	2	TRUE	1		1=-500=0=0|2=-200=0=0|3=0=0=0|4=300=0=0							
1068	台风金巢穴-地狱一星	3	0		1067	130		1	TRUE			TRUE				Level/Nest/typhoonkim_nest_hellish	jintaifeng	DN_FB/jintaifeng/jintaifeng	Audio/mapambience/dazhujiaochaoxue	Table/SceneBlock/jintaifeng	31|1031	75.5=20=25		0|0|0|1	166															1068000|1068001|1068002						1018903	1018902	1018901	1018900	1=10|2=20|3=70|4=0	1=5|2=20|3=71|4=4	1=0|2=20|3=74|4=6	1=10|2=20|3=70|4=0	1=5|2=20|3=71|4=4	1=0|2=20|3=74|4=6			TRUE	0			taifengjin_dead_cutscene		1=0	2=0							FALSE	FALSE	jintaifeng		FALSE							FALSE	FALSE	只要是发誓要消灭龙之追随者的人，都无法绕过台风	Loading_10|Loading_10	FALSE	FALSE	TRUE				1	minimap_cx_tfj	150|200		0		Scene_Taifengjinhellish							失败不扣除巢穴次数和体力					50000		FALSE	FALSE	30		0	TRUE	TRUE			500=50	1	FALSE		-1					1	2	TRUE	1									
