EmblemID	SkillScript	SkillName	ExSkillScript	OtherSkillScripts	SkillType	SkillPercent	SkillPPT	ChangeProfReplaceItem				
30272422	痊愈之手	Player_cleric_attack_quanyuzhishou	Player_cleric_attack_quanyuzhishou_ex	Player_cleric_attack_quanyuzhishou_ex_1|Player_cleric_attack_quanyuzhishou_ex_2|Player_cleric_attack_quanyuzhishou_ex_3|Player_cleric_attack_quanyuzhishou_ex_4|Player_cleric_attack_quanyuzhishou_ex_5|Player_cleric_attack_quanyuzhishou_ex_6|Player_cleric_attack_quanyuzhishou_ex_7|Player_cleric_attack_quanyuzhishou_ex_8|Player_cleric_attack_quanyuzhishou_ex_9|Player_cleric_attack_quanyuzhishou_ex_10	2	50	2500		祭司		2	痊愈之手（冷却）
30271822	电光箭	Player_cleric_attack_dianguangjian	Player_cleric_attack_dianguangjian_ex		2	50	2500		祭司		2	电光箭（冷却）
30271922	闪电风暴	Player_cleric_attack_shandianfengbao	Player_cleric_attack_shandianfengbao_ex		2	50	2500		祭司		2	闪电风暴（冷却）
30272022	雷暴	Player_cleric_attack_leibao	Player_cleric_attack_leibao_ex		2	50	2500		祭司		2	雷暴（冷却）
30272822	精神爆破	Player_cleric_attack_jingshenbaopo	Player_cleric_attack_jingshenbaopo_ex		2	50	2500		祭司		2	精神爆破（冷却）
30273022	神圣风暴	Player_cleric_attack_shenshengfengbao			2	50	2500		祭司		2	神圣风暴（冷却）
30273122	保护之盾	Player_cleric_buff_baohuzhidun			2	50	2500		祭司		2	保护之盾（冷却）
30273222	无情打击	Player_cleric_buff_wuqingdaji			2	50	2500		祭司		2	无情打击（冷却）
30167722	雷神之锤	Player_cleric_attack_leishenzhichui			2	50	2500		贤者		2	雷神之锤（冷却）
30169022	神圣化身	Player_cleric_attack_shenshenghuashen			2	50	2500		贤者		2	神圣化身（冷却）
30167822	神圣十字	Player_cleric_attack_shenshengshizi	Player_cleric_attack_shenshengshizi_ex		2	50	2500		贤者		2	神圣十字（冷却）
30167922	雷电冲击	Player_cleric_attack_leidianchongji	Player_cleric_attack_leidianchongji_ex		2	50	2500		贤者		2	雷电冲击（冷却）
30168022	重击	Player_cleric_attack_zhongji	Player_cleric_attack_zhongji_ex		2	50	2500		贤者		2	重击（冷却）
30168322	虔诚	Player_cleric_attack_qiancheng	Player_cleric_attack_qiancheng_ex		2	50	2500		贤者		2	虔诚（冷却）
30168422	神圣惩戒	Player_cleric_buff_shenshengchengjie	Player_cleric_buff_shenshengchengjie_ex		2	50	2500		贤者		2	神圣惩戒（冷却）
30168922	钢铁之轮	Player_cleric_buff_gangtiezhilun			2	50	2500		贤者		2	钢铁之轮（冷却）
30169122	滑步旋落	Player_cleric_attack_huabuxuanluo			2	50	2500		贤者		2	滑步旋落（冷却）
30169422	破甲	Player_cleric_attack_pojia			2	50	2500		贤者		2	破甲（冷却）
30169522	盾冲	Player_cleric_attack_dunchong			2	50	2500		贤者		2	盾冲（冷却）
30169622	判定光环	Player_cleric_buff_pandingguanghuan			2	50	2500		贤者		2	判定光环（冷却）
31273722	神圣盾	Player_cleric_attack_shenshengdun			2	50	2500		圣徒		2	神圣盾（冷却）
31273322	冲击之手	Player_cleric_attack_chongjizhishou	Player_cleric_attack_chongjizhishou_ex		2	50	2500		圣徒		2	冲击之手（冷却）
31273422	雷电之手ex	Player_cleric_attack_leidianzhishou_ex			2	50	2500		圣徒		2	雷电之手ex（冷却）
31273622	治愈之手ex	Player_cleric_attack_zhiyuzhishou_ex			2	50	2500		圣徒		2	治愈之手ex（冷却）
31273922	掌握之手ex	Player_cleric_attack_zhangwozhishou_ex			2	50	2500		圣徒		2	掌握之手ex（冷却）
31273822	痊愈之手ex	Player_cleric_attack_quanyuzhishou_ex			2	50	2500		圣徒		2	痊愈之手ex（冷却）
31274122	冲击之手ex	Player_cleric_attack_chongjizhishou_ex			2	50	2500		圣徒		2	冲击之手ex（冷却）
32274422	神圣大地	Player_cleric_attack_shenshengdadi	Player_cleric_attack_shenshengdadi_ex		2	50	2500		雷神		2	神圣大地（冷却）
32274522	电光箭ex	Player_cleric_attack_dianguangjian_ex			2	50	2500		雷神		2	电光箭ex（冷却）
32274822	闪电风暴ex	Player_cleric_attack_shandianfengbao_ex			2	50	2500		雷神		2	闪电风暴ex（冷却）
32274922	雷暴ex	Player_cleric_attack_leibao_ex			2	50	2500		雷神		2	雷暴ex（冷却）
32274622	精神爆破ex	Player_cleric_attack_jingshenbaopo_ex			2	50	2500		雷神		2	精神爆破ex（冷却）
32275022	神圣大地ex	Player_cleric_attack_shenshengdadi_ex			2	50	2500		雷神		2	神圣大地ex（冷却）
32171022	审判力量	Player_cleric_buff_shenpanliliang			2	50	2500		十字军		2	审判力量（冷却）
32170722	审判锤	Player_cleric_attack_shenpanchui	Player_cleric_attack_shenpanchui_ex		2	50	2500		十字军		2	审判锤（冷却）
32170822	神圣十字ex	Player_cleric_attack_shenshengshizi_ex			2	50	2500		十字军		2	神圣十字ex（冷却）
32170922	神圣之锤ex	Player_cleric_attack_shenshengzhichui_ex			2	50	2500		十字军		2	神圣之锤ex（冷却）
32171222	重击ex	Player_cleric_attack_zhongji_ex			2	50	2500		十字军		2	重击ex（冷却）
32171122	雷电冲击ex	Player_cleric_attack_leidianchongji_ex			2	50	2500		十字军		2	雷电冲击ex（冷却）
32171322	审判锤ex	Player_cleric_attack_shenpanchui_ex			2	50	2500		十字军		2	审判锤ex（冷却）
31169822	护卫者姿势	Player_cleric_attack_huweizhezishi			2	50	2500		圣骑士		2	护卫者姿势（冷却）
31170122	正义撞击	Player_cleric_attack_zhengyizhuangji	Player_cleric_attack_zhengyizhuangji_ex		2	50	2500		圣骑士		2	正义撞击（冷却）
31170022	虔诚ex	Player_cleric_attack_qiancheng_ex			2	50	2500		圣骑士		2	虔诚ex（冷却）
31170322	神圣惩戒ex	Player_cleric_buff_shenshengchengjie_ex			2	50	2500		圣骑士		2	神圣惩戒ex（冷却）
31170422	正义撞击ex	Player_cleric_attack_zhengyizhuangji_ex			2	50	2500		圣骑士		2	正义撞击ex（冷却）
30029422	踢射	Player_archer_attack_tishe	Player_archer_attack_tishe_ex		2	50	2500		弓箭手		2	踢射（冷却）
30029522	多段射击	Player_archer_attack_duoduansheji			2	50	2500		弓箭手		2	多段射击（冷却）
30233622	螺旋刀刃	Player_archer_attack_luoxuandaoren			2	50	2500		游侠		2	螺旋刀刃（冷却）
30234422	迷幻新星	Player_archer_attack_mihuanxinxing			2	50	2500		游侠		2	迷幻新星（冷却）
30234122	捆绑射击	Player_archer_attack_kunbangsheji	Player_archer_attack_kunbangsheji_ex		2	50	2500		游侠		2	捆绑射击（冷却）
30234222	双飞腿	Player_archer_attack_shuangfeitui	Player_archer_attack_shuangfeitui_ex		2	50	2500		游侠		2	双飞腿（冷却）
30234322	螺旋风暴	Player_archer_attack_luoxuanfengbao	Player_archer_attack_luoxuanfengbao_ex	Player_archer_jx_luoxuanfengbao_super|Player_archer_jx_luoxuanfengbao_super_lie	2	50	2500		游侠		2	螺旋风暴（冷却）
30233722	螺旋踢	Player_archer_attack_luoxuanti	Player_archer_attack_luoxuanti_ex		2	50	2500		游侠		2	螺旋踢（冷却）
30233822	鹰击长空	Player_archer_attack_yingjichangkong	Player_archer_attack_yingjichangkong_ex		2	50	2500		游侠		2	鹰击长空（冷却）
30233922	爆裂踢	Player_archer_attack_baolieti	Player_archer_attack_baolieti_ex		2	50	2500		游侠		2	爆裂踢（冷却）
30234022	旋风飞腿	Player_archer_attack_xuanfengfeitui	Player_archer_attack_xuanfengfeitui_ex	Player_archer_jx_xuanfengfeitui_super	2	50	2500		游侠		2	旋风飞腿（冷却）
30234522	箭雨	Player_archer_attack_jianyu			2	50	2500		游侠		2	箭雨（冷却）
30234822	精神爆发（冷却）	Player_archer_buff_jingshenbaofa			2	50	2500		游侠		2	精神爆发（冷却）
30231522	精神放逐	Player_archer_buff_jingshenfangzhu1	Player_archer_buff_jingshenfangzhu		2	50	2500		游侠		2	精神放逐（冷却）
30130022	迅矢连射	Player_archer_attack_xunshilianshe			2	50	2500		箭神		2	迅矢连射（冷却）
30130922	箭术革命	Player_archer_attack_jianshugeming			2	50	2500		箭神		2	箭术革命（冷却）
30130122	聚能射击	Player_archer_attack_junengsheji	Player_archer_attack_junengsheji_ex		2	50	2500		箭神		2	聚能射击（冷却）
30130222	飞空连射	Player_archer_attack_feikonglianshe	Player_archer_attack_feikonglianshe_ex		2	50	2500		箭神		2	飞空连射（冷却）
30130322	包围	Player_archer_attack_baowei	Player_archer_attack_baowei_ex		2	50	2500		箭神		2	包围（冷却）
30130422	箭雨风暴	Player_archer_attack_jianyufengbao	Player_archer_attack_jianyufengbao_ex		2	50	2500		箭神		2	箭雨风暴（冷却）
30130522	集中射击	Player_archer_attack_jizhongsheji	Player_archer_attack_jizhongsheji_ex		2	50	2500		箭神		2	集中射击（冷却）
30130622	迅捷箭	Player_archer_attack_xunjiejian	Player_archer_attack_xunjiejian_ex		2	50	2500		箭神		2	迅捷箭（冷却）
30130722	追风箭	Player_archer_attack_zhuifengjian	Player_archer_attack_shensusheji_ex		2	50	2500		箭神		2	追风箭（冷却）
30130822	追踪箭	Player_archer_attack_zhuizongjian	Player_archer_attack_zhuizongjian_ex		2	50	2500		箭神		2	追踪箭（冷却）
30131222	瞄准	Player_archer_attack_miaozhun			2	50	2500		箭神		2	瞄准（冷却）
30131422	精确瞄准	Player_archer_buff_jingquemiaozhun			2	50	2500		箭神		2	精确瞄准（冷却）
30131522	精神放逐	Player_archer_buff_jingshenfangzhu1	Player_archer_buff_jingshenfangzhu		2	50	2500		箭神		2	精神放逐（冷却）
31235422	飓风舞	Player_archer_attack_jufengwu	Player_archer_attack_jufengwu_ex	Player_archer_jx_jufengwu_super|Player_archer_jx_jufengwu_super_lie	2	50	2500		影舞者		2	飓风舞（冷却）
31235222	踢射ex	Player_archer_attack_tishe_ex			2	50	2500		影舞者		2	踢射ex（冷却）
31235322	捆绑射击ex	Player_archer_attack_kunbangsheji_ex			2	50	2500		影舞者		2	捆绑射击ex（冷却）
31235522	双飞腿ex	Player_archer_attack_shuangfeitui_ex			2	50	2500		影舞者		2	双飞腿ex（冷却）
31235622	螺旋风暴ex	Player_archer_attack_luoxuanfengbao_ex			2	50	2500		影舞者		2	螺旋风暴ex（冷却）
31235722	飓风舞ex	Player_archer_attack_jufengwu_ex			2	50	2500		影舞者		2	飓风舞ex（冷却）
32236322	演出时间	Player_archer_buff_yanchushijian			2	50	2500		风行者		2	演出时间（冷却）
32236022	嗜血狂潮	Player_archer_attack_shixuekuangchao	Player_archer_attack_shixuekuangchao_ex	Player_archer_jx_shixuekuangchao_super	2	50	2500		风行者		2	嗜血狂潮（冷却）
32236122	螺旋踢ex	Player_archer_attack_luoxuanti_ex			2	50	2500		风行者		2	螺旋踢ex（冷却）
32236222	鹰击长空ex	Player_archer_attack_yingjichangkong_ex			2	50	2500		风行者		2	鹰击长空ex（冷却）
32236422	爆裂踢ex	Player_archer_attack_baolieti_ex			2	50	2500		风行者		2	爆裂踢ex（冷却）
32236522	旋风飞腿ex	Player_archer_attack_xuanfengfeitui_ex			2	50	2500		风行者		2	旋风飞腿ex（冷却）
32236622	嗜血狂潮ex	Player_archer_attack_shixuekuangchao_ex			2	50	2500		风行者		2	嗜血狂潮ex（冷却）
31131622	偷袭点	Player_archer_attack_touxidian	Player_archer_attack_touxidian_ex		2	50	2500		狙翎		2	偷袭点（冷却）
31131722	聚能射击ex	Player_archer_attack_junengsheji_ex			2	50	2500		狙翎		2	聚能射击ex（冷却）
31131822	飞空连射ex	Player_archer_attack_feikonglianshe_ex			2	50	2500		狙翎		2	飞空连射ex（冷却）
31132022	包围ex	Player_archer_attack_baowei_ex			2	50	2500		狙翎		2	包围ex（冷却）
31132122	箭雨风暴ex	Player_archer_attack_jianyufengbao_ex			2	50	2500		狙翎		2	箭雨风暴ex（冷却）
31132222	偷袭点ex	Player_archer_attack_touxidian_ex			2	50	2500		狙翎		2	偷袭点ex（冷却）
32132722	爆炸箭矢	Player_archer_attack_baozhajianshi	Player_archer_attack_baozhajianshi_ex		2	50	2500		魔羽		2	爆炸箭矢（冷却）
32132822	集中射击ex	Player_archer_attack_jizhongsheji_ex			2	50	2500		魔羽		2	集中射击ex（冷却）
32133122	迅捷箭ex	Player_archer_attack_xunjiejian_ex			2	50	2500		魔羽		2	迅捷箭ex（冷却）
32132922	神速射击EX	Player_archer_attack_shensusheji_ex			2	50	2500		魔羽		2	神速射击EX（冷却）
32133222	追踪箭ex	Player_archer_attack_zhuizongjian_ex			2	50	2500		魔羽		2	追踪箭ex（冷却）
32133322	爆炸箭矢ex	Player_archer_attack_baozhajianshi_ex			2	50	2500		魔羽		2	爆炸箭矢ex（冷却）
30010922	冲击波	Player_warrior_attack_chongjibo			2	50	2500		战士		2	冲击波（冷却）
30011022	凌空爆击	Player_warrior_attack_lingkongbaoji			2	50	2500		战士		2	凌空爆击（冷却）
30114922	无限之刃	Player_warrior_attack_wuxianzhiren			2	50	2500		剑圣		2	无限之刃（冷却）
30115822	真空连爆	Player_warrior_attack_zhenkonglianbao			2	50	2500		剑圣		2	真空连爆（冷却）
30115022	三连斩	Player_warrior_attack_sanlianzhan	Player_warrior_attack_sanlianzhan_ex		2	50	2500		剑圣		2	三连斩（冷却）
30115122	切骨之刺	Player_warrior_attack_qieguzhici	Player_warrior_attack_qieguzhici_ex		2	50	2500		剑圣		2	切骨之刺（冷却）
30115222	挥砍姿态	Player_warrior_attack_huikanzitai	Player_warrior_attack_huikanzitai_ex		2	50	2500		剑圣		2	挥砍姿态（冷却）
30115322	直线冲击	Player_warrior_attack_zhixianchongji	Player_warrior_attack_zhixianchongji_ex		2	50	2500		剑圣		2	直线冲击（冷却）
30115422	月光碎片	Player_warrior_attack_yueguangsuipian	Player_warrior_attack_yueguangsuipian_ex	Player_warrior_jx_yueguangsuipian_super	2	50	2500		剑圣		2	月光碎片（冷却）
30115522	旋风斩	Player_warrior_attack_xuanfengzhan	Player_warrior_attack_xuanfengzhan_ex		2	50	2500		剑圣		2	旋风斩（冷却）
30115622	致命劈砍	Player_warrior_attack_zhimingpikan	Player_warrior_attack_zhimingpikan_ex	Player_warrior_jx_zhimingpikan_super	2	50	2500		剑圣		2	致命劈砍（冷却）
30115722	半月斩	Player_warrior_attack_banyuezhan	Player_warrior_attack_banyuezhan_ex	Player_warrior_jx_banyuezhan_super	2	50	2500		剑圣		2	半月斩（冷却）
30116122	重锤	Player_warrior_attack_zhongchui			2	50	2500		剑圣		2	重锤（冷却）
30116322	勇敢	Player_warrior_buff_yonggan			2	50	2500		剑圣		2	勇敢（冷却）
30211522	巨型炸弹	Player_warrior_attack_juxingzhadan			2	50	2500		战神		2	巨型炸弹（冷却）
30212422	台风	Player_warrior_attack_taifeng			2	50	2500		战神		2	台风（冷却）
30212022	践踏	Player_warrior_attack_jianta	Player_warrior_attack_jianta_ex		2	50	2500		战神		2	践踏（冷却）
30212122	杀戮盛宴	Player_warrior_attack_shalushengyan	Player_warrior_attack_shalushengyan_ex		2	50	2500		战神		2	杀戮盛宴（冷却）
30212222	旋转冲击	Player_warrior_attack_xuanzhuanchongji	Player_warrior_attack_xuanzhuanchongji_ex		2	50	2500		战神		2	旋转冲击（冷却）
30212322	旋风	Player_warrior_attack_xuanfeng	Player_warrior_attack_xuanfeng_ex		2	50	2500		战神		2	旋风（冷却）
30211622	飞行冲击	Player_warrior_attack_feixingchongji	Player_warrior_attack_feixingchongji_ex	Player_warrior_jx_feixingchongji_super	2	50	2500		战神		2	飞行冲击（冷却）
30211722	惩戒波	Player_warrior_attack_chengjiebo	Player_warrior_attack_chengjiebo_ex		2	50	2500		战神		2	惩戒波（冷却）
30211822	范围炸弹	Player_warrior_attack_fanweizhadan	Player_warrior_attack_fanweizhadan_ex		2	50	2500		战神		2	范围炸弹（冷却）
30211922	滚动攻击	Player_warrior_attack_gundonggongji	Player_warrior_attack_gundonggongji_ex		2	50	2500		战神		2	滚动攻击（冷却）
30212822	高地人	Player_warrior_buff_gaodiren			2	50	2500		战神		2	高地人（冷却）
30213022	铁布衫	Player_warrior_buff_tiebushan			2	50	2500		战神		2	铁布衫（冷却）
31116522	回避斩	Player_warrior_attack_huibizhan			2	50	2500		剑皇		2	回避斩（冷却）
31116822	惩罚攻击	Player_warrior_attack_chengfagongji	Player_warrior_attack_chengfagongji_ex		2	50	2500		剑皇		2	惩罚攻击（冷却）
31116622	三连斩ex	Player_warrior_attack_sanlianzhan_ex			2	50	2500		剑皇		2	三连斩ex（冷却）
31116722	切骨之刺ex	Player_warrior_attack_qieguzhici_ex			2	50	2500		剑皇		2	切骨之刺ex（冷却）
31116922	挥砍姿态ex	Player_warrior_attack_huikanzitai_ex			2	50	2500		剑皇		2	挥砍姿态ex（冷却）
31117022	直线冲击ex	Player_warrior_attack_zhixianchongji_ex			2	50	2500		剑皇		2	直线冲击ex（冷却）
31117122	惩罚攻击ex	Player_warrior_attack_chengfagongji_ex			2	50	2500		剑皇		2	惩罚攻击ex（冷却）
32117722	水月神舞	Player_warrior_attack_shuiyueshenwu	Player_warrior_attack_shuiyueshenwu_ex		2	50	2500		月之领主		2	水月神舞（冷却）
32117422	猛砍站姿	Player_warrior_attack_mengkanzhanzi			2	50	2500		月之领主		2	猛砍站姿（冷却）
32117522	月光碎片ex	Player_warrior_attack_yueguangsuipian_ex			2	50	2500		月之领主		2	月光碎片ex（冷却）
32117622	旋风斩ex	Player_warrior_attack_xuanfengzhan_ex			2	50	2500		月之领主		2	旋风斩ex（冷却）
32117822	致命劈砍ex	Player_warrior_attack_zhimingpikan_ex			2	50	2500		月之领主		2	致命劈砍ex（冷却）
32117922	半月斩ex	Player_warrior_attack_banyuezhan_ex			2	50	2500		月之领主		2	半月斩ex（冷却）
32118022	水月神舞ex	Player_warrior_attack_shuiyueshenwu_ex			2	50	2500		月之领主		2	水月神舞ex（冷却）
32214022	连骨撞击	Player_warrior_attack_lianguzhuangji	Player_warrior_attack_lianguzhuangji_ex		2	50	2500		狂战士		2	连骨撞击（冷却）
32214122	践踏ex	Player_warrior_attack_jianta_ex			2	50	2500		狂战士		2	践踏ex（冷却）
32214222	杀戮盛宴ex	Player_warrior_attack_shalushengyan_ex			2	50	2500		狂战士		2	杀戮盛宴ex（冷却）
32214422	旋转冲击ex	Player_warrior_attack_xuanzhuanchongji_ex			2	50	2500		狂战士		2	旋转冲击ex（冷却）
32214522	旋风ex	Player_warrior_attack_xuanfeng_ex			2	50	2500		狂战士		2	旋风ex（冷却）
32214622	连骨撞击ex	Player_warrior_attack_lianguzhuangji_ex			2	50	2500		狂战士		2	连骨撞击ex（冷却）
31213722	冲锋怒吼	Player_warrior_buff_chongfengnuhou			2	50	2500		毁灭者		2	冲锋怒吼（冷却）
31213122	大漩涡怒吼	Player_warrior_attack_daxuanwonuhou	Player_warrior_attack_daxuanwonuhou_ex	Player_warrior_jx_daxuanwonuhou_super	2	50	2500		毁灭者		2	大漩涡怒吼（冷却）
31213222	飞行冲击ex	Player_warrior_attack_feixingchongji_ex		Player_warrior_jx_feixingchongji_super	2	50	2500		毁灭者		2	飞行冲击ex（冷却）
31213322	惩戒波ex	Player_warrior_attack_chengjiebo_ex			2	50	2500		毁灭者		2	惩戒波ex（冷却）
31213422	范围炸弹ex	Player_warrior_attack_fanweizhadan_ex			2	50	2500		毁灭者		2	范围炸弹ex（冷却）
31213522	滚动攻击ex	Player_warrior_attack_gundonggongji_ex			2	50	2500		毁灭者		2	滚动攻击ex（冷却）
31213622	大漩涡怒吼ex	Player_warrior_attack_daxuanwonuhou_ex		Player_warrior_jx_daxuanwonuhou_super	2	50	2500		毁灭者		2	大漩涡怒吼ex（冷却）
30188221	摧毁（伤害）	Player_academic_attack_cuihui			1	100	2500		工程师		2	摧毁（伤害）
30189221	天际（伤害）	Player_academic_attack_tianji			1	100	2500		工程师		2	天际（伤害）
30188321	乒乓爆栗（伤害）	Player_academic_attack_pingpangbaoli	Player_academic_attack_pingpangbaoli_ex		1	100	2500		工程师		2	乒乓爆栗（伤害）
30188421	加农爆破筒（伤害）	Player_academic_attack_jianongbaopotong	Player_academic_attack_jianongbaopotong_ex		1	100	2500		工程师		2	加农爆破筒（伤害）
30188521	脑电波投射（伤害）	Player_academic_attack_naodianbotoushe	Player_academic_attack_naodianbotoushe_ex		1	100	2500		工程师		2	脑电波投射（伤害）
30188721	生化导弹（伤害）	Player_academic_attack_shenghuadaodan	Player_academic_attack_shenghuadaodan_ex		1	100	2500		工程师		2	生化导弹（伤害）
30188821	重磅鸭（伤害）	Player_academic_attack_zhongbangya	Player_academic_attack_zhongbangya_ex	Monster_duck_huoqiu|Monster_duck_attack	1	100	2500		工程师		2	重磅鸭（伤害）
30189521	化学手榴弹（伤害）	Player_academic_attack_huaxueshouliudan			1	100	2500		工程师		2	化学手榴弹（伤害）
30292821	冰柱释放（伤害）	Player_academic_attack_bingzhushifang			1	100	2500		炼金术士		2	冰柱释放（伤害）
30293921	毒池（伤害）	Player_academic_attack_duchi			1	100	2500		炼金术士		2	毒池（伤害）
30292921	岩浆戳刺（伤害）	Player_academic_attack_yanjiangchuoci	Player_academic_attack_yanjiangchuoci_ex		1	100	2500		炼金术士		2	岩浆戳刺（伤害）
30293021	寒冰戳刺（伤害）	Player_academic_attack_hanbingchuoci	Player_academic_attack_hanbingchuoci_ex		1	100	2500		炼金术士		2	寒冰戳刺（伤害）
30293121	岩浆墙（伤害）	Player_academic_attack_yanjiangqiang	Player_academic_attack_yanjiangqiang_ex	Monster_spider_attack_yanjiangqiang	1	100	2500		炼金术士		2	岩浆墙（伤害）
30293321	岩浆波流（伤害）	Player_academic_attack_yanjiangboliu	Player_academic_attack_yanjiangboliu_ex	Monster_spider_attack_yanjiangboliu_ex	1	100	2500		炼金术士		2	岩浆波流（伤害）
30293421	喷射（伤害）	Player_academic_attack_penshe	Player_academic_attack_penshe_ex	Player_academic_attack_penshe_end2|Player_academic_attack_penshe_ex_end2	1	100	2500		炼金术士		2	喷射（伤害）
30293621	疾病（伤害）	Player_academic_attack_jibing	Player_academic_attack_jibing_ex		1	100	2500		炼金术士		2	疾病（伤害）
30293721	毒气聚能（伤害）	Player_academic_attack_duqijuneng	Player_academic_attack_duqijuneng_ex		1	100	2500		炼金术士		2	毒气聚能（伤害）
30293821	毒气暴击（伤害）	Player_academic_attack_duqibaoji	Player_academic_attack_duqibaoji_ex		1	100	2500		炼金术士		2	毒气暴击（伤害）
30294221	冰雪连天（伤害）	Player_academic_attack_bingxueliantian			1	100	2500		炼金术士		2	冰雪连天（伤害）
30294421	混合感染（伤害）	Player_academic_attack_hunheganran			1	100	2500		炼金术士		2	混合感染（伤害）
31190921	飞溅（伤害）	Player_academic_attack_feijian	Player_academic_attack_feijian_ex		1	100	2500		重炮手		2	飞溅（伤害）
31191121	乒乓爆栗ex（伤害）	Player_academic_attack_pingpangbaoli_ex			1	100	2500		重炮手		2	乒乓爆栗ex（伤害）
31191221	加农爆破筒ex（伤害）	Player_academic_attack_jianongbaopotong_ex			1	100	2500		重炮手		2	加农爆破筒ex（伤害）
31191321	脑电波投射ex（伤害）	Player_academic_attack_naodianbotoushe_ex			1	100	2500		重炮手		2	脑电波投射ex（伤害）
31191421	生化导弹ex（伤害）	Player_academic_attack_shenghuadaodan_ex			1	100	2500		重炮手		2	生化导弹ex（伤害）
31191521	飞溅ex（伤害）	Player_academic_attack_feijian_ex			1	100	2500		重炮手		2	飞溅ex（伤害）
32191821	超大重磅炸弹（伤害）	Player_academic_attack_chaodazhongbangzhadan	Player_academic_attack_chaodazhongbangzhadan_ex	Player_academic_attack_chaodazhongbangzhadan_end2|Player_academic_attack_chaodazhongbangzhadan_ex_end2	1	100	2500		机械大师		2	超大重磅炸弹（伤害）
32192021	重磅鸭ex（伤害）	Player_academic_attack_zhongbangya_ex		Player_academic_jx_zhongbangya_super	1	100	2500		机械大师		2	重磅鸭ex（伤害）
32192421	超大重磅炸弹ex（伤害）	Player_academic_attack_chaodazhongbangzhadan_ex		Player_academic_attack_chaodazhongbangzhadan_end2|Player_academic_attack_chaodazhongbangzhadan_ex_end2	1	100	2500		机械大师		2	超大重磅炸弹ex（伤害）
31294721	C2H5OH（伤害）	Player_academic_attack_C2H5OH			1	100	2500		炼金圣士		2	C2H5OH（伤害）
31294821	冰光束（伤害）	Player_academic_attack_bingguangshu	Player_academic_attack_bingguangshu_ex		1	100	2500		炼金圣士		2	冰光束（伤害）
31294921	岩浆戳刺ex（伤害）	Player_academic_attack_yanjiangchuoci_ex			1	100	2500		炼金圣士		2	岩浆戳刺ex（伤害）
31295021	寒冰戳刺ex（伤害）	Player_academic_attack_hanbingchuoci_ex			1	100	2500		炼金圣士		2	寒冰戳刺ex（伤害）
31295121	岩浆墙ex（伤害）	Player_academic_attack_yanjiangqiang_ex			1	100	2500		炼金圣士		2	岩浆墙ex（伤害）
31295221	岩浆波流ex（伤害）	Player_academic_attack_yanjiangboliu_ex		Monster_spider_attack_yanjiangboliu_ex	1	100	2500		炼金圣士		2	岩浆波流ex（伤害）
31295421	冰光束ex（伤害）	Player_academic_attack_bingguangshu_ex			1	100	2500		炼金圣士		2	冰光束ex（伤害）
32295521	爱情病毒（伤害）	Player_academic_attack_aiqingbingdu			1	100	2500		药剂师		2	爱情病毒（伤害）
32295721	喷射ex（伤害）	Player_academic_attack_penshe_ex		Player_academic_attack_penshe_end2|Player_academic_attack_penshe_ex_end2	1	100	2500		药剂师		2	喷射ex（伤害）
32295921	疾病ex（伤害）	Player_academic_attack_jibing_ex			1	100	2500		药剂师		2	疾病ex（伤害）
32296021	毒气聚能ex（伤害）	Player_academic_attack_duqijuneng_ex			1	100	2500		药剂师		2	毒气聚能ex（伤害）
32296121	毒气暴击ex（伤害）	Player_academic_attack_duqibaoji_ex			1	100	2500		药剂师		2	毒气暴击ex（伤害）
30048021	能量爆发（伤害）	Player_sorceress_attack_nengliangbaofa			1	100	2500		魔法师		2	能量爆发（伤害）
30048121	震荡波（伤害）	Player_sorceress_attack_zhengdangbo			1	100	2500		魔法师		2	震荡波（伤害）
30148621	火焰风暴（伤害）	Player_sorceress_attack_huoyanfengbao			1	100	2500		元素		2	火焰风暴（伤害）
30149621	暴风雪（伤害）	Player_sorceress_attack_baofengxue			1	100	2500		元素		2	暴风雪（伤害）
30148721	火球（伤害）	Player_sorceress_attack_huoqiu	Player_sorceress_attack_huoqiu_ex	Player_sorceress_jx_huoqiu_super	1	100	2500		元素		2	火球（伤害）
30148921	地狱火海（伤害）	Player_sorceress_attack_diyuhuohai	Player_sorceress_attack_diyuhuohai_ex	Player_sorceress_jx_diyuhuohai_super	1	100	2500		元素		2	地狱火海（伤害）
30149021	火墙（伤害）	Player_sorceress_attack_huoqiang	Player_sorceress_attack_huoqiang_ex		1	100	2500		元素		2	火墙（伤害）
30149121	火径（伤害）	Player_sorceress_attack_huojing	Player_sorceress_attack_huojing_ex		1	100	2500		元素		2	火径（伤害）
30149221	冰刃（伤害）	Player_sorceress_attack_bingren	Player_sorceress_attack_bingren_ex		1	100	2500		元素		2	冰刃（伤害）
30149321	霜冻（伤害）	Player_sorceress_attack_shuangdong	Player_sorceress_attack_shuangdong_ex		1	100	2500		元素		2	霜冻（伤害）
30149421	冰刺（伤害）	Player_sorceress_attack_bingci	Player_sorceress_attack_bingci_ex		1	100	2500		元素		2	冰刺（伤害）
30149521	冰雾（伤害）	Player_sorceress_attack_bingwu	Player_sorceress_attack_bingwu_ex		1	100	2500		元素		2	冰雾（伤害）
30149921	火鸟（伤害）	Player_sorceress_attack_huoniao			1	100	2500		元素		2	火鸟（伤害）
