SystemID	SystemDescription	SystemDescriptionEng	SystemHelp
520	巢穴	XSys_Activity_Nest	巢穴|玩法说明{n}{n}1、巢穴推荐4人组队，挑战超强boss，获胜可获得奖励{n}{n}2、困难难度随机掉落任意部位{n}{n}3、130级开启地狱难度，挑战1-10星级巢穴副本，获得丰厚首通奖励{n}{n}奖励说明{n}{n}1、巢穴产出A级套装装备 {n}{n}2、争夺全服首通可以获得额外奖励{n}{n}3、如果队伍中有跨服玩家，则通关记录不算首通、排行榜、成就以及称号等记录
521	废弃小妖精	XSys_Activity_SmallMonster	
522	BossRush（旧）	XSys_Activity_BossRush	
523	时装副本	XSys_Activity_Fashion	
524	世界Boss	XSys_Activity_WorldBoss	世界BOSS|1、活动奖励{n}{n}参与世界BOSS活动可以获得龙币、金币奖励{n}{n}2、活动时间{n}{n}每日12：30-12：40开启世界BOSS活动{n}{n}3、参与条件{n}{n}玩家达到20级开启世界BOSS挑战{n}{n}4、活动规则{n}{n}活动开启后可进入场景挑战世界BOSS{n}挑战时可以消耗龙币使用鼓舞提升自身攻击或公会全体成员攻击{n}输出伤害排名越高，奖励越丰厚！{n}{n}活动结束后系统会根据公会伤害排名在公会拍卖行上架特殊稀有道具，供公会所有成员竞拍。参与战斗的玩家能够平分拍卖所得进行分红{n}该活动禁止使用佣兵
525	龙之远征队	XSys_Activity_ExpeditionFrame	
514	怨龙起源	XSys_DragonNest_TopRune	怨龙起源|玩法说明{n}{n}怨龙起源BOSS难度远高于森林龙本，首通队伍可以获得绝版华丽称号奖励{n}{n}1、推荐6人组队，挑战究极Boss，获胜至高无上的荣誉称号{n}{n}2、本服有队伍首通怨龙起源中的该层副本其他玩家方能挑战龙本中对应的森林龙挑战（例如：怨龙起源龙1被队伍首通，该服龙本中解锁森林龙1供玩家挑战）{n}{n}3、怨龙起源无挑战次数限制，每关开放周期内可反复挑战{n}{n}4、每关本服前10名通关的队伍，所有队员可获得绝版称号奖励{n}{n}5、若通关队伍中有大于2名已上榜玩家或今日5点-次日5点间队伍中有过成员上榜，则该队伍成绩不计入排行榜，只发放首通材料奖励（不含称号）（注意：当天单名玩家至多上榜一次）  {n}{n}6、怨龙副本内机甲不生效{n}{n}7、怨龙中技能时间加速、鸡尾酒、黑暗化身、九天之舞、精神爆发、轻灵气息增益效果衰弱40%{n}{n}8、怨龙副本内减cd效果上限调整至60%，减伤效果上限调整至70%，攻速效果上限调整至50%，攻击效果上限调整至100%，敌方受到的伤害效果上限调整至50%，移速增益上限调整至100%{n}{n}奖励说明{n}{n}1、首通每关的队伍成员获得特效称号奖励{n}{n}2、每关2-3/4-10名队伍成员也可获得档次不同的称号奖励{n}{n}3、首次通关但未上榜的队员可以获得除称号外的材料奖励{n}{n}4、如果队伍中有其他跨服玩家，则通关不计入首通、排行榜、成就以及称号等记录{n}{n}5、称号奖励通过邮件发放，请留意领取
515	魔化龙穴	XSys_Activity_RemoteNest	魔化龙穴|玩法说明{n}{n}[a431e2]疲惫的混沌龙用尽最后一股力量飞越高耸的山峰和无边的海洋，找到一个深邃的峡谷，度过了生命最后一程。千百年后，这个峡谷成为了吟游诗人口中的魔化龙穴，等待着冒险家揭开神秘的面纱。[-]{n}1、龙本推荐6人组队，挑战终极boss，获胜可获得奖励{n}{n}2、龙本挑战不限制次数，但每个周期内，每个关卡仅能通关一次{n}{n}3、每周三、六龙本进行进度重置，重置后可以从头再次挑战{n}{n}4、魔化龙本每重置8次后随机轮换副本{n}{n}奖励说明{n}{n}1、龙本通关可获得S级装备、经验等奖励{n}{n}2、如果队伍中有其他跨服玩家，则通关不计入称号等记录
526	龙穴	XSys_Activity_DragonNest	龙穴|玩法说明{n}{n}1、龙本推荐多人组队，挑战终极boss，获胜可获得奖励{n}{n}2、每日刷新给3次挑战次数，次数累积上限为6{n}{n}3、龙本分为简单、普通、困难难度，最多4人组队挑战{n}{n}4、可在龙币商店购买冰龙入场券，进入冰龙本时优先消耗门票（每日限购一张，一天最多可以使用七次门票）{n}{n}奖励说明{n}{n}1、龙本通关可获得S级套装装备或材料{n}{n}2、争夺全服首通可以获得额外奖励{n}{n}3、如果队伍中有其他跨服玩家，则通关不计入首通、排行榜、成就以及称号等记录
527	黑暗神殿（废弃）	XSys_Activity_TeamTower	黑暗神殿|玩法说明{n}{n}1、可以不断向更高层数关卡挑战，获胜可获得奖励{n}{n}2、每天可以扫荡已通关的关卡{n}{n}3、每日可通关次数有限{n}{n}奖励说明{n}{n}1、黑暗神殿产出大量金币和强化材料{n}{n}2、首次通关每层可以获得额外首通奖励
530	黑暗神殿	XSys_Activity_TeamTowerSingle	黑暗神殿|玩法说明{n}{n}1、可以不断向更高层数关卡挑战，获胜可获得奖励{n}{n}2、每天可以扫荡已通关的关卡{n}{n}3、每日可通关次数有限{n}{n}奖励说明{n}{n}1、黑暗神殿产出大量金币和强化材料{n}{n}2、首次通关每层可以获得额外首通奖励
528	保护队长	XSys_Activity_CaptainPVP	保护队长|玩法说明{n}{n}1、玩家可以组队或者单人入场参加保护队长{n}{n}2、活动开始后玩家会进行4v4的团队战，每局开始倒计时结束后会随机选取一名成员成为当局的队长。{n}{n}3、玩家的目标就是保护己方队长，击杀敌方队长，队长死亡则队伍失败，成员死亡会在一段时间后重新复活{n}{n}4、每局队长会获得队长buff，属性会有所提升。{n}{n}规则说明{n}{n}1、如果当局游戏时间结束双方队长都没有死亡，则会根据队长的血量百分比判定高的一方获胜，为了鼓励击杀队长的队员，如果击杀队长在击杀统计上会计算为击杀3个人{n}{n}2、保护队长采用的是3局2胜赛制{n}{n}3、本活动为公平模式{n}{n}奖励说明{n}{n}1、每次参加保护队长都有基础奖励{n}{n}2、在每天参加保护队长即可获得1次额外奖励{n}{n}3、每周获胜5次可以领取豪华的周胜场奖励{n}{n}公平模式说明{n}{n}1、为了保证公平性采用的是公平模式对抗{n}{n}2、在公平模式中玩家的血量，攻防等属性将转化成系统预设的属性{n}{n}3、公平模式技能等级不影响技能威力
529	女神的试炼	XSys_Activity_GoddessTrial	女神的试炼|玩法说明{n}{n}每日4人组队挑战随机关卡，会默认开启自动战斗模式{n}{n}奖励说明{n}{n}1、每次通关都可以获得女神的眼泪{n}{n}2、部分关卡有隐藏宝箱，需要玩家自己去探索，宝箱奖励丰厚{n}{n}3、每日参加次数用尽后可以领取额外的女神眼泪{n}{n}4、使用女神的眼泪可以在女神商店中兑换心仪的道具
540	无尽深渊	XSys_EndlessAbyss	无尽深渊|玩法说明{n}{n}1、每日可多人组队挑战随机深渊关卡{n}{n}2、随机玩法中使用公平模式{n}{n}公平模式说明{n}{n}1、无尽深渊为了保证公平性采用的是公平模式对抗{n}{n}2、在公平模式中玩家的血量，攻防等属性将转化成系统预设的属性{n}{n}3、公平模式不影响技能等级{n}{n}奖励{n}{n}无尽深渊中奖励的兑换牌可以通过兑换商店兑换对应的A级装备
551	全民答题派对	XSys_MulActivity_MulVoiceQA	全民答题派对|1、活动奖励{n}{n}参与全民答题派对可获得龙币、金币奖励{n}{n}2、活动时间{n}{n}每周二12：00-12：10、18：00-18：10、22：00-22：10开启{n}{n}3、参与条件{n}{n}玩家达到15级开启全民答题派对，每日可参加一次{n}{n}4、活动规则{n}{n}活动开启后有10分钟准备时间，玩家可加入答题房间{n}准备时间结束答题正式开始，正确回答问题即可获得奖励{n}前三名回答正确的玩家可以获得额外奖励
553	龙舟竞速	XSys_MulActivity_Race	龙舟竞速|1、活动奖励{n}{n}参与龙舟竞速可获得龙币、重铸锁定石、稀有的精灵蛋奖励{n}{n}2、活动时间{n}{n}每周五12：00-12：10、18：00-18：10、22：00-22：10开启{n}{n}3、参与条件{n}{n}玩家达到14级开启龙舟竞速，每日可参加一次{n}{n}4、活动规则{n}{n}活动开启后有5分钟准备时间，玩家可加入龙舟竞速准备场景{n}准备时间结束龙舟竞速正式开始，随机8人一组匹配到龙舟竞速比赛场景进行比赛{n}玩家可以互相之间干扰对方，有人达到终点以后开启30秒倒计时，结束比赛{n}按最终龙舟竞速名次发放奖励
560	福利	XSys_Welfare	
561	福利周卡月卡	XSys_Welfare_DiamondCard	
562	福利礼包	XSys_Welfare_GiftBag	
563	明星基金	XSys_Welfare_StarFund	
564	见面礼	XSys_Welfare_FirstRechange	
565	奖励找回	XSyS_Welfare_RewardBack	
566	摇钱树	XSys_Welfare_MoneyTree	
600	精彩活动	Xys_OperatingActivity	
601	首通奖励	XSys_FirstPass	
603	公会加成	XSys_GHJC	
602	莫忘初心	XSys_MWCX	
650	商城_钻石	XSys_GameMall_Diamond	
651	商城_龙币	XSys_GameMall_Dragon	
652	商城_充值	XSys_GameMall_Pay	
653	商城_钻石_限购	XSys_GameMall_Dweek	
654	商城_钻石_消耗品	XSys_GameMall_DCost	
655	商城_钻石_龙玉	XSys_GameMall_DLongyu	
656	商城_钻石_时装	XSys_GameMall_DFashion	
657	商城_钻石_龙玉	XSys_GameMall_DRide	
658	商城_钻石_礼包	XSys_GameMall_DGift	
659	商城_钻石_VIP	XSys_GameMall_DVip	
660	商城_龙币_限购	XSys_GameMall_GWeek	
661	商城_龙币_消耗品	XSys_GameMall_GCost	
662	商城_龙币_龙玉	XSys_GameMall_GLongyu	
663	商城_龙币_坐骑	XSys_GameMall_GRide	
664	商城_龙币_礼包	XSys_GameMall_GGift	
812	公会技能		
820	小丑扑克		
821	公会语音	XSys_GuildRelax_VoiceQA	
822	公会扑克赛	XSys_GuildRelax_JokerMatch	公会答题派对|1、活动奖励{n}{n}参与公会答题派对可获得公会贡献奖励{n}{n}2、活动时间{n}{n}每周一、五、七晚19：30-21：00公会会长开启{n}{n}3、活动规则{n}{n}活动时间内会长可以开启一次公会答题派对{n}活动开启后有10分钟准备时间，玩家可加入答题房间{n}准备时间结束答题正式开始，正确回答问题即可获得奖励{n}前三名回答正确的成员可以获得额外奖励
830	公会红包	XSys_GuildBoon_RedPacket	公会红包|红包获得{n}{n}公会成员达成特定条件后，可获得1个固定金额的公会红包。{n}{n}获得途径：每周天梯排行榜高名次，黑暗神殿首通特定层数，获得S级精灵/坐骑，首次击杀龙之远征关底巨龙，首次通关龙本关卡，购买基金，全身龙玉强化等级，全身装备强化等级，到达天空竞技场7层，擂台赛获得特定名次等{n}{n}红包期限{n}{n}获得红包后须在24小时之内发放，24小时内没有发放的红包将由系统自动发放。{n}{n}红包领取{n}{n}所有公会成员都可以参与领取红包比拼手气！
834	公会定点红包	XSys_GuildBoon_FixedRedPacket	公会红包|红包获得{n}{n}公会成员达成特定条件后，可获得1个固定金额的公会红包。{n}{n}获得途径：每周天梯排行榜高名次，黑暗神殿首通特定层数，获得S级精灵/坐骑，首次击杀龙之远征关底巨龙，首次通关龙本关卡，购买基金，全身龙玉强化等级，全身装备强化等级，到达天空竞技场7层，擂台赛获得特定名次等{n}{n}红包期限{n}{n}获得红包后须在24小时之内发放，24小时内没有发放的红包将由系统自动发放。{n}{n}红包领取{n}{n}所有公会成员都可以参与领取红包比拼手气！
831	公会商店	XSys_GuildBoon_Shop	
833	公会工资	XSys_GuildBoon_Salay	
840	公会小妖精	XSys_Guild_SmallMonster	
850	公会挑战	XSys_GuildChallenge	
855	世界Boss结束排行	XSys_WorldBoss_EndRank	
901	队伍列表	XSys_Team_TeamList	
902	我的队伍	XSys_Team_MyTeam	
910	T台	XSys_GayValley_Fashion	
911	钓鱼	XSys_GayValley_Fishing	
930	精灵系统	XSys_SpriteSystem	精灵|1、精灵品质{n}{n}不同精灵之间的资质高低与技能不同{n}品质由高至低依次为[a431e2]L级、S级、A级、B级、C级[-]{n}{n}2、队长技能{n}{n}每个精灵天生自带一个[a431e2]“队长技能”[-]且无法替换{n}队长技能随着[a431e2]精灵星级[-]的提升而[a431e2]自动提升等级[-]{n}当精灵上阵设置为队长时才可以生效{n}{n}3、精灵召唤{n}{n}使用珍贵的精灵蛋或稀有的精灵蛋可以进行召唤，召唤成功必定获得精灵，召唤失败可获得精灵食物，[a431e2]购买精灵商城中的精灵食物时必定获得商城活动馈赠对应的精灵蛋[-]{n}{n}4、精灵商店{n}{n}可在精灵商店中购买精灵食物喂养精灵或觉醒精灵{n}{n}5、精灵喂养{n}{n}精灵可以通过喂养经验道具来使精灵快速升级{n}[a431e2]长按可连续使用经验道具[-]{n}{n}6、精灵觉醒{n}{n}精灵可以消耗[a431e2]觉醒药水[-]进行觉醒，觉醒后精灵将会重新随机[a431e2]精灵资质[-]，但不会重置精灵星级与精灵等级{n}{n}7、精灵资质{n}{n}精灵资质决定精灵等级提升为角色带来的属性加成{n}{n}8、精灵升星{n}{n}精灵可以消耗[a431e2]升星药水[-]进行培养，培养值达到上限后可以对精灵进行升星，精灵升星后队长技能将自动提升到下一等级同时大幅度提升属性加成{n}{n}9、精灵分解{n}{n}精灵分解有可能获得 [a431e2]升星药水、觉醒药水、喂养道具[-]{n}升星药水将全部返还,被分解的精灵将会消失{n}S级和L级精灵会额外分解出精灵精华{n}{n}10、精灵进阶{n}{n}S级和L级精灵可以进行精灵进阶，消耗相应的精灵精华可以进阶精灵{n}进阶后的精灵会大幅度提高资质上限，并获得额外的被动技能提高战斗力
931	精灵	XSys_SpriteSystem_Main	精灵|1、精灵品质{n}{n}不同精灵之间的资质高低与技能不同{n}品质由高至低依次为[a431e2]L级、S级、A级、B级、C级[-]{n}{n}2、队长技能{n}{n}每个精灵天生自带一个[a431e2]“队长技能”[-]且无法替换{n}队长技能随着[a431e2]精灵星级[-]的提升而[a431e2]自动提升等级[-]{n}当精灵上阵设置为队长时才可以生效{n}{n}3、精灵召唤{n}{n}使用珍贵的精灵蛋或稀有的精灵蛋可以进行召唤，召唤成功必定获得精灵，召唤失败可获得精灵食物，[a431e2]购买精灵商城中的精灵食物时必定获得商城活动馈赠对应的精灵蛋[-]{n}{n}4、精灵商店{n}{n}可在精灵商店中购买精灵食物喂养精灵或觉醒精灵{n}{n}5、精灵喂养{n}{n}精灵可以通过喂养经验道具来使精灵快速升级{n}[a431e2]长按可连续使用经验道具[-]{n}{n}6、精灵觉醒{n}{n}精灵可以消耗[a431e2]觉醒药水[-]进行觉醒，觉醒后精灵将会重新随机[a431e2]精灵资质[-]，但不会重置精灵星级与精灵等级{n}{n}7、精灵资质{n}{n}精灵资质决定精灵等级提升为角色带来的属性加成{n}{n}8、精灵升星{n}{n}精灵可以消耗[a431e2]升星药水[-]进行培养，培养值达到上限后可以对精灵进行升星，精灵升星后队长技能将自动提升到下一等级同时大幅度提升属性加成{n}{n}9、精灵分解{n}{n}精灵分解有可能获得 [a431e2]升星药水、觉醒药水、喂养道具[-]{n}升星药水将全部返还,被分解的精灵将会消失{n}S级和L级精灵会额外分解出精灵精华{n}{n}10、精灵进阶{n}{n}S级和L级精灵可以进行精灵进阶，消耗相应的精灵精华可以进阶精灵{n}进阶后的精灵会大幅度提高资质上限，并获得额外的被动技能提高战斗力
932	精灵蛋	XSys_SpriteSystem_Lottery	
933	精灵上阵	XSys_SpriteSystem_Fight	
934	精灵分解	XSys_SpriteSystem_Resolve	
935	精灵详情	XSys_SpriteSystem_Detail	
941	头衔展示	XSys_Title_Share	
100	充值	XSys_Recharge	
101	VIP	 XSys_VIP	
860	公会天梯赛	XSys_GuildQualifier	
552	天空竞技场	XSys_MulActivity_SkyArena	天空竞技场|1、玩法奖励{n}{n}可以通过战斗获得大量荣誉点，提升战斗力{n}{n}2、活动开启时间{n}{n}每周一晚20:00-20:05{n}{n}3、活动参与条件{n}{n}角色等级32级{n}{n} 4、活动规则介绍{n}{n}a、天空竞技场为3V3小队竞技活动{n}{n}b、玩家可单人或者组队参赛，活动开始时将玩家匹配为3人小队参赛{n}{n}c、每个小队将随机从天空竞技场1~2层开始，每轮会随机匹配挑战同处于本层的其他冒险者队伍每次挑战分上下半场，最终累计击败对方次数多的队伍获胜，同击败次数的以伤害高的获胜方{n}{n}d、胜者队伍进入下一层，败者留在本层，挑战同层冒险者{n}{n}e、所有冒险者的奖励依据5次挑战后所在层数颁发，层数越高奖励越好{n}{n}f、天空竞技场共7层，5次挑战全胜的队伍最高可达到第七层，获得最高奖励
67	嘉年华	XSys_Carnival	
606	解封狂欢	XSys_CrushingSeal	
150	家园	XSys_Home	
155	我的家园	XSys_Home_MyHome	
156	家园好友	XSys_Home_HomeFriends	
151	烹饪	XSys_Home_Cooking	
153	宴会	XSys_Home_Feast	
568	贵族特权	XSys_Welfare_KingdomPrivilege_Court	
569	冒险家特权	XSys_Welfare_KingdomPrivilege_Adventurer	
570	商会特权	XSys_Welfare_KingdomPrivilege_Commerce	
970	领地争夺战	XSys_GuildTerritory	领地争夺战|1、活动简介{n}{n}领地战以公会为单位，对领地进行宣战，获得争夺资格后进入地图争夺属于公会的领地{n}{n}领地由高至低分为3个等级：主城、城镇、野外，每个公会只能占据一块领地{n}{n}占据高级领地时将自动放弃低级领地，首次领地战只开放野外领地，后续依次开放城镇和主城神圣天堂{n}{n}公会占据领地后公会拍卖行将上架大量头衔奖励，非活动日每晚20：30公会拍卖行也将上架领地占有奖励{n}[fcd034]进攻领地失败将扣除公会威望，野外200、城镇500、主城800[-]{n}加入公会48小时内无法参与领地争夺战{n}{n}2、奖励说明{n}{n}击败1名玩家可获得10功勋，占领1次据点获得3功勋，达到80、160、240功勋时可获得对应一档功勋奖励{n}{n}每周日晚20：30领地争夺战结束时占据领地的公会将上架稀有拍卖行奖励{n}{n}非活动日的每晚20：30占据领地的公会，公会拍卖行也将上架奖励{n}{n}公会拍卖行奖励所有成员均可获得分红！{n}{n}3、活动时间{n}{n}每周日20：00—20：30为领地战开启时间{n}{n}当日5点到活动开始前5分钟宣战目标可以随时更换{n}{n}活动开始后只能进攻宣战且获得争夺资格的领地或防守公会已占据的领地{n}{n}4、宣战规则{n}{n}公会达到2级后，会长、副会长可对领地进行宣战{n}{n}无领地的公会可以对野外或曾经占领的最高等级的同类领地进行宣战，已有领地的公会只能对高一级的领地宣战{n}{n}占领主城神圣天堂的公会只能进行防守{n}{n}无归属的领地，宣战公会排名前2名的公会可获得争夺资格{n}{n}有归属的领地排名第1的公会以及其结盟公会可获得争夺资格{n}{n}5、领地说明{n}{n}每块领地有6个战场，每个战场各有3个据点{n}{n}参战公会成员通过进入战场争夺据点归属获得积分，每个战场最多可以进入己方公会或结盟公会成员6名{n}{n}每个战场中分为上、中、下三路据点，据点范围内只存在己方成员时开始占领，占领结束后即可为公会获得积分{n}{n}6、胜负规则{n}{n}玩家通过占领据点为公会获得积分，领地争夺战结束时积分高的公会获得领地归属权{n}{n}公会可以选择与其他公会结盟共同进攻高一级的领地，结盟公会积分高时，结盟中积分高的公会获得领地归属权{n}{n}
956	英雄战场	XSys_HeroBattle	英雄战场|1、活动简介{n}{n}英雄战场匹配规则优先匹配单人和单人混排，队伍和队伍混排，其中单人和非四人队伍混排为次级匹配{n}{n}4V4团队竞技，以争夺占领地图中央目标点为目标{n}{n}当己方到达占领地点后会开始占领据点，占领过程中如果有敌方同在据点时则变为争夺状态，需将敌方击杀或者击退出据点范围后才能继续占领{n}{n}据点一旦被一方占领后，只有将那方人员全部赶出占领区域并且自己再占领区域时才能抢夺据点，抢夺时对方再次进入据点则会进入争夺中状态，需将敌方全部驱逐后才可以完成抢夺{n}{n}加时：当任意一方占领率达到99时，若此时据点中有敌方成员，则会触发加时，加时结束会再次判定直至全是己方人员或者地方完成抢夺据点为止{n}{n}英雄选择：开局和每次死亡都可以重新选择更换英雄{n}{n}英雄获得：每周都会有随机的免费英雄，玩家也可以通过英雄币购买指定的英雄，购买一些高级英雄时需要高级英雄币{n}{n}地图机制：地图为全对称式地图，地图上会有固定点掉落强力单体buff道具和单体回血道具{n}{n}奖励说明：{n}{n}每日达成一定数据都有丰厚奖励，每周胜场数达到指定场次可以获得丰厚的周胜场奖励{n}{n}游戏采用公平模式，角色属性将不会影响英雄战场的英雄属性，并且在英雄战场中无法选择自己角色{n}{n}上古力量{n}{n}随着时间，每个玩家都将获得上古力量，据点范围内，被攻击时上古力量获得量会增加，当上古力量为100%时，可发动上古技能{n}{n}攻击类上古技能：短时间内，大幅提升自己的攻击力{n}{n}防御力上古技能：短时间内提升自身的免伤{n}{n}移动上古技能：短时间内大幅增加自身的移动速度和攻击速度
127	附魔系统	XSys_Item_Enchant	附魔|1、附魔的作用{n}{n}附魔后将为装备增加一条随机属性{n}{n}当附魔获得不同的属性时，装备将保存多条不同的附魔属性{n}{n}只有当附魔后数值提升时才会替换当前属性{n}{n}2、如何附魔装备{n}{n}为装备选定一个附魔石，防御型装备需要选择防御类附魔石，攻击型装备需要选择攻击类附魔石{n}{n}3、附魔激活{n}{n}每件装备拥有多条附魔属性，只有激活的附魔属性才会生效{n}{n}4、大师附魔{n}{n}大师附魔可以额外再增加一条附魔属性，附魔方式与普通附魔相同{n}{n}普通附魔必须达到一定战斗力后，才可以进行大师附魔
128	锻造	XSys_Item_Forge	锻造|1、锻造的作用{n}{n}锻造成功可为装备增加一条随机数值的属性，每次锻造将重新生成一条属性，覆盖之前的属性效果{n}{n}2、如何锻造装备{n}{n}只有A品质及以上的套装方可锻造
960	巅峰对决	XSys_TeamLeague	跨服巅峰对决|1、报名阶段{n}{n}活动开启后先进入报名阶段，本次比赛为非公平模式，喊上小伙伴们一起组队创建战队吧{n}{n}2、本服积分赛阶段{n}{n}报名截止后，每晚21:00—21:40开放跨服巅峰对决匹配，持续到本服积分赛阶段结束{n}{n}通过战胜其他战队可以获得排名提升，积分赛排名最高的8支队伍将获得进入淘汰赛资格{n}{n}3、本服淘汰赛阶段{n}{n}积分赛结束后进行八强淘汰赛，需从决赛大厅进入比赛场地{n}{n}4、跨服积分赛阶段{n}{n}本服八强淘汰赛结束后开启跨服积分赛匹配，本服排名前8的战队可获得参与资格，每晚21:00—21:40开放跨服积分赛匹配{n}{n}5、跨服淘汰赛阶段{n}{n}跨服积分赛结束后进行跨服八强淘汰赛，可从决赛大厅进入比赛场地{n}{n}6、排名奖励{n}{n}排名奖励将在本服积分赛和跨服积分赛结束后各发放一次{n}{n}7、战队解散{n}{n}战队未进行过匹配战斗操作时所有成员均可退出，退出后战队将会自动解散{n}{n}战队参与匹配战斗后成员无法退出，跨服淘汰赛结束3天后战队将自动解散{n}{n}8、比赛规则{n}{n}若战斗结束时，一方得分已达到100%，则该方获得胜利{n}{n}若战斗结束时，双方得分均未达到100%，则得分高的一方胜利{n}{n}若战斗结束时，双方得分均未达到100%，并且分数相同，则判定击杀数量最多的一方胜利{n}{n}若战斗结束时，双方得分均未达到100%，分数和击杀数量均相同，则判定造成伤害量高的一方胜利{n}{n}积分赛中原则上不允许提前退出，如果提前退出，则需要等上场比赛结束后才可再次进行匹配
992	公会营地	XSys_GuildCollect	公会营地派对|1、参加条件{n}{n}活动开始后，只要有公会的玩家都可以参与到活动中{n}{n}2、字牌兑换{n}{n}活动开始后可以在公会的4周发现4个派奖使者，点击即可获得各种字牌，集齐指定的字牌就可以在兑换界面兑换奖励 {n}{n}3、珍品字牌{n}{n}活动过程中会随机出现派礼小丑在公会场景中，玩家需要迅速找到派礼小丑夺取珍品字牌{n}{n}4、交换{n}{n}字牌的产出并不稳定，玩家可能会有重复的字牌，可以和其他玩家交换字牌来达成兑换条件，多的字牌也可以通过交换给到没抢到字牌的小伙伴，交换功能只对特定物品生效，并且只能在公会场景中向公会成员发起{n}{n}抽奖时间为15分钟，兑奖和交换时间持续1小时{n}{n}
360	龙魂禁地	XSys_AbyssParty	龙魂禁地|1、玩法简介{n}{n}世界边缘的龙魂禁地埋藏着令人神往的龙器{n}粉碎深处的黑暗水晶，击败被封印的BOSS有概率掉落{n}[a431e2]难度越高掉落 S级 龙器的概率会小幅提升哦[-]{n}{n}2、入场消耗{n}{n}进入龙魂禁地需要消耗入场券，等级不同的禁地会消耗不同的入场券{n}{n}3、玩法结算{n}{n}击败BOSS后将会有一定时间供您拾取道具，未拾取的道具结算时会自动为您拾取{n}[a431e2]请注意结算前离开场景将不会获得任何奖励，入场券不会返还哦[-]
370	龙器	XSys_Artifact	龙器|1.什么是龙器{n}{n}龙器是埋葬在龙魂禁地的神龙秘器，穿戴后可获得大量战力，不同的龙器可对技能产生强大的作用{n}{n}2.什么是龙器套装{n}{n}穿戴同套装龙器可获得套装效果，大幅提升战斗力{n}{n}3.龙器获取途径{n}{n}挑战龙魂禁地可获得大量龙器{n}{n}4.龙器效果叠加{n}{n}[a431e2]不同龙器部位只有“直接增加技能伤害”与“直接减少技能冷却”[-]{n}两种特效可以叠加，其他效果无法叠加{n}技能的冷却缩短上限为80%{n}{n}5.龙器盈能功能将对115级及以上龙器开放
371	龙器神炉	XSys_Artifact_Comepose	龙器神炉|1.龙器合成{n}{n}使用2个同等级，同品质的龙器进行合成，合成后获得一个随机部位，同等级的龙器{n}合成后的新龙器的品质不会低于合成龙器{n}例如：{n}2个35级A品质龙器合成后可100%获得1个35级A或者S品质龙器{n}2个55级A品质龙器合成后可100%获得1个55级A或者S品质龙器{n}2个55级S品质龙器合成后可100%获得1个S品质龙器{n}{n}2.铭文{n}{n}55级开放龙器铭文，可以通过使用铭文为龙器置换技能{n}铭文镶嵌后将会替换龙器原有的1个技能或概率增加1个新的技能{n}[a431e2]不同龙器部位只有“直接增加技能伤害”与“直接减少技能冷却”两种特效可以叠加{n}其他效果无法叠加！！[-]{n}龙器最多可以增加1个新的技能{n}{n}3.龙器重铸{n}{n}55级以上的S级龙器可以使用[a431e2]重铸石[-]进行重铸，龙器重铸后套装与部位不会随机{n}[a431e2]属性与技能将会重新随机[-]{n}{n}4.龙器融合{n}{n}55级以上S级同等级同部位龙器可以进行融合，可选择想要获得的主龙器和被融合的同部位{n}辅龙器进行融合，融合成功将会把被融合的辅龙器技能转移到主龙器中，融合成功或失败{n}被融合的龙器均会消失，使用融合石可提升龙器融合的成功率{n}（2技能融合到2技能、3技能融合到3技能时融合成功会全部替换){n}（2技能融合到3技能将随机替换2条技能，3技能融合到2技能随机替换2条技能）{n}{n}5.龙器祭炼{n}{n}通关无限幻境可获得祭炼石，使用祭炼石可以重新随机龙器的属性，祭炼后可选择保留祭炼前或祭炼后的效果
372	龙器图册	XSys_Artifact_Atlas	
220	全民PK赛	XSys_CustomBattle	全民PK赛|1、赏金模式{n}{n}[a431e2]胜场越多，奖励越多[-]{n}在赏金模式中，每获得一场胜利，您的最终奖励都会增加，获得12场胜利即可领取宝箱获得最高奖励！{n}[a431e2]战败3场，战斗结束[-]{n}在赏金模式中累计战败3场挑战结束，同时您将获得相应的奖励！放弃比赛将立刻累计战败3场并结束对战，请不要轻易放弃哦{n}[a431e2]赏金模式全部都是公平模式对战[-]{n}{n}2、自定义模式{n}{n}您可以选择喜欢的玩法创建或参与一场比赛{n}创建的比赛规模越大费用越高，但奖励也会随之提升{n}比赛创建后将会有一定时间的准备期，创建者可以设置立即开始本场比赛{n}比赛开始后可以通过匹配对战获胜提升积分来提高自己的排名，排名越高最终奖励越高{n}中途退出比赛将不会获得任何比赛奖励，比赛创建者无法退出自己创建的比赛{n}比赛结束后将获得奖励宝箱，可领取龙币与胜点奖励，奖励领取完成后退出比赛才可以进行新的赛事
554	周末派对	XSys_MulActivity_WeekendParty	周末派对活动|1、活动简介{n}{n}每周六和周日系统会上架多人对抗活动，玩家可以单人或者组队匹配参加，分成两方阵营互相对抗{n}{n}2、每周上架的活动都不相同，玩家可以体验全新的游戏玩法{n}{n}3、周末派对活动中的比赛进程，最终会折算成团队积分，哪队的积分更高，则哪队获胜。如果平局，则两方都判输{n}{n}4、胜利方和失败方获得的奖励基本一致，只要参与，都会获得奖励。胜利方会额外获得一个胜者礼包{n}{n}5、每周领取奖励次数用完以后，玩家依然可以继续参加活动，只是无法获得结算奖励了。喜欢周末派对，就来一起玩吧！{n}{n}活动期间，每周活动调整为钩鸭大赛
