Comment	CommentSceneID	ID	Name	PresentID	Type	Tag	Fightgroup	SummonGroup	WalkSpeed	RunSpeed	FloatHeight	RotateSpeed	AttackSpeed	SkillCD	AttackProb	Sight	FightTogetherDis	BeLocked	InBornBuff	AttackBase	MagicAttackBase	MaxHP	Level	PhysicalDef	MagicDef	CritResist2	IconString	ElementDef	MobaExp	MobaExpRange	MobaKillNeedHint	PosIndex	HpSection	IsWander	Block	DynamicBlock	UsingGeneralCutscene	SoloShow	EndShow	Fov	AIStartTime	AIActionGap	IsFixedInCD	FashionTemplate	Highlight	UseMyMesh	ExtraReward	aihit	AiBehavior	InitEnmity	AlwaysHpBar	HideName	ratioleft	ratioright	ratioidle	ratiodistance	ratioskill	ratioexp	navigation	IsNavPingpong	HideInMiniMap	Access	SameBillBoard	HellDrop	PandoraDropIDs	DropIDs	BigMeleePoints	LinkCombo	CanBeManipulate	CritDamageDef	InheriteAtrribute	MaxSuperArmorA	MaxSuperArmorB	MaxSuperArmorC	SuperArmorRecoverSpeedA	SuperArmorRecoveryMaxA	SuperArmorBrokenBuffA	SuperArmorInvincibleTimeA	SuperArmorRecoverSpeedB	SuperArmorRecoveryMaxB	SuperArmorBrokenBuffB	SuperArmorInvincibleTimeB	SuperArmorRecoverSpeedC	SuperArmorRecoveryMaxC	SuperArmorBrokenBuffC	SuperArmorInvincibleTimeC	SuperArmorBrokenStrike	DoodadDrop
半石人（3_7）	509	54809	半石人兰斯	2703	1				0.8	2		5	100	100	1	8	10			2293	2293	157887	35										6	FALSE	TRUE		FALSE	FALSE	FALSE		2.5	1	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE			1200	1200	1200	25	15	2001=1		25	15	2001=1		25	15	2001=1			
小骷髅(3_2)	510	54901	骷髅兵	904	2				0.8	0.8		10	100	100	0.7	8	10			574	574	8522	35											TRUE	FALSE		FALSE	FALSE	FALSE		2.5	1.5	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
羊教授（3_2)	510	54902	羊教授	504	2				1.35	1.35		10	100	100	0.5	6	10			574	574	8522	35											TRUE	FALSE		FALSE	FALSE	FALSE		2.5	2	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
食尸鬼(3_2)	510	54903	食尸鬼	1402	2				0.5	2.5		10	100	100	0.7	10	10			574	574	8522	35											TRUE	FALSE		FALSE	FALSE	FALSE		2.5	2	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
披甲小狗（3_5)	510	54904	披甲小狗	102	2				1	3		10	100	100	0.5	15	10			344	344	3409	35											TRUE	FALSE		FALSE	FALSE	FALSE		2.5	1.5	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
重甲兽人（2_8)	510	54905	重甲兽人	305	2				1	2.3		10	100	100	0.8	10	10			631	631	18747	35											TRUE	TRUE		FALSE	FALSE	FALSE		2.5	2	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
骷髅小妖精（1_5)	510	54906	骷髅小妖精	208	2				1	3		10	100	100	0.3	10	10			344	344	3409	35											TRUE	FALSE		FALSE	FALSE	FALSE		1.5	1.5	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
骷髅巨人（2_5）	510	54907	骷髅巨人朱克	1503	6				1.3	3		10	100	100	0.8	20	10			1434	1434	35087	35											FALSE	TRUE		FALSE	FALSE	FALSE		2.5	2.5	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE			500	500	500														
蓝色女妖（3_4)	510	54908	黑暗精灵弗蕾亚	804	1				0.75	4		10	100	100	0.7	10	10			2293	2293	157887	35										6	FALSE	FALSE		FALSE	FALSE	TRUE		2.5	0.5	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE			1200	1200	1200	25	15	2001=1		25	15	2001=1		25	15	2001=1			
红色女妖（3_4)	510	54909	黑暗精灵刺客	803	1				0.75	4		10	100	100	0.7	10	10			2293	2293	157887	35										6	TRUE	FALSE		FALSE	FALSE	TRUE		2.5	1	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE			1200	1200	1200	25	15	2001=1		25	15	2001=1		25	15	2001=1			
女妖（1_3)	510	54910	女妖	802	2				0.5	3		10	100	100	0.3	20	20			574	574	8522	35											TRUE	FALSE		FALSE	FALSE	FALSE		1.5	1.5	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
蜘蛛女王	510	54911	蜘蛛女王	1701	6				0.3	0.3		8	100	100	1	20	10			1434	1434	35087	35										4	FALSE	TRUE		FALSE	FALSE	FALSE		1.5	2	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE			500	500	500														
小狼蛛(2_1)	510	54912	小狼蛛	1301	2				3	3		10	100	100	0.35	35	10			344	344	3409	35											TRUE	FALSE		FALSE	FALSE	FALSE		1.5	1.5	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
蜘蛛蛋1	510	54913	蜘蛛蛋1	10021	2				0	0		0	100	100	0	0	10			288	288	2	35											FALSE	TRUE		FALSE	FALSE	FALSE		2.5	2	FALSE		TRUE			-1	Monster	0		TRUE	0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE			999999999	999999999	999999999														
蜘蛛蛋1.2	510	54914	蜘蛛蛋1.2	10022	2				0	0		0	100	100	0	0	10			288	288	2	35											FALSE	TRUE		FALSE	FALSE	FALSE		2.5	2	FALSE		TRUE			-1	Monster	0		TRUE	0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE			999999999	999999999	999999999														
蜘蛛蛋1.5	510	54915	蜘蛛蛋1.5	10023	2				0	0		0	100	100	0	0	10			288	288	2	35											FALSE	TRUE		FALSE	FALSE	FALSE		2.5	2	FALSE		TRUE			-1	Monster	0		TRUE	0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE			999999999	999999999	999999999														
小狼蛛(2_1)	510	54916	小狼蛛	1301	2				3	3		10	100	100	0.35	35	10			344	344	3409	35											TRUE	FALSE		FALSE	FALSE	FALSE		1.5	1.5	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
小狼蛛(2_1)	510	54917	小狼蛛	1301	2				3	3		10	100	100	0.35	35	10			344	344	3409	35											TRUE	FALSE		FALSE	FALSE	FALSE		1.5	1.5	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
半石人（4_4)	601	55001	半石人布鲁	2703	1				0.8	2		5	100	100	1	12	10			2558	2558	169716	36										4	FALSE	TRUE		TRUE	TRUE	TRUE		2.5	1	TRUE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE			1200	1200	1200	20	20	2001=1		20	20	2001=1		20	20	2001=1			
重生锤子怪	601	55002	重生锤子怪	3601	2				1	2.5		10	100	100	0.7	10	10			639	639	9160	36											TRUE	FALSE		FALSE	FALSE	FALSE		2.5	2	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
重生书本怪	601	55003	重生的书本怪	3501	2				2.5	2.5	0.5|1.2	10	100	100	0.7	10	10			639	639	9160	36											TRUE	FALSE		FALSE	FALSE	FALSE		2.5	2	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
重生书本怪	601	55004	重生的书本怪	3502	2				2.5	2.5	0.5|1.2	10	100	100	0.7	10	10			639	639	9160	36											TRUE	FALSE		FALSE	FALSE	FALSE		2.5	2	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
巨大的魔方	601	55005	魔方怪	3902	2				1.2	1.2	0.387|0.387	10	100	100	1	15	10			639	639	9160	36										5	FALSE	TRUE		FALSE	FALSE	FALSE		2.5	1	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
宝箱	601	55006	重生的宝箱	3405	2				1	1		10	100	100	0.7	10	10		2=1	639	639	9160	36											TRUE	TRUE		FALSE	FALSE	FALSE		2.5	2	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
神秘老虎	601	55007	美洲虎	4303	2				1	1		10	100	100	1	10	10			639	639	9160	36											FALSE	TRUE		FALSE	FALSE	FALSE		2.5	2	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
女妖（3_6)	601	55008	女妖	802	2				0.5	3		10	100	100	0.7	10	10			639	639	9160	36											TRUE	FALSE		FALSE	FALSE	FALSE		2.5	2	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
蓝色女妖（3_5)	601	55009	黑暗精灵巫师	804	6				0.75	4		10	100	100	0.7	10	10			1599	1599	37715	36											TRUE	FALSE		FALSE	FALSE	FALSE		2.5	1	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE			600	600	600														
红色女妖（3_5)	601	55010	黑暗精灵刺客	803	6				0.75	4		10	100	100	0.7	10	10			1599	1599	37715	36											TRUE	FALSE		FALSE	FALSE	FALSE		2.5	1	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE			600	600	600														
绿精灵（2_1)	602	55101	森林妖精	1202	6				1	3		10	100	100	0.6	15	10			1599	1599	37715	36											TRUE	TRUE		FALSE	FALSE	FALSE		1.5	1.5	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE			500	500	500														
地精弓箭手（2_1）	602	55102	地精弓箭手	2101	2				0.5	1.5		10	100	100	0.35	15	10			384	384	3664	36											TRUE	FALSE		FALSE	FALSE	FALSE		1.5	1.5	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
小妖精（2_1)	602	55103	小妖精	202	2				1	3		10	100	100	0.35	15	10			384	384	3664	36											FALSE	FALSE		FALSE	FALSE	FALSE		1.5	1.5	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
蜥蜴人（2_1)	602	55104	蜥蜴人	1002	2				1.5	4		10	100	100	0.3	15	10			639	639	9160	36											TRUE	TRUE		FALSE	FALSE	FALSE		1.5	2	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
幽灵花（2_1）	602	55105	幽灵花	1102	2				0	0		10	100	100	0.6	6	10			639	639	9160	36											FALSE	TRUE		FALSE	FALSE	FALSE		1.5	2	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
地精弓箭手（2_1）	602	55106	地精弓箭手	2101	2				0.5	1.5		10	100	100	0.35	8	10			384	384	3664	36											TRUE	FALSE		FALSE	FALSE	FALSE		1.5	1.5	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
娜迦	602	55107	海盗女妖	5401	1				1.5	4		5	100	100	1	10	10			2558	2558	169716	36										6	FALSE	TRUE		FALSE	FALSE	TRUE		2.5	1	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE			1200	1200	1200	30	20	2001=1		30	20	2001=1		30	20	2001=1			
地精炮台	602	55108	地精炮台	2801	2				0	0		5	100	100	1	20	10			959	959	7327	36											FALSE	TRUE		FALSE	FALSE	FALSE		2.5	1	FALSE		FALSE			1	Monster_Nest	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE			9999999	9999999	9999999														
羊教授	602	55109	布洛怪	504	2				1.35	1.35		10	100	100	0.5	6	10			639	639	7327	36											TRUE	FALSE		FALSE	FALSE	FALSE		2.5	2	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
羊头怪（精英关卡3_1）	603	55201	狂暴的布洛怪	509	1				1.35	1.35		10	100	100	0.5	15	10			2238	2238	290941	36										6	TRUE	FALSE		FALSE	FALSE	FALSE		2.5	1.5	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE			1200	1200	1200	35	20	2001=1		35	20	2001=1		35	20	2001=1			
boss黑暗布洛怪	603	55202	黑暗布洛教授	515	1				2.5	2.5		10	100	100	1	15	10			2238	2238	290941	36										6	FALSE	TRUE		FALSE	FALSE	FALSE		2.5	0.5	FALSE		TRUE			1	Monster_Nest	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE			1200	1200	1200	35	20	2001=1		35	20	2001=1		35	20	2001=1			
boss闪电布洛怪	603	55203	闪电布洛教授	511	1				1.35	1.35		10	100	100	1	15	10			2238	2238	290941	36										6	FALSE	TRUE		FALSE	FALSE	FALSE		2.5	0.5	FALSE		TRUE			1	Monster_Nest	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE			1200	1200	1200	35	20	2001=1		35	20	2001=1		35	20	2001=1			
蓝色女妖（3_5)	604	55301	黑暗精灵巫师	804	6				0.75	4		10	100	100	0.7	10	10			1816	1816	39961	37											TRUE	FALSE		FALSE	FALSE	FALSE		2.5	1	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE			500	500	500														
红色女妖（3_5)	604	55302	黑暗精灵刺客	803	6				0.75	4		10	100	100	0.7	10	10			1816	1816	39961	37											TRUE	FALSE		FALSE	FALSE	FALSE		2.5	1	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE			500	500	500														
埃雷娜（3_5BOSS)（废弃）	604	55303	黑暗精灵埃蕾娜	805	1				0.75	4		10	100	100	0.7	10	10			2906	2906	179824	37										5	FALSE	FALSE		FALSE	FALSE	FALSE		2.5	0.5	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE			1200	1200	1200	20	15	2001=1		20	15	2001=1		20	15	2001=1			
披甲小精灵（3_5)	604	55304	黑暗妖精队长	1203	6				1	3		10	100	100	1	10	10			1816	1816	39961	37											FALSE	TRUE		FALSE	FALSE	FALSE		2.5	1.5	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE			500	500	500														
披甲小狗（3_5)	604	55305	披甲小狗	102	2				1	3		10	100	100	0.5	15	10			727	727	9705	37											TRUE	FALSE		FALSE	FALSE	FALSE		2.5	1.5	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
黑色羊头巫师（3_5)	604	55306	黑暗布洛怪	503	2				1.35	1.35		10	100	100	0.5	10	10			727	727	9705	37											TRUE	FALSE		FALSE	FALSE	FALSE		2.5	2	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
披甲食人魔(3_5)	604	55307	食人魔队长	705	6				1.35	4		10	100	100	1	10	10			1816	1816	39961	37											FALSE	TRUE		FALSE	FALSE	FALSE		2.5	2	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE			500	500	500														
披甲小妖精(3_5)	604	55308	披甲小妖精	203	2				1	3		10	100	100	0.6	8	10			727	727	9705	37											FALSE	FALSE		FALSE	FALSE	FALSE		2.5	1.5	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
重甲兽人(3_5)	604	55309	重甲兽人	305	2				1	2.3		10	100	100	0.8	10	10			727	727	9705	37											TRUE	TRUE		FALSE	FALSE	FALSE		2.5	2	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
披甲兽人(3_5)	604	55310	披甲兽人	306	2				1	2.3		10	100	100	0.8	10	10			727	727	9705	37											FALSE	TRUE		FALSE	FALSE	FALSE		2.5	2	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
女妖（3_5)	604	55311	女妖	802	2				0.5	3		10	100	100	0.7	10	10			727	727	9705	37											TRUE	FALSE		FALSE	FALSE	FALSE		2.5	2	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
冰火食人魔（地狱犬巢穴简单模式)	604	55312	食人魔奴隶	714	1				1.35	4		10	100	100	1	10	0			2906	2906	179824	37										6	FALSE	TRUE		TRUE	TRUE	TRUE		2.5	0.5	TRUE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE			1200	1200	1200	20	15	2001=1		20	15	2001=1		20	15	2001=1			
羊教授（2_2精英)	605	55401	布洛怪	506	2				1.35	1.35		8	100	100	0.5	8	10			727	727	7765	37											TRUE	FALSE		FALSE	FALSE	FALSE		1.5	1.5	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
骷髅兽人（2_2)	605	55402	骷髅兽人	309	2				1	2.3		10	100	100	0.35	25	10			800	800	21351	37											FALSE	TRUE		FALSE	FALSE	FALSE		1.5	2	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
食尸鬼(2_3)	605	55403	食尸鬼	1403	2				0.5	2.5		10	100	100	0.4	10	10			727	727	9705	37											TRUE	FALSE		FALSE	FALSE	FALSE		1.5	2	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
羊教授（2_2精英)	605	55404	布洛怪	506	2				1.35	1.35		8	100	100	0.5	8	10			727	727	7765	37											TRUE	FALSE		FALSE	FALSE	FALSE		1.5	1.5	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
小蝙蝠（2_3)	605	55405	小蝙蝠	601	2				3	3	0.5|1.2	10	100	100	0.4	15	10			364	364	2	37											TRUE	FALSE		FALSE	FALSE	FALSE		1.5	1.5	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
羊教授（2_3)	605	55406	布洛怪	502	2				1.35	1.35		10	100	100	0.4	15	10			727	727	7765	37											TRUE	FALSE		FALSE	FALSE	FALSE		1.5	2	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
小狼蛛(2_1)	605	55407	小狼蛛	1301	2				3	3		10	100	100	0.35	35	10			437	437	3882	37											TRUE	FALSE		FALSE	FALSE	FALSE		1.5	1.5	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
小骷髅(2_3精英)	605	55408	骷髅兵	906	6				0.8	0.8		10	100	100	0.7	10	10			1816	1816	39961	37											FALSE	FALSE		FALSE	FALSE	FALSE		1.5	1.5	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE			500	500	500														
骷髅兽人（1_5)不带出场	605	55409	骷髅兽人	309	2				1	2.3		10	100	100	0.3	11	10			800	800	21351	37											FALSE	TRUE		FALSE	FALSE	FALSE		1.5	2	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
独眼巨人（3_6BOSS）	605	55410	独眼巨人	1908	1				1	1		10	100	100	1	10	10			2906	2906	179824	37										6	FALSE	TRUE		FALSE	TRUE	TRUE		2.5	2	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE			1200	1200	1200	25	15	2001=1		25	15	2001=1		25	15	2001=1			
小骷髅(3_7)	605	55411	骷髅兵	901	2				0.8	0.8		10	100	100	0.7	8	10			727	727	9705	37											TRUE	FALSE		FALSE	FALSE	FALSE		2.5	1.5	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
骷髅小妖精	605	55412	骷髅小妖精	208	2				1	3		10	100	100	0.3	20	10			437	437	3882	37											TRUE	FALSE		FALSE	FALSE	FALSE		1.5	1.5	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
骷髅小妖精	605	55413	骷髅小妖精	208	2				1	3		10	100	100	0.3	20	10			437	437	3882	37											TRUE	FALSE		FALSE	FALSE	FALSE		1.5	1.5	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
豺狼人（3_9)	606	55501	豺狼人	2201	2				1	2.5		10	100	100	0.7	8	10			1090	1090	48525	37											TRUE	FALSE		FALSE	FALSE	FALSE		2.5	2	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
地精弓箭手（3_9)	606	55502	地精弓箭手	2101	2				0.5	1.5		10	100	100	0.7	8	10			1090	1090	48525	37											TRUE	FALSE		FALSE	FALSE	FALSE		2.5	2	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
幽灵花（3_3）	606	55503	幽灵花	1102	2				0	0		10	100	100	1	6	10			1090	1090	48525	37											FALSE	TRUE		FALSE	FALSE	FALSE		2.5	2	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
地精双刀（3_9)	606	55504	地精双刀	2601	2				0.5	1.5		10	100	100	0.7	8	10			1090	1090	48525	37											TRUE	FALSE		FALSE	FALSE	FALSE		2.5	2	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
蓝色鹰身人（3_8)	606	55505	蓝色鹰身人	2001	2				1	3.5	0.3|0.3	10	100	100	1	5	10			1090	1090	48525	37											TRUE	TRUE		FALSE	FALSE	FALSE		2.5	2	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
红色鹰身人（3_8)	606	55506	红色鹰身人	2003	6				1	3.5	0.3|0.3	10	100	100	1	5	10			1816	1816	39961	37											FALSE	TRUE		FALSE	FALSE	FALSE		2.5	1	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE			500	500	500														
地精炮台	606	55507	地精炮台	2801	2				0	0		5	100	100	1	8	10			1090	1090	48525	37											FALSE	TRUE		FALSE	FALSE	FALSE		2.5	2	TRUE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE			99999999	99999999	99999999														
蜥蜴人（2_1)	606	55508	蜥蜴人	1002	2				1.5	4		10	100	100	0.6	15	10			1090	1090	48525	37											TRUE	TRUE		FALSE	FALSE	FALSE		2.5	2	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
小骷髅(3_2)	607	55601	骷髅兵	904	2				0.8	0.8		10	100	100	0.7	8	10			721	721	9728	38											TRUE	FALSE		FALSE	FALSE	FALSE		2.5	1.5	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
铁甲蜥蜴人（3_2)	607	55602	铁甲蜥蜴人	1003	6				1.5	4		10	100	100	1	8	10			1802	1802	40052	38											TRUE	TRUE		FALSE	FALSE	FALSE		2.5	1	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE			500	500	500														
白色蜥蜴人（3_2)	607	55603	白蜥蜴人巴鲁巴	1004	1				1.5	4		5	100	100	1	8	10			2882	2882	180230	38										6	FALSE	TRUE		FALSE	TRUE	TRUE		2.5	2	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE			1200	1200	1200	20	20	2001=1		20	20	2001=1		20	20	2001=1			
小型蜥蜴人（3_2)	607	55604	小型蜥蜴人	1005	2				1.5	4		10	100	100	1	8	10			433	433	3891	38											TRUE	FALSE		FALSE	FALSE	FALSE		2.5	2	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
幽灵花（3_2）	607	55605	幽灵花	1102	2				0	0		10	100	100	1	6	10			721	721	9728	38											FALSE	TRUE		FALSE	FALSE	FALSE		2.5	2	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
石像鬼（3_2）	607	55606	机智的布洛怪	508	6				1.35	1.35		10	100	100	0.5	6	10			1802	1802	40052	38											TRUE	FALSE		FALSE	FALSE	FALSE		2.5	2	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE			500	500	500														
羊教授（3_2)	607	55607	羊教授	504	2				1.35	1.35		10	100	100	0.5	6	10			721	721	9728	38											TRUE	FALSE		FALSE	FALSE	FALSE		2.5	2	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
食尸鬼(3_2)	607	55608	食尸鬼	1402	2				0.5	2.5		10	100	100	0.7	10	10			721	721	9728	38											TRUE	FALSE		FALSE	FALSE	FALSE		2.5	2	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
披甲兽人(2_7)	608	55701	披甲兽人	306	2				1	2.3		10	100	100	0.8	8	10			433	433	3891	38											FALSE	TRUE		FALSE	FALSE	FALSE		2.5	2	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
披甲小狗（2_7)	608	55702	披甲小狗	102	2				1	3		10	100	100	0.5	15	10			433	433	3891	38											TRUE	FALSE		FALSE	FALSE	FALSE		2.5	1.5	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
重甲食人魔（2_7)	608	55703	食人魔扎克布	703	1				1.35	4		10	100	100	1	15	10			2882	2882	180230	38										6	FALSE	TRUE		FALSE	TRUE	TRUE		2.5	2	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE			1200	1200	1200	20	20	2001=1		20	20	2001=1		20	20	2001=1			
重甲兽人（2_7)	608	55704	重甲兽人	305	2				1	2.3		10	100	100	0.8	8	10			721	721	9728	38											TRUE	TRUE		FALSE	FALSE	FALSE		2.5	2	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
披甲食人魔(2_7)	608	55705	披甲食人魔	702	6				1.35	4		10	100	100	1	15	10			1802	1802	40052	38											FALSE	TRUE		FALSE	FALSE	FALSE		2.5	2	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
黑色羊头巫师（2_7)	608	55706	黑暗布洛怪	503	2				1.35	1.35		10	100	100	0.5	10	10			721	721	9728	38											TRUE	FALSE		FALSE	FALSE	FALSE		2.5	2	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
披甲小妖精（2_7)	608	55707	披甲小妖精	204	2				1	3		10	100	100	0.6	8	10			721	721	9728	38											FALSE	FALSE		FALSE	FALSE	FALSE		2.5	1.5	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE																			
黑色巨人	608	55708	黑暗巨人朱克	1501	1				1.3	3		10	100	100	1	20	100			2882	2882	180230	38										6	FALSE	TRUE		FALSE	FALSE	TRUE		1.5	2	FALSE		TRUE			1	Monster	0			0.2	0.2	0.2	0.2	0.2	0.2		1									TRUE			1200	1200	1200	25	20	2001=1		25	20	2001=1		25	20	2001=1			
