id	percent	maxhp_ratio1	atk_ratio1	def_ratio1	maxhp_ratio2	atk_ratio2	def_ratio2	maxhp_ratio3	atk_ratio3	def_ratio3	maxhp_ratio4	atk_ratio4	def_ratio4	maxhp_ratio5	atk_ratio5	def_ratio5	maxhp_ratio6	atk_ratio6	def_ratio6
231	770	7700	7700	7700	7700	7700	7700	7700	7700	7700	7700	7700	7700	7700	7700	7700	7700	7700	7700
232	769	7690	7690	7690	7690	7690	7690	7690	7690	7690	7690	7690	7690	7690	7690	7690	7690	7690	7690
233	768	7680	7680	7680	7680	7680	7680	7680	7680	7680	7680	7680	7680	7680	7680	7680	7680	7680	7680
234	767	7670	7670	7670	7670	7670	7670	7670	7670	7670	7670	7670	7670	7670	7670	7670	7670	7670	7670
235	766	7660	7660	7660	7660	7660	7660	7660	7660	7660	7660	7660	7660	7660	7660	7660	7660	7660	7660
236	765	7650	7650	7650	7650	7650	7650	7650	7650	7650	7650	7650	7650	7650	7650	7650	7650	7650	7650
237	764	7640	7640	7640	7640	7640	7640	7640	7640	7640	7640	7640	7640	7640	7640	7640	7640	7640	7640
238	763	7630	7630	7630	7630	7630	7630	7630	7630	7630	7630	7630	7630	7630	7630	7630	7630	7630	7630
239	762	7620	7620	7620	7620	7620	7620	7620	7620	7620	7620	7620	7620	7620	7620	7620	7620	7620	7620
240	761	7610	7610	7610	7610	7610	7610	7610	7610	7610	7610	7610	7610	7610	7610	7610	7610	7610	7610
241	760	7600	7600	7600	7600	7600	7600	7600	7600	7600	7600	7600	7600	7600	7600	7600	7600	7600	7600
242	759	7590	7590	7590	7590	7590	7590	7590	7590	7590	7590	7590	7590	7590	7590	7590	7590	7590	7590
243	758	7580	7580	7580	7580	7580	7580	7580	7580	7580	7580	7580	7580	7580	7580	7580	7580	7580	7580
244	757	7570	7570	7570	7570	7570	7570	7570	7570	7570	7570	7570	7570	7570	7570	7570	7570	7570	7570
245	756	7560	7560	7560	7560	7560	7560	7560	7560	7560	7560	7560	7560	7560	7560	7560	7560	7560	7560
246	755	7550	7550	7550	7550	7550	7550	7550	7550	7550	7550	7550	7550	7550	7550	7550	7550	7550	7550
247	754	7540	7540	7540	7540	7540	7540	7540	7540	7540	7540	7540	7540	7540	7540	7540	7540	7540	7540
248	753	7530	7530	7530	7530	7530	7530	7530	7530	7530	7530	7530	7530	7530	7530	7530	7530	7530	7530
249	752	7520	7520	7520	7520	7520	7520	7520	7520	7520	7520	7520	7520	7520	7520	7520	7520	7520	7520
250	751	7510	7510	7510	7510	7510	7510	7510	7510	7510	7510	7510	7510	7510	7510	7510	7510	7510	7510
251	750	7500	7500	7500	7500	7500	7500	7500	7500	7500	7500	7500	7500	7500	7500	7500	7500	7500	7500
252	749	7490	7490	7490	7490	7490	7490	7490	7490	7490	7490	7490	7490	7490	7490	7490	7490	7490	7490
253	748	7480	7480	7480	7480	7480	7480	7480	7480	7480	7480	7480	7480	7480	7480	7480	7480	7480	7480
254	747	7470	7470	7470	7470	7470	7470	7470	7470	7470	7470	7470	7470	7470	7470	7470	7470	7470	7470
255	746	7460	7460	7460	7460	7460	7460	7460	7460	7460	7460	7460	7460	7460	7460	7460	7460	7460	7460
256	745	7450	7450	7450	7450	7450	7450	7450	7450	7450	7450	7450	7450	7450	7450	7450	7450	7450	7450
257	744	7440	7440	7440	7440	7440	7440	7440	7440	7440	7440	7440	7440	7440	7440	7440	7440	7440	7440
258	743	7430	7430	7430	7430	7430	7430	7430	7430	7430	7430	7430	7430	7430	7430	7430	7430	7430	7430
259	742	7420	7420	7420	7420	7420	7420	7420	7420	7420	7420	7420	7420	7420	7420	7420	7420	7420	7420
260	741	7410	7410	7410	7410	7410	7410	7410	7410	7410	7410	7410	7410	7410	7410	7410	7410	7410	7410
261	740	7400	7400	7400	7400	7400	7400	7400	7400	7400	7400	7400	7400	7400	7400	7400	7400	7400	7400
262	739	7390	7390	7390	7390	7390	7390	7390	7390	7390	7390	7390	7390	7390	7390	7390	7390	7390	7390
263	738	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380	7380
264	737	7370	7370	7370	7370	7370	7370	7370	7370	7370	7370	7370	7370	7370	7370	7370	7370	7370	7370
265	736	7360	7360	7360	7360	7360	7360	7360	7360	7360	7360	7360	7360	7360	7360	7360	7360	7360	7360
266	735	7350	7350	7350	7350	7350	7350	7350	7350	7350	7350	7350	7350	7350	7350	7350	7350	7350	7350
267	734	7340	7340	7340	7340	7340	7340	7340	7340	7340	7340	7340	7340	7340	7340	7340	7340	7340	7340
268	733	7330	7330	7330	7330	7330	7330	7330	7330	7330	7330	7330	7330	7330	7330	7330	7330	7330	7330
269	732	7320	7320	7320	7320	7320	7320	7320	7320	7320	7320	7320	7320	7320	7320	7320	7320	7320	7320
270	731	7310	7310	7310	7310	7310	7310	7310	7310	7310	7310	7310	7310	7310	7310	7310	7310	7310	7310
271	730	7300	7300	7300	7300	7300	7300	7300	7300	7300	7300	7300	7300	7300	7300	7300	7300	7300	7300
272	729	7290	7290	7290	7290	7290	7290	7290	7290	7290	7290	7290	7290	7290	7290	7290	7290	7290	7290
273	728	7280	7280	7280	7280	7280	7280	7280	7280	7280	7280	7280	7280	7280	7280	7280	7280	7280	7280
274	727	7270	7270	7270	7270	7270	7270	7270	7270	7270	7270	7270	7270	7270	7270	7270	7270	7270	7270
275	726	7260	7260	7260	7260	7260	7260	7260	7260	7260	7260	7260	7260	7260	7260	7260	7260	7260	7260
276	725	7250	7250	7250	7250	7250	7250	7250	7250	7250	7250	7250	7250	7250	7250	7250	7250	7250	7250
277	724	7240	7240	7240	7240	7240	7240	7240	7240	7240	7240	7240	7240	7240	7240	7240	7240	7240	7240
278	723	7230	7230	7230	7230	7230	7230	7230	7230	7230	7230	7230	7230	7230	7230	7230	7230	7230	7230
279	722	7220	7220	7220	7220	7220	7220	7220	7220	7220	7220	7220	7220	7220	7220	7220	7220	7220	7220
280	721	7210	7210	7210	7210	7210	7210	7210	7210	7210	7210	7210	7210	7210	7210	7210	7210	7210	7210
281	720	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200	7200
282	719	7190	7190	7190	7190	7190	7190	7190	7190	7190	7190	7190	7190	7190	7190	7190	7190	7190	7190
283	718	7180	7180	7180	7180	7180	7180	7180	7180	7180	7180	7180	7180	7180	7180	7180	7180	7180	7180
284	717	7170	7170	7170	7170	7170	7170	7170	7170	7170	7170	7170	7170	7170	7170	7170	7170	7170	7170
285	716	7160	7160	7160	7160	7160	7160	7160	7160	7160	7160	7160	7160	7160	7160	7160	7160	7160	7160
286	715	7150	7150	7150	7150	7150	7150	7150	7150	7150	7150	7150	7150	7150	7150	7150	7150	7150	7150
287	714	7140	7140	7140	7140	7140	7140	7140	7140	7140	7140	7140	7140	7140	7140	7140	7140	7140	7140
288	713	7130	7130	7130	7130	7130	7130	7130	7130	7130	7130	7130	7130	7130	7130	7130	7130	7130	7130
289	712	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120
290	711	7110	7110	7110	7110	7110	7110	7110	7110	7110	7110	7110	7110	7110	7110	7110	7110	7110	7110
291	710	7100	7100	7100	7100	7100	7100	7100	7100	7100	7100	7100	7100	7100	7100	7100	7100	7100	7100
292	709	7090	7090	7090	7090	7090	7090	7090	7090	7090	7090	7090	7090	7090	7090	7090	7090	7090	7090
293	708	7080	7080	7080	7080	7080	7080	7080	7080	7080	7080	7080	7080	7080	7080	7080	7080	7080	7080
294	707	7070	7070	7070	7070	7070	7070	7070	7070	7070	7070	7070	7070	7070	7070	7070	7070	7070	7070
295	706	7060	7060	7060	7060	7060	7060	7060	7060	7060	7060	7060	7060	7060	7060	7060	7060	7060	7060
296	705	7050	7050	7050	7050	7050	7050	7050	7050	7050	7050	7050	7050	7050	7050	7050	7050	7050	7050
297	704	7040	7040	7040	7040	7040	7040	7040	7040	7040	7040	7040	7040	7040	7040	7040	7040	7040	7040
298	703	7030	7030	7030	7030	7030	7030	7030	7030	7030	7030	7030	7030	7030	7030	7030	7030	7030	7030
299	702	7020	7020	7020	7020	7020	7020	7020	7020	7020	7020	7020	7020	7020	7020	7020	7020	7020	7020
300	701	7010	7010	7010	7010	7010	7010	7010	7010	7010	7010	7010	7010	7010	7010	7010	7010	7010	7010
301	700	6994	6988	6994	6994	6988	6994	7000	7000	7000	7000	7000	7000	7000	7000	7000	7000	7000	7000
302	699	6978	6966	6978	6978	6966	6978	6990	6990	6990	6990	6990	6990	6990	6990	6990	6990	6990	6990
303	698	6962	6944	6962	6962	6944	6962	6980	6980	6980	6980	6980	6980	6980	6980	6980	6980	6980	6980
304	697	6946	6922	6946	6946	6922	6946	6970	6970	6970	6970	6970	6970	6970	6970	6970	6970	6970	6970
305	696	6930	6900	6930	6930	6900	6930	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960
306	695	6914	6878	6914	6914	6878	6914	6950	6950	6950	6950	6950	6950	6950	6950	6950	6950	6950	6950
307	694	6898	6856	6898	6898	6856	6898	6940	6940	6940	6940	6940	6940	6940	6940	6940	6940	6940	6940
308	693	6882	6834	6882	6882	6834	6882	6930	6930	6930	6930	6930	6930	6930	6930	6930	6930	6930	6930
309	692	6866	6812	6866	6866	6812	6866	6920	6920	6920	6920	6920	6920	6920	6920	6920	6920	6920	6920
310	691	6850	6790	6850	6850	6790	6850	6910	6910	6910	6910	6910	6910	6910	6910	6910	6910	6910	6910
311	690	6834	6768	6834	6834	6768	6834	6900	6900	6900	6900	6900	6900	6900	6900	6900	6900	6900	6900
312	689	6818	6746	6818	6818	6746	6818	6890	6890	6890	6890	6890	6890	6890	6890	6890	6890	6890	6890
313	688	6802	6724	6802	6802	6724	6802	6880	6880	6880	6880	6880	6880	6880	6880	6880	6880	6880	6880
314	687	6786	6702	6786	6786	6702	6786	6870	6870	6870	6870	6870	6870	6870	6870	6870	6870	6870	6870
315	686	6770	6680	6770	6770	6680	6770	6860	6860	6860	6860	6860	6860	6860	6860	6860	6860	6860	6860
316	685	6754	6658	6754	6754	6658	6754	6850	6850	6850	6850	6850	6850	6850	6850	6850	6850	6850	6850
317	684	6738	6636	6738	6738	6636	6738	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840	6840
318	683	6722	6614	6722	6722	6614	6722	6830	6830	6830	6830	6830	6830	6830	6830	6830	6830	6830	6830
319	682	6706	6592	6706	6706	6592	6706	6820	6820	6820	6820	6820	6820	6820	6820	6820	6820	6820	6820
320	681	6690	6570	6690	6690	6570	6690	6810	6810	6810	6810	6810	6810	6810	6810	6810	6810	6810	6810
321	680	6674	6548	6674	6674	6548	6674	6800	6800	6800	6800	6800	6800	6800	6800	6800	6800	6800	6800
322	679	6658	6526	6658	6658	6526	6658	6790	6790	6790	6790	6790	6790	6790	6790	6790	6790	6790	6790
323	678	6642	6504	6642	6642	6504	6642	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780	6780
324	677	6626	6482	6626	6626	6482	6626	6770	6770	6770	6770	6770	6770	6770	6770	6770	6770	6770	6770
325	676	6610	6460	6610	6610	6460	6610	6760	6760	6760	6760	6760	6760	6760	6760	6760	6760	6760	6760
326	675	6594	6438	6594	6594	6438	6594	6750	6750	6750	6750	6750	6750	6750	6750	6750	6750	6750	6750
327	674	6578	6416	6578	6578	6416	6578	6740	6740	6740	6740	6740	6740	6740	6740	6740	6740	6740	6740
328	673	6562	6394	6562	6562	6394	6562	6730	6730	6730	6730	6730	6730	6730	6730	6730	6730	6730	6730
329	672	6546	6372	6546	6546	6372	6546	6720	6720	6720	6720	6720	6720	6720	6720	6720	6720	6720	6720
330	671	6530	6350	6530	6530	6350	6530	6710	6710	6710	6710	6710	6710	6710	6710	6710	6710	6710	6710
331	670	6514	6328	6514	6514	6328	6514	6700	6700	6700	6700	6700	6700	6700	6700	6700	6700	6700	6700
332	669	6498	6306	6498	6498	6306	6498	6690	6690	6690	6690	6690	6690	6690	6690	6690	6690	6690	6690
333	668	6482	6284	6482	6482	6284	6482	6680	6680	6680	6680	6680	6680	6680	6680	6680	6680	6680	6680
334	667	6466	6262	6466	6466	6262	6466	6670	6670	6670	6670	6670	6670	6670	6670	6670	6670	6670	6670
335	666	6450	6240	6450	6450	6240	6450	6660	6660	6660	6660	6660	6660	6660	6660	6660	6660	6660	6660
336	665	6434	6218	6434	6434	6218	6434	6650	6650	6650	6650	6650	6650	6650	6650	6650	6650	6650	6650
337	664	6418	6196	6418	6418	6196	6418	6640	6640	6640	6640	6640	6640	6640	6640	6640	6640	6640	6640
338	663	6402	6174	6402	6402	6174	6402	6630	6630	6630	6630	6630	6630	6630	6630	6630	6630	6630	6630
339	662	6386	6152	6386	6386	6152	6386	6620	6620	6620	6620	6620	6620	6620	6620	6620	6620	6620	6620
340	661	6370	6130	6370	6370	6130	6370	6610	6610	6610	6610	6610	6610	6610	6610	6610	6610	6610	6610
341	660	6354	6108	6354	6354	6108	6354	6600	6600	6600	6600	6600	6600	6600	6600	6600	6600	6600	6600
342	659	6338	6086	6338	6338	6086	6338	6590	6590	6590	6590	6590	6590	6590	6590	6590	6590	6590	6590
343	658	6322	6064	6322	6322	6064	6322	6580	6580	6580	6580	6580	6580	6580	6580	6580	6580	6580	6580
344	657	6306	6042	6306	6306	6042	6306	6570	6570	6570	6570	6570	6570	6570	6570	6570	6570	6570	6570
345	656	6290	6020	6290	6290	6020	6290	6560	6560	6560	6560	6560	6560	6560	6560	6560	6560	6560	6560
346	655	6274	5998	6274	6274	5998	6274	6550	6550	6550	6550	6550	6550	6550	6550	6550	6550	6550	6550
347	654	6258	5976	6258	6258	5976	6258	6540	6540	6540	6540	6540	6540	6540	6540	6540	6540	6540	6540
348	653	6242	5954	6242	6242	5954	6242	6530	6530	6530	6530	6530	6530	6530	6530	6530	6530	6530	6530
349	652	6226	5932	6226	6226	5932	6226	6520	6520	6520	6520	6520	6520	6520	6520	6520	6520	6520	6520
350	651	6210	5910	6210	6210	5910	6210	6510	6510	6510	6510	6510	6510	6510	6510	6510	6510	6510	6510
351	650	6194	5888	6194	6194	5888	6194	6500	6500	6500	6500	6500	6500	6500	6500	6500	6500	6500	6500
352	649	6178	5866	6178	6178	5866	6178	6490	6490	6490	6490	6490	6490	6490	6490	6490	6490	6490	6490
353	648	6162	5844	6162	6162	5844	6162	6480	6480	6480	6480	6480	6480	6480	6480	6480	6480	6480	6480
354	647	6146	5822	6146	6146	5822	6146	6470	6470	6470	6470	6470	6470	6470	6470	6470	6470	6470	6470
355	646	6130	5800	6130	6130	5800	6130	6460	6460	6460	6460	6460	6460	6460	6460	6460	6460	6460	6460
356	645	6114	5778	6114	6114	5778	6114	6450	6450	6450	6450	6450	6450	6450	6450	6450	6450	6450	6450
357	644	6098	5756	6098	6098	5756	6098	6440	6440	6440	6440	6440	6440	6440	6440	6440	6440	6440	6440
358	643	6082	5734	6082	6082	5734	6082	6430	6430	6430	6430	6430	6430	6430	6430	6430	6430	6430	6430
359	642	6066	5712	6066	6066	5712	6066	6420	6420	6420	6420	6420	6420	6420	6420	6420	6420	6420	6420
360	641	6050	5690	6050	6050	5690	6050	6410	6410	6410	6410	6410	6410	6410	6410	6410	6410	6410	6410
361	640	6034	5668	6034	6034	5668	6034	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400
362	639	6018	5646	6018	6018	5646	6018	6390	6390	6390	6390	6390	6390	6390	6390	6390	6390	6390	6390
363	638	6002	5624	6002	6002	5624	6002	6380	6380	6380	6380	6380	6380	6380	6380	6380	6380	6380	6380
364	637	5986	5602	5986	5986	5602	5986	6370	6370	6370	6370	6370	6370	6370	6370	6370	6370	6370	6370
365	636	5970	5580	5970	5970	5580	5970	6360	6360	6360	6360	6360	6360	6360	6360	6360	6360	6360	6360
366	635	5954	5558	5954	5954	5558	5954	6350	6350	6350	6350	6350	6350	6350	6350	6350	6350	6350	6350
367	634	5938	5536	5938	5938	5536	5938	6340	6340	6340	6340	6340	6340	6340	6340	6340	6340	6340	6340
368	633	5922	5514	5922	5922	5514	5922	6330	6330	6330	6330	6330	6330	6330	6330	6330	6330	6330	6330
369	632	5906	5492	5906	5906	5492	5906	6320	6320	6320	6320	6320	6320	6320	6320	6320	6320	6320	6320
370	631	5890	5470	5890	5890	5470	5890	6310	6310	6310	6310	6310	6310	6310	6310	6310	6310	6310	6310
371	630	5874	5448	5874	5874	5448	5874	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300
372	629	5858	5426	5858	5858	5426	5858	6290	6290	6290	6290	6290	6290	6290	6290	6290	6290	6290	6290
373	628	5842	5404	5842	5842	5404	5842	6280	6280	6280	6280	6280	6280	6280	6280	6280	6280	6280	6280
374	627	5826	5382	5826	5826	5382	5826	6270	6270	6270	6270	6270	6270	6270	6270	6270	6270	6270	6270
375	626	5810	5360	5810	5810	5360	5810	6260	6260	6260	6260	6260	6260	6260	6260	6260	6260	6260	6260
376	625	5794	5338	5794	5794	5338	5794	6250	6250	6250	6250	6250	6250	6250	6250	6250	6250	6250	6250
377	624	5778	5316	5778	5778	5316	5778	6240	6240	6240	6240	6240	6240	6240	6240	6240	6240	6240	6240
378	623	5762	5294	5762	5762	5294	5762	6230	6230	6230	6230	6230	6230	6230	6230	6230	6230	6230	6230
379	622	5746	5272	5746	5746	5272	5746	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220
380	621	5730	5250	5730	5730	5250	5730	6210	6210	6210	6210	6210	6210	6210	6210	6210	6210	6210	6210
381	620	5714	5228	5714	5714	5228	5714	6200	6200	6200	6200	6200	6200	6200	6200	6200	6200	6200	6200
382	619	5698	5206	5698	5698	5206	5698	6190	6190	6190	6190	6190	6190	6190	6190	6190	6190	6190	6190
383	618	5682	5184	5682	5682	5184	5682	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180
384	617	5666	5162	5666	5666	5162	5666	6170	6170	6170	6170	6170	6170	6170	6170	6170	6170	6170	6170
385	616	5650	5140	5650	5650	5140	5650	6160	6160	6160	6160	6160	6160	6160	6160	6160	6160	6160	6160
386	615	5634	5118	5634	5634	5118	5634	6150	6150	6150	6150	6150	6150	6150	6150	6150	6150	6150	6150
387	614	5618	5096	5618	5618	5096	5618	6140	6140	6140	6140	6140	6140	6140	6140	6140	6140	6140	6140
388	613	5602	5074	5602	5602	5074	5602	6130	6130	6130	6130	6130	6130	6130	6130	6130	6130	6130	6130
389	612	5586	5052	5586	5586	5052	5586	6120	6120	6120	6120	6120	6120	6120	6120	6120	6120	6120	6120
390	611	5570	5030	5570	5570	5030	5570	6110	6110	6110	6110	6110	6110	6110	6110	6110	6110	6110	6110
391	610	5554	5008	5554	5554	5008	5554	6100	6100	6100	6100	6100	6100	6100	6100	6100	6100	6100	6100
392	609	5538	4986	5538	5538	4986	5538	6090	6090	6090	6090	6090	6090	6090	6090	6090	6090	6090	6090
393	608	5522	4964	5522	5522	4964	5522	6080	6080	6080	6080	6080	6080	6080	6080	6080	6080	6080	6080
394	607	5506	4942	5506	5506	4942	5506	6070	6070	6070	6070	6070	6070	6070	6070	6070	6070	6070	6070
395	606	5490	4920	5490	5490	4920	5490	6060	6060	6060	6060	6060	6060	6060	6060	6060	6060	6060	6060
396	605	5474	4898	5474	5474	4898	5474	6050	6050	6050	6050	6050	6050	6050	6050	6050	6050	6050	6050
397	604	5458	4876	5458	5458	4876	5458	6040	6040	6040	6040	6040	6040	6040	6040	6040	6040	6040	6040
398	603	5442	4854	5442	5442	4854	5442	6030	6030	6030	6030	6030	6030	6030	6030	6030	6030	6030	6030
399	602	5426	4832	5426	5426	4832	5426	6020	6020	6020	6020	6020	6020	6020	6020	6020	6020	6020	6020
400	601	5410	4810	5410	5410	4810	5410	6010	6010	6010	6010	6010	6010	6010	6010	6010	6010	6010	6010
401	600	5394	4788	5394	5394	4788	5394	6000	6000	6000	6000	6000	6000	6000	6000	6000	6000	6000	6000
402	599	5378	4766	5378	5378	4766	5378	5990	5990	5990	5990	5990	5990	5990	5990	5990	5990	5990	5990
403	598	5362	4744	5362	5362	4744	5362	5980	5980	5980	5980	5980	5980	5980	5980	5980	5980	5980	5980
404	597	5346	4722	5346	5346	4722	5346	5970	5970	5970	5970	5970	5970	5970	5970	5970	5970	5970	5970
405	596	5330	4700	5330	5330	4700	5330	5960	5960	5960	5960	5960	5960	5960	5960	5960	5960	5960	5960
406	595	5314	4678	5314	5314	4678	5314	5950	5950	5950	5950	5950	5950	5950	5950	5950	5950	5950	5950
407	594	5298	4656	5298	5298	4656	5298	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940
408	593	5282	4634	5282	5282	4634	5282	5930	5930	5930	5930	5930	5930	5930	5930	5930	5930	5930	5930
409	592	5266	4612	5266	5266	4612	5266	5920	5920	5920	5920	5920	5920	5920	5920	5920	5920	5920	5920
410	591	5250	4590	5250	5250	4590	5250	5910	5910	5910	5910	5910	5910	5910	5910	5910	5910	5910	5910
411	590	5234	4568	5234	5234	4568	5234	5900	5900	5900	5900	5900	5900	5900	5900	5900	5900	5900	5900
412	589	5218	4546	5218	5218	4546	5218	5890	5890	5890	5890	5890	5890	5890	5890	5890	5890	5890	5890
413	588	5202	4524	5202	5202	4524	5202	5880	5880	5880	5880	5880	5880	5880	5880	5880	5880	5880	5880
414	587	5186	4502	5186	5186	4502	5186	5870	5870	5870	5870	5870	5870	5870	5870	5870	5870	5870	5870
415	586	5170	4480	5170	5170	4480	5170	5860	5860	5860	5860	5860	5860	5860	5860	5860	5860	5860	5860
416	585	5154	4458	5154	5154	4458	5154	5850	5850	5850	5850	5850	5850	5850	5850	5850	5850	5850	5850
417	584	5138	4436	5138	5138	4436	5138	5840	5840	5840	5840	5840	5840	5840	5840	5840	5840	5840	5840
418	583	5122	4414	5122	5122	4414	5122	5830	5830	5830	5830	5830	5830	5830	5830	5830	5830	5830	5830
419	582	5106	4392	5106	5106	4392	5106	5820	5820	5820	5820	5820	5820	5820	5820	5820	5820	5820	5820
420	581	5090	4370	5090	5090	4370	5090	5810	5810	5810	5810	5810	5810	5810	5810	5810	5810	5810	5810
421	580	5074	4348	5074	5074	4348	5074	5800	5800	5800	5800	5800	5800	5800	5800	5800	5800	5800	5800
422	579	5058	4326	5058	5058	4326	5058	5790	5790	5790	5790	5790	5790	5790	5790	5790	5790	5790	5790
423	578	5042	4304	5042	5042	4304	5042	5780	5780	5780	5780	5780	5780	5780	5780	5780	5780	5780	5780
424	577	5026	4282	5026	5026	4282	5026	5770	5770	5770	5770	5770	5770	5770	5770	5770	5770	5770	5770
425	576	5010	4260	5010	5010	4260	5010	5760	5760	5760	5760	5760	5760	5760	5760	5760	5760	5760	5760
426	575	4994	4238	4994	4994	4238	4994	5750	5750	5750	5750	5750	5750	5750	5750	5750	5750	5750	5750
427	574	4978	4216	4978	4978	4216	4978	5740	5740	5740	5740	5740	5740	5740	5740	5740	5740	5740	5740
428	573	4962	4194	4962	4962	4194	4962	5730	5730	5730	5730	5730	5730	5730	5730	5730	5730	5730	5730
429	572	4946	4172	4946	4946	4172	4946	5720	5720	5720	5720	5720	5720	5720	5720	5720	5720	5720	5720
430	571	4930	4150	4930	4930	4150	4930	5710	5710	5710	5710	5710	5710	5710	5710	5710	5710	5710	5710
431	570	4914	4128	4914	4914	4128	4914	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700	5700
432	569	4898	4106	4898	4898	4106	4898	5690	5690	5690	5690	5690	5690	5690	5690	5690	5690	5690	5690
433	568	4882	4084	4882	4882	4084	4882	5680	5680	5680	5680	5680	5680	5680	5680	5680	5680	5680	5680
434	567	4866	4062	4866	4866	4062	4866	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670
435	566	4850	4040	4850	4850	4040	4850	5660	5660	5660	5660	5660	5660	5660	5660	5660	5660	5660	5660
436	565	4834	4018	4834	4834	4018	4834	5650	5650	5650	5650	5650	5650	5650	5650	5650	5650	5650	5650
437	564	4818	3996	4818	4818	3996	4818	5640	5640	5640	5640	5640	5640	5640	5640	5640	5640	5640	5640
438	563	4802	3974	4802	4802	3974	4802	5630	5630	5630	5630	5630	5630	5630	5630	5630	5630	5630	5630
439	562	4786	3952	4786	4786	3952	4786	5620	5620	5620	5620	5620	5620	5620	5620	5620	5620	5620	5620
440	561	4770	3930	4770	4770	3930	4770	5610	5610	5610	5610	5610	5610	5610	5610	5610	5610	5610	5610
441	560	4754	3908	4754	4754	3908	4754	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600	5600
442	559	4738	3886	4738	4738	3886	4738	5590	5590	5590	5590	5590	5590	5590	5590	5590	5590	5590	5590
443	558	4722	3864	4722	4722	3864	4722	5580	5580	5580	5580	5580	5580	5580	5580	5580	5580	5580	5580
444	557	4706	3842	4706	4706	3842	4706	5570	5570	5570	5570	5570	5570	5570	5570	5570	5570	5570	5570
445	556	4690	3820	4690	4690	3820	4690	5560	5560	5560	5560	5560	5560	5560	5560	5560	5560	5560	5560
446	555	4674	3798	4674	4674	3798	4674	5550	5550	5550	5550	5550	5550	5550	5550	5550	5550	5550	5550
447	554	4658	3776	4658	4658	3776	4658	5540	5540	5540	5540	5540	5540	5540	5540	5540	5540	5540	5540
448	553	4642	3754	4642	4642	3754	4642	5530	5530	5530	5530	5530	5530	5530	5530	5530	5530	5530	5530
449	552	4626	3732	4626	4626	3732	4626	5520	5520	5520	5520	5520	5520	5520	5520	5520	5520	5520	5520
450	551	4610	3710	4610	4610	3710	4610	5510	5510	5510	5510	5510	5510	5510	5510	5510	5510	5510	5510
451	550	4594	3688	4594	4594	3688	4594	5500	5500	5500	5500	5500	5500	5500	5500	5500	5500	5500	5500
452	549	4578	3666	4578	4578	3666	4578	5490	5490	5490	5490	5490	5490	5490	5490	5490	5490	5490	5490
453	548	4562	3644	4562	4562	3644	4562	5480	5480	5480	5480	5480	5480	5480	5480	5480	5480	5480	5480
454	547	4546	3622	4546	4546	3622	4546	5470	5470	5470	5470	5470	5470	5470	5470	5470	5470	5470	5470
455	546	4530	3600	4530	4530	3600	4530	5460	5460	5460	5460	5460	5460	5460	5460	5460	5460	5460	5460
456	545	4514	3578	4514	4514	3578	4514	5450	5450	5450	5450	5450	5450	5450	5450	5450	5450	5450	5450
457	544	4498	3556	4498	4498	3556	4498	5440	5440	5440	5440	5440	5440	5440	5440	5440	5440	5440	5440
458	543	4482	3534	4482	4482	3534	4482	5430	5430	5430	5430	5430	5430	5430	5430	5430	5430	5430	5430
459	542	4466	3512	4466	4466	3512	4466	5420	5420	5420	5420	5420	5420	5420	5420	5420	5420	5420	5420
460	541	4450	3490	4450	4450	3490	4450	5410	5410	5410	5410	5410	5410	5410	5410	5410	5410	5410	5410
461	540	4434	3468	4434	4434	3468	4434	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400
462	539	4418	3446	4418	4418	3446	4418	5390	5390	5390	5390	5390	5390	5390	5390	5390	5390	5390	5390
463	538	4402	3424	4402	4402	3424	4402	5380	5380	5380	5380	5380	5380	5380	5380	5380	5380	5380	5380
464	537	4386	3402	4386	4386	3402	4386	5370	5370	5370	5370	5370	5370	5370	5370	5370	5370	5370	5370
465	536	4370	3380	4370	4370	3380	4370	5360	5360	5360	5360	5360	5360	5360	5360	5360	5360	5360	5360
466	535	4354	3358	4354	4354	3358	4354	5350	5350	5350	5350	5350	5350	5350	5350	5350	5350	5350	5350
467	534	4338	3336	4338	4338	3336	4338	5340	5340	5340	5340	5340	5340	5340	5340	5340	5340	5340	5340
468	533	4322	3314	4322	4322	3314	4322	5330	5330	5330	5330	5330	5330	5330	5330	5330	5330	5330	5330
