TowerHardLevel	TowerFloor	SceneID	Reward	FirstPassReward	Name	DragonCoinFindBackCost	GoldCoinCost	GoldCoinFindBackItem	preward
1	214	60214	1=106500|4=434500|93=12|1024=5	4=434500|1=106500|93=14|1024=5	黑暗神殿	5	15500	1=246000	0
1	215	60215	1=107000|4=436000|93=12|1024=5	4=436000|1=277000|93=62|1024=5	黑暗神殿	5	15500	1=247500	0
1	216	60216	1=107500|4=437500|93=12|1024=5	4=437500|1=107500|93=14|1024=5	黑暗神殿	5	16000	1=249000	0
1	217	60217	1=108000|4=439000|93=12|1024=5	4=439000|1=108000|93=14|1024=5	黑暗神殿	5	16000	1=250500	0
1	218	60218	1=108500|4=440500|93=12|1024=5	4=440500|1=108500|93=14|1024=5	黑暗神殿	5	16000	1=252000	0
1	219	60219	1=109000|4=442000|93=12|1024=5	4=442000|1=109000|93=14|1024=5	黑暗神殿	5	16000	1=253500	0
1	220	60220	1=109500|4=443500|93=13|1024=5	4=443500|1=109550|93=63|1024=5	黑暗神殿	5	16000	1=255000	0
1	221	60221	1=110000|4=445000|93=13|1024=5	4=445000|1=110000|93=15|1024=5	黑暗神殿	5	16500	1=256500	0
1	222	60222	1=110500|4=446500|93=13|1024=5	4=446500|1=110500|93=15|1024=5	黑暗神殿	5	16500	1=258000	0
1	223	60223	1=111000|4=448000|93=13|1024=5	4=448000|1=111000|93=15|1024=5	黑暗神殿	5	16500	1=259500	0
1	224	60224	1=111500|4=449500|93=13|1024=5	4=449500|1=111500|93=15|1024=5	黑暗神殿	5	16500	1=261000	0
1	225	60225	1=112000|4=451000|93=13|1024=6	4=451000|1=292000|93=63|1024=6	黑暗神殿	5	16500	1=262500	0
1	226	60226	1=112500|4=452500|93=13|1024=6	4=452500|1=112500|93=15|1024=6	黑暗神殿	5	17000	1=264000	0
1	227	60227	1=113000|4=454000|93=13|1024=6	4=454000|1=113000|93=15|1024=6	黑暗神殿	5	17000	1=265500	0
1	228	60228	1=113500|4=455500|93=13|1024=6	4=455500|1=113500|93=15|1024=6	黑暗神殿	5	17000	1=267000	0
1	229	60229	1=114000|4=457000|93=13|1024=6	4=457000|1=114000|93=15|1024=6	黑暗神殿	5	17000	1=268500	0
1	230	60230	1=114500|4=458500|93=14|1024=6	4=458500|1=114500|93=64|1024=56	黑暗神殿	5	17000	1=270000	0
1	231	60231	1=115000|4=460000|93=14|1024=6	4=460000|1=115000|93=16|1024=6	黑暗神殿	5	17500	1=271500	0
1	232	60232	1=115500|4=461500|93=14|1024=6	4=461500|1=115500|93=16|1024=6	黑暗神殿	5	17500	1=273000	0
1	233	60233	1=116000|4=463000|93=14|1024=6	4=463000|1=116000|93=16|1024=6	黑暗神殿	5	17500	1=274500	0
1	234	60234	1=116500|4=464500|93=14|1024=6	4=464500|1=116500|93=16|1024=6	黑暗神殿	5	17500	1=276000	0
1	235	60235	1=117000|4=466000|93=14|1024=6	4=466000|1=307000|93=64|1024=6	黑暗神殿	5	17500	1=277500	0
1	236	60236	1=117500|4=467500|93=14|1024=6	4=467500|1=117500|93=16|1024=6	黑暗神殿	5	18000	1=279000	0
1	237	60237	1=118000|4=469000|93=14|1024=6	4=469000|1=118000|93=16|1024=6	黑暗神殿	5	18000	1=280500	0
1	238	60238	1=118500|4=470500|93=14|1024=6	4=470500|1=118500|93=16|1024=6	黑暗神殿	5	18000	1=282000	0
1	239	60239	1=119000|4=472000|93=14|1024=6	4=472000|1=119000|93=16|1024=6	黑暗神殿	5	18000	1=283500	0
1	240	60240	1=119500|4=473500|93=15|1024=6	4=473500|1=119500|93=65|1024=56	黑暗神殿	5	18000	1=285000	0
1	241	60241	1=120000|4=475000|93=15|1024=6	4=475000|1=120000|93=17|1024=6	黑暗神殿	5	18500	1=286500	0
1	242	60242	1=120500|4=476500|93=15|1024=6	4=476500|1=120500|93=17|1024=6	黑暗神殿	5	18500	1=288000	0
1	243	60243	1=121000|4=478000|93=15|1024=6	4=478000|1=121000|93=17|1024=6	黑暗神殿	5	18500	1=289500	0
1	244	60244	1=121500|4=479500|93=15|1024=6	4=479500|1=121500|93=17|1024=6	黑暗神殿	5	18500	1=291000	0
1	245	60245	1=122000|4=481000|93=15|1024=6	4=481000|1=322000|93=65|1024=6	黑暗神殿	5	18500	1=292500	0
1	246	60246	1=122500|4=482500|93=15|1024=6	4=482500|1=122500|93=17|1024=6	黑暗神殿	5	19000	1=294000	0
1	247	60247	1=123000|4=484000|93=15|1024=6	4=484000|1=123000|93=17|1024=6	黑暗神殿	5	19000	1=295500	0
1	248	60248	1=123500|4=485500|93=15|1024=6	4=485500|1=123500|93=17|1024=6	黑暗神殿	5	19000	1=297000	0
1	249	60249	1=124000|4=487000|93=15|1024=6	4=487000|1=124000|93=17|1024=6	黑暗神殿	5	19000	1=298500	0
1	250	60250	1=124500|4=488500|93=16|1024=7	4=488500|1=124500|93=66|1024=57	黑暗神殿	5	19000	1=300000	0
1	251	60251	1=125000|4=490000|93=16|1024=7	4=490000|1=125000|93=18|1024=7	黑暗神殿	5	19500	1=301500	0
1	252	60252	1=125500|4=491500|93=16|1024=7	4=491500|1=125500|93=18|1024=7	黑暗神殿	5	19500	1=303000	0
1	253	60253	1=126000|4=493000|93=16|1024=7	4=493000|1=126000|93=18|1024=7	黑暗神殿	5	19500	1=304500	0
1	254	60254	1=126500|4=494500|93=16|1024=7	4=494500|1=126500|93=18|1024=7	黑暗神殿	5	19500	1=306000	0
1	255	60255	1=127000|4=496000|93=16|1024=7	4=496000|1=337000|93=66|1024=7	黑暗神殿	5	19500	1=307500	0
1	256	60256	1=127500|4=497500|93=16|1024=7	4=497500|1=127500|93=18|1024=7	黑暗神殿	5	20000	1=309000	0
1	257	60257	1=128000|4=499000|93=16|1024=7	4=499000|1=128000|93=18|1024=7	黑暗神殿	5	20000	1=310500	0
1	258	60258	1=128500|4=500500|93=16|1024=7	4=500500|1=128500|93=18|1024=7	黑暗神殿	5	20000	1=312000	0
1	259	60259	1=129000|4=502000|93=16|1024=7	4=502000|1=129000|93=18|1024=7	黑暗神殿	5	20000	1=313500	0
1	260	60260	1=129500|4=503500|93=17|1024=7	4=503500|1=129500|93=67|1024=57	黑暗神殿	5	20000	1=315000	0
1	261	60261	1=130000|4=505000|93=17|1024=7	4=505000|1=130000|93=19|1024=7	黑暗神殿	5	20500	1=316500	0
1	262	60262	1=130500|4=506500|93=17|1024=7	4=506500|1=130500|93=19|1024=7	黑暗神殿	5	20500	1=318000	0
1	263	60263	1=131000|4=508000|93=17|1024=7	4=508000|1=131000|93=19|1024=7	黑暗神殿	5	20500	1=319500	0
1	264	60264	1=131500|4=509500|93=17|1024=7	4=509500|1=131500|93=19|1024=7	黑暗神殿	5	20500	1=321000	0
1	265	60265	1=132000|4=511000|93=17|1024=7	4=511000|1=352000|93=67|1024=7	黑暗神殿	5	20500	1=322500	0
1	266	60266	1=132500|4=512500|93=17|1024=7	4=512500|1=132500|93=19|1024=7	黑暗神殿	5	21000	1=324000	0
1	267	60267	1=133000|4=514000|93=17|1024=7	4=514000|1=133000|93=19|1024=7	黑暗神殿	5	21000	1=325500	0
1	268	60268	1=133500|4=515500|93=17|1024=7	4=515500|1=133500|93=19|1024=7	黑暗神殿	5	21000	1=327000	0
1	269	60269	1=134000|4=517000|93=17|1024=7	4=517000|1=134000|93=19|1024=7	黑暗神殿	5	21000	1=328500	0
1	270	60270	1=134500|4=518500|93=18|1024=7	4=518500|1=134500|93=68|1024=57	黑暗神殿	5	21000	1=330000	0
1	271	60271	1=135000|4=520000|93=18|1024=7	4=520000|1=135000|93=20|1024=7	黑暗神殿	5	21500	1=331500	0
1	272	60272	1=135500|4=521500|93=18|1024=7	4=521500|1=135500|93=20|1024=7	黑暗神殿	5	21500	1=333000	0
1	273	60273	1=136000|4=523000|93=18|1024=7	4=523000|1=136000|93=20|1024=7	黑暗神殿	5	21500	1=334500	0
1	274	60274	1=136500|4=524500|93=18|1024=7	4=524500|1=136500|93=20|1024=7	黑暗神殿	5	21500	1=336000	0
1	275	60275	1=137000|4=526000|93=18|1024=8	4=526000|1=367000|93=68|1024=8	黑暗神殿	5	21500	1=337500	0
1	276	60276	1=137500|4=527500|93=18|1024=8	4=527500|1=137500|93=20|1024=8	黑暗神殿	5	22000	1=339000	0
1	277	60277	1=138000|4=529000|93=18|1024=8	4=529000|1=138000|93=20|1024=8	黑暗神殿	5	22000	1=340500	0
1	278	60278	1=138500|4=530500|93=18|1024=8	4=530500|1=138500|93=20|1024=8	黑暗神殿	5	22000	1=342000	0
1	279	60279	1=139000|4=532000|93=18|1024=8	4=532000|1=139000|93=20|1024=8	黑暗神殿	5	22000	1=343500	0
1	280	60280	1=139500|4=533500|93=19|1024=8	4=533500|1=139500|93=69|1024=58	黑暗神殿	5	22000	1=345000	0
1	281	60281	1=140000|4=535000|93=19|1024=8	4=535000|1=140000|93=21|1024=8	黑暗神殿	5	22500	1=346500	0
1	282	60282	1=140500|4=536500|93=19|1024=8	4=536500|1=140500|93=21|1024=8	黑暗神殿	5	22500	1=348000	0
1	283	60283	1=141000|4=538000|93=19|1024=8	4=538000|1=141000|93=21|1024=8	黑暗神殿	5	22500	1=349500	0
1	284	60284	1=141500|4=539500|93=19|1024=8	4=539500|1=141500|93=21|1024=8	黑暗神殿	5	22500	1=351000	0
1	285	60285	1=142000|4=541000|93=19|1024=8	4=541000|1=382000|93=69|1024=8	黑暗神殿	5	22500	1=352500	0
1	286	60286	1=142500|4=542500|93=19|1024=8	4=542500|1=142500|93=21|1024=8	黑暗神殿	5	23000	1=354000	0
1	287	60287	1=143000|4=544000|93=19|1024=8	4=544000|1=143000|93=21|1024=8	黑暗神殿	5	23000	1=355500	0
1	288	60288	1=143500|4=545500|93=19|1024=8	4=545500|1=143500|93=21|1024=8	黑暗神殿	5	23000	1=357000	0
1	289	60289	1=144000|4=547000|93=19|1024=8	4=547000|1=144000|93=21|1024=8	黑暗神殿	5	23000	1=358500	0
1	290	60290	1=144500|4=548500|93=20|1024=8	4=548500|1=144500|93=70|1024=58	黑暗神殿	5	23000	1=360000	0
1	291	60291	1=145000|4=550000|93=20|1024=8	4=550000|1=145000|93=22|1024=8	黑暗神殿	5	23500	1=361500	0
1	292	60292	1=145500|4=551500|93=20|1024=8	4=551500|1=145500|93=22|1024=8	黑暗神殿	5	23500	1=363000	0
1	293	60293	1=146000|4=553000|93=20|1024=8	4=553000|1=146000|93=22|1024=8	黑暗神殿	5	23500	1=364500	0
1	294	60294	1=146500|4=554500|93=20|1024=8	4=554500|1=146500|93=22|1024=8	黑暗神殿	5	23500	1=366000	0
1	295	60295	1=147000|4=556000|93=20|1024=8	4=556000|1=402000|93=70|1024=8	黑暗神殿	5	23500	1=367500	0
1	296	60296	1=147500|4=557500|93=20|1024=8	4=557500|1=147500|93=22|1024=8	黑暗神殿	5	24000	1=369000	0
1	297	60297	1=148000|4=559000|93=20|1024=8	4=559000|1=148000|93=22|1024=8	黑暗神殿	5	24000	1=370500	0
1	298	60298	1=148500|4=560500|93=20|1024=8	4=560500|1=148500|93=22|1024=8	黑暗神殿	5	24000	1=372000	0
1	299	60299	1=149000|4=562000|93=20|1024=8	4=562000|1=149000|93=22|1024=8	黑暗神殿	5	24000	1=373500	0
1	300	60300	1=149500|4=563500|93=21|1024=9	4=563500|1=149500|93=71|1024=109	黑暗神殿	5	24000	1=375000	0
