Type	ID	Slot	Profession	ItemId	ItemName	ItemOverlap	IsPrecious	ConsumeItem	PayLimit	LevelShow	Benefit	Price	LevelCondition	PowerpointCondition	WeekCountCondition	DailyCountCondition	CountCondition	VIPCondition	ArenaCondition	PKCondition	GuildLevel	SeasonUnlockDay	ServerFirstConquer	SelfFirstConquer	IsNotBind	CookLevel	ShopItemType	ShopItemCategory	RedPoint
17	17721	638=1	0	3514	圣洁宗教	1	0	65264=2000		200=200	0=0		1	0	0	0	3	0	0	0	0						39	0	0
17	17722	639=1	0	8549	精灵魂魄	1	0	65264=2		200=200	0=0		1	0	0	0	1500	0	0	0	0						39	0	0
17	17723	640=1	0	63033	L时装兑换券	1	0	65264=200		200=200	0=0		1	0	0	0	10	0	0	0	0						39	0	0
17	17724	641=1	0	1421	见习充能卷轴	1	0	65264=12		200=200	0=0		1	0	0	0	100	0	0	0	0						39	0	0
17	17725	642=1	0	193660	圣杯注灵材料	1	0	65264=3		200=200	0=0		1	0	0	0	300	0	0	0	0						39	0	0
17	17726	643=1	0	193661	圣杯进阶材料	1	0	65264=12		200=200	0=0		1	0	0	0	80	0	0	0	0						39	0	0
17	17727	644=1	0	193662	圣杯突破材料	1	0	65264=24		200=200	0=0		1	0	0	0	20	0	0	0	0						39	0	0
17	17728	645=1	0	193665	圣杯高级附魔石	1	0	65264=30		200=200	0=0		1	0	0	0	9	0	0	0	0						39	0	0
17	17729	646=1	0	840	A级佣兵专属碎片	1	0	65264=30		200=200	0=0		1	0	0	0	50	0	0	0	0						39	0	0
17	17730	647=1	0	839	B级佣兵专属碎片	1	0	65264=12		200=200	0=0		1	0	0	0	50	0	0	0	0						39	0	0
17	17731	648=1	0	4809	符文龙材料礼包9选1	1	0	65264=4		200=200	0=0		1	0	0	0	400	0	0	0	0						39	0	0
17	17732	649=1	0	837	贝思柯德核心	1	0	65264=40		200=200	0=0		1	0	0	0	45	0	0	0	0						39	0	0
17	17733	650=1	0	63883	影袭羁绊碎片自选包	1	0	65264=30		200=200	0=0		1	0	0	0	50	0	0	0	0						39	0	0
17	17734	651=1	0	1600	龙之精魄	1	0	65264=4		200=200	0=0		1	0	0	0	1000	0	0	0	0						39	0	0
17	17735	652=1	0	4917	龙玉强化石礼包	1	0	65264=30		200=200	0=0		1	0	0	0	100	0	0	0	0						39	0	0
17	17736	653=1	0	1600000	S级技能纹章碎片	1	0	65264=30		200=200	0=0		1	0	0	0	50	0	0	0	0						39	0	0
17	17737	654=1	0	1322	L级纹章碎片	1	0	65264=20		200=200	0=0		1	0	0	0	300	0	0	0	0						39	0	0
17	17738	655=1	0	1277	高级重铸锁定石	1	0	65264=32		200=200	0=0		1	0	0	0	100	0	0	0	0						39	0	0
17	17739	656=1	0	1278	重铸锁定石	1	0	65264=8		200=200	0=0		1	0	0	0	400	0	0	0	0						39	0	0
17	17740	657=1	0	1279	重铸精华	1	0	65264=1		200=200	0=0		1	0	0	0	3000	0	0	0	0						39	0	0
17	17741	658=1	0	4768	L翅膀碎片自选包	1	0	65264=100		200=200	0=0		1	0	0	0	80	0	0	0	0						39	0	0
17	17742	659=1	0	6249	羁绊之心-光元素	1	0	65264=15		200=200	0=0		1	0	0	0	48	0	0	0	0						39	0	0
17	17743	660=1	0	6250	羁绊之心-火元素	1	0	65264=15		200=200	0=0		1	0	0	0	48	0	0	0	0						39	0	0
17	17744	661=1	0	6251	羁绊之心-水元素	1	0	65264=15		200=200	0=0		1	0	0	0	48	0	0	0	0						39	0	0
17	17745	662=1	0	6252	羁绊之心-暗元素	1	0	65264=15		200=200	0=0		1	0	0	0	48	0	0	0	0						39	0	0
17	17746	663=1	0	6246	羁绊之心-熊猫靓仔	1	0	65264=10		200=200	0=0		1	0	0	0	48	0	0	0	0						39	0	0
17	17747	664=1	0	6247	羁绊之心-熊猫靓妹	1	0	65264=10		200=200	0=0		1	0	0	0	48	0	0	0	0						39	0	0
17	17748	665=1	0	6248	羁绊之心-熊猫老实人	1	0	65264=10		200=200	0=0		1	0	0	0	48	0	0	0	0						39	0	0
17	17749	666=1	0	6243	羁绊之心-呆呆企鹅	1	0	65264=8		200=200	0=0		1	0	0	0	100	0	0	0	0						39	0	0
17	17750	667=1	0	6244	羁绊之心-水手企鹅	1	0	65264=8		200=200	0=0		1	0	0	0	100	0	0	0	0						39	0	0
17	17751	668=1	0	6245	羁绊之心-皇帝企鹅	1	0	65264=8		200=200	0=0		1	0	0	0	100	0	0	0	0						39	0	0
17	17752	669=1	0	6240	羁绊之心-暗杀者宝妮塔	1	0	65264=8		200=200	0=0		1	0	0	0	100	0	0	0	0						39	0	0
17	17753	670=1	0	6241	羁绊之心-石人摩尔干	1	0	65264=8		200=200	0=0		1	0	0	0	100	0	0	0	0						39	0	0
17	17754	671=1	0	6242	羁绊之心-龙之大主教	1	0	65264=8		200=200	0=0		1	0	0	0	100	0	0	0	0						39	0	0
17	17755	672=1	0	8231	吸血自选箱	1	0	65264=300		200=200	0=0		1	0	0	0	15	0	0	0	0						39	0	0
17	17756	673=1	0	8232	救援自选箱	1	0	65264=300		200=200	0=0		1	0	0	0	15	0	0	0	0						39	0	0
17	17757	674=1	0	1332	传说的纹章随机袋子	1	0	65264=6		200=200	0=0		1	0	0	0	500	0	0	0	0						39	0	0
17	17758	675=1	0	835	阿尔杰塔核心	1	0	65264=30		200=200	0=0		1	0	0	0	60	0	0	0	0						39	0	0
17	17759	676=1	0	1097	铭文券	1	0	65264=1		200=200	0=0		1	0	0	0	2000	0	0	0	0						39	0	0
17	17760	677=1	0	1027	大师精髓	1	0	65264=10		200=200	0=0		1	0	0	0	200	0	0	0	0						39	0	0
17	17761	678=1	0	8700	情义扭蛋券	1	0	65264=3		200=200	0=0		1	0	0	0	400	0	0	0	0						39	0	0
17	17762	679=1	0	5641	高贵的情感精华	1	0	65264=30		200=200	0=0		1	0	0	0	50	0	0	0	0						39	0	0
17	17763	680=1	0	1514	S级月梦兑换牌	1	0	65264=1500		200=200	0=0		1	0	0	0	20	0	0	0	0						39	0	0
17	17764	681=1	0	8706	A伙伴兑换币	1	0	65264=1		200=200	0=0		1	0	0	0	2250	0	0	0	0						39	0	0
17	17765	682=1	0	8707	S伙伴兑换币	1	0	65264=1		200=200	0=0		1	0	0	0	2250	0	0	0	0						39	0	0
17	17766	683=1	0	8704	A佣兵兑换币	1	0	65264=1		200=200	0=0		1	0	0	0	2000	0	0	0	0						39	0	0
17	17767	684=1	0	4827	羁绊碎片自选箱	1	0	65264=20		200=200	0=0		1	0	0	0	100	0	0	0	0						39	0	0
17	17768	685=1	0	11931	救赎者帽子(永久)|救赎者帽子(永久)|救赎者帽子(永久)|救赎者帽子(永久)|救赎者帽子(永久)|救赎者帽子(永久)|救赎者帽子(永久)	1	0	65264=120		200=200	0=0		1	0	0	0	1	0	0	0	0						39	0	0
17	17769	686=1	0	11932	救赎者上装(永久)|救赎者上装(永久)|救赎者上装(永久)|救赎者上装(永久)|救赎者上装(永久)|救赎者上装(永久)|救赎者上装(永久)	1	0	65264=200		200=200	0=0		1	0	0	0	1	0	0	0	0						39	0	0
17	17770	687=1	0	11933	救赎者下装(永久)|救赎者下装(永久)|救赎者下装(永久)|救赎者下装(永久)|救赎者下装(永久)|救赎者下装(永久)|救赎者下装(永久)	1	0	65264=140		200=200	0=0		1	0	0	0	1	0	0	0	0						39	0	0
17	17771	688=1	0	11934	救赎者手套(永久)|救赎者手套(永久)|救赎者手套(永久)|救赎者手套(永久)|救赎者手套(永久)|救赎者手套(永久)|救赎者手套(永久)	1	0	65264=120		200=200	0=0		1	0	0	0	1	0	0	0	0						39	0	0
17	17772	689=1	0	11935	救赎者鞋子(永久)|救赎者鞋子(永久)|救赎者鞋子(永久)|救赎者鞋子(永久)|救赎者鞋子(永久)|救赎者鞋子(永久)|救赎者鞋子(永久)	1	0	65264=120		200=200	0=0		1	0	0	0	1	0	0	0	0						39	0	0
17	17773	690=1	0	11936	救赎者长剑(永久)|救赎者长弓(永久)|救赎者法杖(永久)|救赎者权杖(永久)|救赎者加农炮(永久)|救赎者短剑(永久)|救赎者扇子(永久)	1	0	65264=300		200=200	0=0		1	0	0	0	1	0	0	0	0						39	0	0
17	17774	691=1	0	11937	救赎者护手(永久)|救赎者箭袋(永久)|救赎者魔法书(永久)|救赎者盾牌(永久)|救赎者穿线环(永久)|救赎者曲柄杖(永久)|救赎者护身符（永久)	1	0	65264=260		200=200	0=0		1	0	0	0	1	0	0	0	0						39	0	0
17	17775	692=1	0	827	佣兵零件	1	0	65264=2		200=200	0=0		1	0	0	0	1000	0	0	0	0						39	0	0
17	17776	693=1	0	1291	伙伴食物	1	0	65264=1		200=200	0=0		1	0	0	0	3000	0	0	0	0						39	0	0
17	17777	694=1	0	604	精灵觉醒药水	1	0	65264=2		200=200	0=0		1	0	0	0	3000	0	0	0	0						39	0	0
17	17778	695=1	0	603	精灵升星药水	1	0	65264=6		200=200	0=0		1	0	0	0	3000	0	0	0	0						39	0	0
17	17779	696=1	0	1024	魔化精髓	1	0	65264=2		200=200	0=0		1	0	0	0	3000	0	0	0	0						39	0	0
17	17780	697=1	0	2521	金币惊喜宝箱	1	0	65264=1		200=200	0=0		1	0	0	0	0	0	0	0	0						39	0	0
17	17781	698=1	0	64527	跃动音符环绕特效	1	0	64520=3000		200=200	0=0		1	0	0	0	1	0	0	0	0						40	0	0
17	17782	699=1	0	64528	跃动音符脚底特效	1	0	64520=1000		200=200	0=0		1	0	0	0	1	0	0	0	0						40	0	0
17	17783	700=1	0	66046	鎏金狂想曲三件套（永久）	1	0	64520=2000		200=200	0=0		1	0	0	0	1	0	0	0	0						40	0	0
17	17784	701=1	0	719	钢琴坐骑	1	0	64520=2000		200=200	0=0		1	0	0	0	1	0	0	0	0						40	0	0
17	17785	702=1	0	1426	龙能石	1	0	64520=200		200=200	0=0		1	0	0	0	10	0	0	0	0						40	0	0
17	17786	703=1	0	1421	见习充能卷轴	1	0	64520=9		200=200	0=0		1	0	0	0	300	0	0	0	0						40	0	0
17	17787	704=1	0	1427	见习高级龙封卷轴	1	0	64520=30		200=200	0=0		1	0	0	0	15	0	0	0	0						40	0	0
17	17788	705=1	0	1301	精灵皇冠碎片	1	0	64520=9		200=200	0=0		1	0	0	0	100	0	0	0	0						40	0	0
17	17789	706=1	0	63034	圣光气息卷轴	1	0	64520=300		200=200	0=0		1	0	0	0	10	0	0	0	0						40	0	0
17	17790	707=1	0	193660	圣杯注灵材料	1	0	64520=2		200=200	0=0		1	0	0	0	800	0	0	0	0						40	0	0
17	17791	708=1	0	193661	圣杯进阶材料	1	0	64520=8		200=200	0=0		1	0	0	0	200	0	0	0	0						40	0	0
17	17792	709=1	0	193662	圣杯突破材料	1	0	64520=16		200=200	0=0		1	0	0	0	50	0	0	0	0						40	0	0
17	17793	710=1	0	193665	圣杯高级附魔石	1	0	64520=20		200=200	0=0		1	0	0	0	15	0	0	0	0						40	0	0
17	17794	711=1	0	193666	圣杯大师附魔石	1	0	64520=60		200=200	0=0		1	0	0	0	60	0	0	0	0						40	0	0
17	17795	712=1	0	841	S级佣兵专属碎片	1	0	64520=60		200=200	0=0		1	0	0	0	40	0	0	0	0						40	0	0
17	17796	713=1	0	840	A级佣兵专属碎片	1	0	64520=20		200=200	0=0		1	0	0	0	50	0	0	0	0						40	0	0
17	17797	714=1	0	839	B级佣兵专属碎片	1	0	64520=8		200=200	0=0		1	0	0	0	50	0	0	0	0						40	0	0
17	17798	715=1	0	4158	森林龙高级攻击附魔石	1	0	64520=20		200=200	0=0		1	0	0	0	6	0	0	0	0						40	0	0
17	17799	716=1	0	4161	森林龙高级防御附魔石	1	0	64520=20		200=200	0=0		1	0	0	0	6	0	0	0	0						40	0	0
17	17800	717=1	0	4162	森林龙大师攻击附魔石	1	0	64520=60		200=200	0=0		1	0	0	0	6	0	0	0	0						40	0	0
17	17801	718=1	0	4163	森林龙大师防御附魔石	1	0	64520=60		200=200	0=0		1	0	0	0	6	0	0	0	0						40	0	0
17	17802	719=1	0	6239	羁绊之心-绿龙卡拉翰	1	0	64520=30		200=200	0=0		1	0	0	0	48	0	0	0	0						40	0	0
17	17803	720=1	0	6263	羁绊之心-犬奶奶	1	0	64520=10		200=200	0=0		1	0	0	0	48	0	0	0	0						40	0	0
17	17804	721=1	0	6264	羁绊之心-犬憨憨	1	0	64520=10		200=200	0=0		1	0	0	0	48	0	0	0	0						40	0	0
17	17805	722=1	0	6265	羁绊之心-犬舔舔	1	0	64520=10		200=200	0=0		1	0	0	0	48	0	0	0	0						40	0	0
17	17806	723=1	0	6260	羁绊之心-树树	1	0	64520=10		200=200	0=0		1	0	0	0	48	0	0	0	0						40	0	0
17	17807	724=1	0	6261	羁绊之心-澍澍	1	0	64520=10		200=200	0=0		1	0	0	0	48	0	0	0	0						40	0	0
17	17808	725=1	0	6262	羁绊之心-漱漱	1	0	64520=10		200=200	0=0		1	0	0	0	48	0	0	0	0						40	0	0
17	17809	726=1	0	6257	羁绊之心-花小樱	1	0	64520=10		200=200	0=0		1	0	0	0	48	0	0	0	0						40	0	0
17	17810	727=1	0	6258	羁绊之心-花小梅	1	0	64520=10		200=200	0=0		1	0	0	0	48	0	0	0	0						40	0	0
17	17811	728=1	0	6259	羁绊之心-花小桃	1	0	64520=10		200=200	0=0		1	0	0	0	48	0	0	0	0						40	0	0
17	17812	729=1	0	6249	羁绊之心-光元素	1	0	64520=10		200=200	0=0		1	0	0	0	48	0	0	0	0						40	0	0
17	17813	730=1	0	6250	羁绊之心-火元素	1	0	64520=10		200=200	0=0		1	0	0	0	48	0	0	0	0						40	0	0
17	17814	731=1	0	6251	羁绊之心-水元素	1	0	64520=10		200=200	0=0		1	0	0	0	48	0	0	0	0						40	0	0
17	17815	732=1	0	6252	羁绊之心-暗元素	1	0	64520=10		200=200	0=0		1	0	0	0	48	0	0	0	0						40	0	0
17	17816	733=1	0	64520	卡牌至臻兑换券	1	0	64519=5		200=200	0=0		1	0	0	0	200	0	0	0	0						39	0	0
17	17817	734=1	0	3512	超越卢比纳特	1	0	64519=2000		200=200	0=0		1	0	0	0	3	0	0	0	0						39	0	0
17	17818	735=1	0	3506	超越艾奥纳	1	0	64519=2000		200=200	0=0		1	0	0	0	3	0	0	0	0						39	0	0
17	17819	736=1	0	3513	超越独角兽	1	0	64519=2000		200=200	0=0		1	0	0	0	3	0	0	0	0						39	0	0
17	17820	737=1	0	3514	圣洁宗教	1	0	64519=2000		200=200	0=0		1	0	0	0	3	0	0	0	0						39	0	0
17	17821	738=1	0	8549	精灵魂魄	1	0	64519=2		200=200	0=0		1	0	0	0	1500	0	0	0	0						39	0	0
17	17822	739=1	0	63033	L时装兑换券	1	0	64519=200		200=200	0=0		1	0	0	0	10	0	0	0	0						39	0	0
17	17823	740=1	0	1421	见习充能卷轴	1	0	64519=12		200=200	0=0		1	0	0	0	100	0	0	0	0						39	0	0
17	17824	741=1	0	193660	圣杯注灵材料	1	0	64519=3		200=200	0=0		1	0	0	0	300	0	0	0	0						39	0	0
17	17825	742=1	0	193661	圣杯进阶材料	1	0	64519=12		200=200	0=0		1	0	0	0	80	0	0	0	0						39	0	0
17	17826	743=1	0	193662	圣杯突破材料	1	0	64519=24		200=200	0=0		1	0	0	0	20	0	0	0	0						39	0	0
17	17827	744=1	0	193665	圣杯高级附魔石	1	0	64519=30		200=200	0=0		1	0	0	0	9	0	0	0	0						39	0	0
17	17828	745=1	0	840	A级佣兵专属碎片	1	0	64519=30		200=200	0=0		1	0	0	0	50	0	0	0	0						39	0	0
17	17829	746=1	0	839	B级佣兵专属碎片	1	0	64519=12		200=200	0=0		1	0	0	0	50	0	0	0	0						39	0	0
17	17830	747=1	0	4809	符文龙材料礼包9选1	1	0	64519=4		200=200	0=0		1	0	0	0	400	0	0	0	0						39	0	0
17	17831	748=1	0	837	贝思柯德核心	1	0	64519=40		200=200	0=0		1	0	0	0	45	0	0	0	0						39	0	0
17	17832	749=1	0	63883	影袭羁绊碎片自选包	1	0	64519=30		200=200	0=0		1	0	0	0	50	0	0	0	0						39	0	0
17	17833	750=1	0	1600	龙之精魄	1	0	64519=4		200=200	0=0		1	0	0	0	1000	0	0	0	0						39	0	0
17	17834	751=1	0	4917	龙玉强化石礼包	1	0	64519=30		200=200	0=0		1	0	0	0	100	0	0	0	0						39	0	0
17	17835	752=1	0	1600000	S级技能纹章碎片	1	0	64519=30		200=200	0=0		1	0	0	0	50	0	0	0	0						39	0	0
17	17836	753=1	0	1322	L级纹章碎片	1	0	64519=20		200=200	0=0		1	0	0	0	300	0	0	0	0						39	0	0
17	17837	754=1	0	1277	高级重铸锁定石	1	0	64519=32		200=200	0=0		1	0	0	0	100	0	0	0	0						39	0	0
17	17838	755=1	0	1278	重铸锁定石	1	0	64519=8		200=200	0=0		1	0	0	0	400	0	0	0	0						39	0	0
17	17839	756=1	0	1279	重铸精华	1	0	64519=1		200=200	0=0		1	0	0	0	3000	0	0	0	0						39	0	0
17	17840	757=1	0	4768	L翅膀碎片自选包	1	0	64519=100		200=200	0=0		1	0	0	0	80	0	0	0	0						39	0	0
17	17841	758=1	0	6249	羁绊之心-光元素	1	0	64519=15		200=200	0=0		1	0	0	0	48	0	0	0	0						39	0	0
17	17842	759=1	0	6250	羁绊之心-火元素	1	0	64519=15		200=200	0=0		1	0	0	0	48	0	0	0	0						39	0	0
17	17843	760=1	0	6251	羁绊之心-水元素	1	0	64519=15		200=200	0=0		1	0	0	0	48	0	0	0	0						39	0	0
17	17844	761=1	0	6252	羁绊之心-暗元素	1	0	64519=15		200=200	0=0		1	0	0	0	48	0	0	0	0						39	0	0
17	17845	762=1	0	6246	羁绊之心-熊猫靓仔	1	0	64519=10		200=200	0=0		1	0	0	0	48	0	0	0	0						39	0	0
17	17846	763=1	0	6247	羁绊之心-熊猫靓妹	1	0	64519=10		200=200	0=0		1	0	0	0	48	0	0	0	0						39	0	0
17	17847	764=1	0	6248	羁绊之心-熊猫老实人	1	0	64519=10		200=200	0=0		1	0	0	0	48	0	0	0	0						39	0	0
17	17848	765=1	0	6243	羁绊之心-呆呆企鹅	1	0	64519=8		200=200	0=0		1	0	0	0	100	0	0	0	0						39	0	0
17	17849	766=1	0	6244	羁绊之心-水手企鹅	1	0	64519=8		200=200	0=0		1	0	0	0	100	0	0	0	0						39	0	0
17	17850	767=1	0	6245	羁绊之心-皇帝企鹅	1	0	64519=8		200=200	0=0		1	0	0	0	100	0	0	0	0						39	0	0
17	17851	768=1	0	6240	羁绊之心-暗杀者宝妮塔	1	0	64519=8		200=200	0=0		1	0	0	0	100	0	0	0	0						39	0	0
17	17852	769=1	0	6241	羁绊之心-石人摩尔干	1	0	64519=8		200=200	0=0		1	0	0	0	100	0	0	0	0						39	0	0
17	17853	770=1	0	6242	羁绊之心-龙之大主教	1	0	64519=8		200=200	0=0		1	0	0	0	100	0	0	0	0						39	0	0
17	17854	771=1	0	8231	吸血自选箱	1	0	64519=300		200=200	0=0		1	0	0	0	15	0	0	0	0						39	0	0
17	17855	772=1	0	8232	救援自选箱	1	0	64519=300		200=200	0=0		1	0	0	0	15	0	0	0	0						39	0	0
17	17856	773=1	0	1332	传说的纹章随机袋子	1	0	64519=6		200=200	0=0		1	0	0	0	500	0	0	0	0						39	0	0
17	17857	774=1	0	835	阿尔杰塔核心	1	0	64519=30		200=200	0=0		1	0	0	0	60	0	0	0	0						39	0	0
17	17858	775=1	0	1097	铭文券	1	0	64519=1		200=200	0=0		1	0	0	0	2000	0	0	0	0						39	0	0
17	17859	776=1	0	1027	大师精髓	1	0	64519=10		200=200	0=0		1	0	0	0	200	0	0	0	0						39	0	0
17	17860	777=1	0	8700	情义扭蛋券	1	0	64519=3		200=200	0=0		1	0	0	0	400	0	0	0	0						39	0	0
17	17861	778=1	0	5641	高贵的情感精华	1	0	64519=30		200=200	0=0		1	0	0	0	50	0	0	0	0						39	0	0
17	17862	779=1	0	1514	S级月梦兑换牌	1	0	64519=1500		200=200	0=0		1	0	0	0	20	0	0	0	0						39	0	0
17	17863	780=1	0	8706	A伙伴兑换币	1	0	64519=1		200=200	0=0		1	0	0	0	2250	0	0	0	0						39	0	0
17	17864	781=1	0	8707	S伙伴兑换币	1	0	64519=1		200=200	0=0		1	0	0	0	2250	0	0	0	0						39	0	0
17	17865	782=1	0	8704	A佣兵兑换币	1	0	64519=1		200=200	0=0		1	0	0	0	2000	0	0	0	0						39	0	0
17	17866	783=1	0	4827	羁绊碎片自选箱	1	0	64519=20		200=200	0=0		1	0	0	0	100	0	0	0	0						39	0	0
17	17867	784=1	0	11931	救赎者帽子(永久)|救赎者帽子(永久)|救赎者帽子(永久)|救赎者帽子(永久)|救赎者帽子(永久)|救赎者帽子(永久)|救赎者帽子(永久)	1	0	64519=120		200=200	0=0		1	0	0	0	1	0	0	0	0						39	0	0
17	17868	785=1	0	11932	救赎者上装(永久)|救赎者上装(永久)|救赎者上装(永久)|救赎者上装(永久)|救赎者上装(永久)|救赎者上装(永久)|救赎者上装(永久)	1	0	64519=200		200=200	0=0		1	0	0	0	1	0	0	0	0						39	0	0
17	17869	786=1	0	11933	救赎者下装(永久)|救赎者下装(永久)|救赎者下装(永久)|救赎者下装(永久)|救赎者下装(永久)|救赎者下装(永久)|救赎者下装(永久)	1	0	64519=140		200=200	0=0		1	0	0	0	1	0	0	0	0						39	0	0
17	17870	787=1	0	11934	救赎者手套(永久)|救赎者手套(永久)|救赎者手套(永久)|救赎者手套(永久)|救赎者手套(永久)|救赎者手套(永久)|救赎者手套(永久)	1	0	64519=120		200=200	0=0		1	0	0	0	1	0	0	0	0						39	0	0
17	17871	788=1	0	11935	救赎者鞋子(永久)|救赎者鞋子(永久)|救赎者鞋子(永久)|救赎者鞋子(永久)|救赎者鞋子(永久)|救赎者鞋子(永久)|救赎者鞋子(永久)	1	0	64519=120		200=200	0=0		1	0	0	0	1	0	0	0	0						39	0	0
17	17872	789=1	0	11936	救赎者长剑(永久)|救赎者长弓(永久)|救赎者法杖(永久)|救赎者权杖(永久)|救赎者加农炮(永久)|救赎者短剑(永久)|救赎者扇子(永久)	1	0	64519=300		200=200	0=0		1	0	0	0	1	0	0	0	0						39	0	0
17	17873	790=1	0	11937	救赎者护手(永久)|救赎者箭袋(永久)|救赎者魔法书(永久)|救赎者盾牌(永久)|救赎者穿线环(永久)|救赎者曲柄杖(永久)|救赎者护身符（永久)	1	0	64519=260		200=200	0=0		1	0	0	0	1	0	0	0	0						39	0	0
17	17874	791=1	0	827	佣兵零件	1	0	64519=2		200=200	0=0		1	0	0	0	1000	0	0	0	0						39	0	0
17	17875	792=1	0	1291	伙伴食物	1	0	64519=1		200=200	0=0		1	0	0	0	3000	0	0	0	0						39	0	0
17	17876	793=1	0	604	精灵觉醒药水	1	0	64519=2		200=200	0=0		1	0	0	0	3000	0	0	0	0						39	0	0
17	17877	794=1	0	603	精灵升星药水	1	0	64519=6		200=200	0=0		1	0	0	0	3000	0	0	0	0						39	0	0
17	17878	795=1	0	1024	魔化精髓	1	0	64519=2		200=200	0=0		1	0	0	0	3000	0	0	0	0						39	0	0
17	17879	796=1	0	2521	金币惊喜宝箱	1	0	64519=1		200=200	0=0		1	0	0	0	0	0	0	0	0						39	0	0
17	17882	800=1	0	65365	梦游仙境礼包	1	0	65360=600		1=200	0=0		1	0	0	0	1	0	0	0	0						40	0	0
17	17883	801=1	0	745	雷啸兑换牌	1	0	65360=1200		1=200	0=0		1	0	0	0	1	0	0	0	0						40	0	0
17	17884	802=1	0	1426	龙能石	1	0	65360=200		1=200	0=0		1	0	0	0	10	0	0	0	0						40	0	0
17	17885	803=1	0	1421	见习充能卷轴	1	0	65360=9		1=200	0=0		1	0	0	0	300	0	0	0	0						40	0	0
17	17886	804=1	0	1427	见习高级龙封卷轴	1	0	65360=30		1=200	0=0		1	0	0	0	500	0	0	0	0						40	0	0
17	17887	805=1	0	1301	精灵皇冠碎片	1	0	65360=9		1=200	0=0		1	0	0	0	100	0	0	0	0						40	0	0
17	17888	806=1	0	63034	圣光气息卷轴	1	0	65360=50		1=200	0=0		1	0	0	0	210	0	0	0	0						40	0	0
17	17889	807=1	0	193660	圣器注灵精华	1	0	65360=5		1=200	0=0		1	0	0	0	9999	0	0	0	0						40	0	0
17	17890	808=1	0	193661	圣器魔化精髓	1	0	65360=8		1=200	0=0		1	0	0	0	200	0	0	0	0						40	0	0
17	17891	809=1	0	193662	圣器突破精髓	1	0	65360=16		1=200	0=0		1	0	0	0	50	0	0	0	0						40	0	0
17	17892	810=1	0	193665	圣器高级附魔石	1	0	65360=20		1=200	0=0		1	0	0	0	15	0	0	0	0						40	0	0
17	17893	811=1	0	193666	圣器大师附魔石	1	0	65360=60		1=200	0=0		1	0	0	0	60	0	0	0	0						40	0	0
17	17894	812=1	0	841	S级佣兵专属碎片	1	0	65360=60		1=200	0=0		1	0	0	0	40	0	0	0	0						40	0	0
17	17895	813=1	0	840	A级佣兵专属碎片	1	0	65360=20		1=200	0=0		1	0	0	0	50	0	0	0	0						40	0	0
17	17896	814=1	0	839	B级佣兵专属碎片	1	0	65360=8		1=200	0=0		1	0	0	0	50	0	0	0	0						40	0	0
17	17897	815=1	0	4158	森林龙高级攻击附魔石	1	0	65360=20		1=200	0=0		1	0	0	0	6	0	0	0	0						40	0	0
17	17898	816=1	0	4161	森林龙高级防御附魔石	1	0	65360=20		1=200	0=0		1	0	0	0	6	0	0	0	0						40	0	0
17	17899	817=1	0	4162	森林龙大师攻击附魔石	1	0	65360=60		1=200	0=0		1	0	0	0	200	0	0	0	0						40	0	0
17	17900	818=1	0	4163	森林龙大师防御附魔石	1	0	65360=60		1=200	0=0		1	0	0	0	200	0	0	0	0						40	0	0
17	17901	819=1	0	6239	羁绊之心-绿龙卡拉翰	1	0	65360=30		1=200	0=0		1	0	0	0	500	0	0	0	0						40	0	0
17	17902	820=1	0	6263	羁绊之心-犬奶奶	1	0	65360=10		1=200	0=0		1	0	0	0	500	0	0	0	0						40	0	0
17	17903	821=1	0	6264	羁绊之心-犬憨憨	1	0	65360=10		1=200	0=0		1	0	0	0	500	0	0	0	0						40	0	0
17	17904	822=1	0	6265	羁绊之心-犬舔舔	1	0	65360=10		1=200	0=0		1	0	0	0	500	0	0	0	0						40	0	0
17	17905	823=1	0	6260	羁绊之心-树树	1	0	65360=10		1=200	0=0		1	0	0	0	500	0	0	0	0						40	0	0
17	17906	824=1	0	6261	羁绊之心-澍澍	1	0	65360=10		1=200	0=0		1	0	0	0	500	0	0	0	0						40	0	0
17	17907	825=1	0	6262	羁绊之心-漱漱	1	0	65360=10		1=200	0=0		1	0	0	0	500	0	0	0	0						40	0	0
17	17908	826=1	0	6257	羁绊之心-花小樱	1	0	65360=10		1=200	0=0		1	0	0	0	500	0	0	0	0						40	0	0
17	17909	827=1	0	6258	羁绊之心-花小梅	1	0	65360=10		1=200	0=0		1	0	0	0	500	0	0	0	0						40	0	0
17	17910	828=1	0	6259	羁绊之心-花小桃	1	0	65360=10		1=200	0=0		1	0	0	0	500	0	0	0	0						40	0	0
17	17911	829=1	0	6249	羁绊之心-光元素	1	0	65360=10		1=200	0=0		1	0	0	0	500	0	0	0	0						40	0	0
17	17912	830=1	0	6250	羁绊之心-火元素	1	0	65360=10		1=200	0=0		1	0	0	0	500	0	0	0	0						40	0	0
17	17913	831=1	0	6251	羁绊之心-水元素	1	0	65360=10		1=200	0=0		1	0	0	0	500	0	0	0	0						40	0	0
17	17914	832=1	0	6252	羁绊之心-暗元素	1	0	65360=10		1=200	0=0		1	0	0	0	500	0	0	0	0						40	0	0
17	17915	833=1	0	65360	至臻卡牌兑换券	1	0	65359=5		1=200	0=0		1	0	0	0	200	0	0	0	0						39	0	0
