TaskType	TaskID	PreTaskID	StepID	BranchID	ConditionType	Content	Prof	ProfLevel	TaskTime	EndTime	BeginTaskNPCID	EndTaskNPCID	RequiredLevel	ActivityID	TaskTitle	TaskDesc	InprocessDesc	BeginDesc	EndDesc	PassScene	TaskScene	TaskItem	TaskMonster	RewardItem	MailID	TaskActivity	HideTaskTitleTag	AchieveMedalLevel	TaskStateTutorial
1	25	24									41|41|41|41|41|41|41	41|41|41|41|41|41|41			黑暗精灵		去圣域废墟的魔力祭坛	有个补充飞艇能源的魔力祭坛	告诉飞艇修理员发动机丢失	302=1				1=10000|4=10000					
1	26	25									12|12|12|12|12|12|12	12|12|12|12|12|12|12			再探工厂		去袭击者埋伏点打探消息	戴卡德会长正在四处找你	把消息汇报给戴卡德会长	303=1				1=10000|4=10000					
1	27	26									12|12|12|12|12|12|12	2|2|2|2|2|2|2			捣毁机械		去捣毁改造场核心	戴卡德会长好像在担忧什么	阿尔杰塔生气的喊住了你	304=1				1=10000|4=10000					
1	28	27									2|2|2|2|2|2|2	12|12|12|12|12|12|12			打探消息		去魔物聚餐点打探一下	阿尔杰塔认识那个黑暗精灵	这背后的阴谋一定要弄清楚	305=1				1=10000|4=10000					
1	29	28									12|12|12|12|12|12|12	12|12|12|12|12|12|12			深入潜伏		去墓穴集会所打探	魔物是不是在谋划进攻呢	快把消息汇报给戴卡德会长	306=1				1=10000|4=10000					
1	30	29									12|12|12|12|12|12|12	2|2|2|2|2|2|2			一骑当千		去神殿礼拜堂消灭魔物	听听戴卡德会长的计划	阿尔杰塔询问事情的进度	307=1				1=10000|4=10000					
1	31	30									12|12|12|12|12|12|12	12|12|12|12|12|12|12			再接再厉		去融解森林消灭魔物	准备下一次战斗	再次胜利的好消息	308=1				1=10000|4=10000					
1	32	31									12|12|12|12|12|12|12	12|12|12|12|12|12|12			蜘蛛密谋		去魔法研究所消灭蜘蛛	消灭最后的魔物军队	发现巨大的阴谋	309=1				1=10000|4=10000					
1	33	32									12|12|12|12|12|12|12	12|12|12|12|12|12|12			可怕意外		前往不归之路消灭埃雷娜	去阻止埃雷娜的阴谋	水源被埃雷娜投毒污染了	310=1				1=10000|4=10000					
1	34	33									5|5|5|5|5|5|5	2|2|2|2|2|2|2			意外之吻			魔法师导师正在找你	阿尔杰塔在找你										
1	35	34									2|2|2|2|2|2|2	5|5|5|5|5|5|5			死亡往返		去死亡盆地寻找资料	收好阿尔杰塔的祝福	把资料给魔法师导师	401=1				1=10000|4=10000					
1	36	35									5|5|5|5|5|5|5	5|5|5|5|5|5|5			纯白之球		去圣域秘殿找纯白之球	去寻找纯白之球	把纯白之球送回给魔法师导师	402=1				1=10000|4=10000					
1	37	36									5|5|5|5|5|5|5	12|12|12|12|12|12|12			声名大噪		去祈祷者安息处解毒	拿纯白之球去净化毒液	告诉大家水源恢复的好消息	403=1				1=10000|4=10000					
1	38	37									2|2|2|2|2|2|2	2|2|2|2|2|2|2			黑金相逢		去韦尔顿哈鲁找杰兰特	快点去找杰兰特吧	跟阿尔杰塔汇报杰兰特的消息	404=1				1=10000|4=10000					
1	39	38									14|14|14|14|14|14|14	14|14|14|14|14|14|14			召集军队		去黑暗矿山找军队	去看看军队的消息	告诉大主教可以派兵了	405=1				1=10000|4=10000					
1	40	39									14|14|14|14|14|14|14	14|14|14|14|14|14|14			领军突击		和军队一起前进	准备带领军队出发吧	魔物拖延了军队前进的时间	406=1				1=10000|4=10000					
1	41	40									14|14|14|14|14|14|14	2|2|2|2|2|2|2			巢穴拦路		独自去汇合杰兰特吧	准备独自前进吧	把杰兰特的话带回去	407=1				1=10000|4=10000					
1	42	41									2|2|2|2|2|2|2	2|2|2|2|2|2|2			收集材料		去枯萎之地找材料	去寻找护符的材料	快把材料送给阿尔杰塔	408=1				1=10000|4=10000					
1	43	42									2|2|2|2|2|2|2	2|2|2|2|2|2|2			破除阻碍		去黑暗大君主之塔破除巢穴	拿护符去破除巢穴吧	和阿尔杰塔一起准备大决战	409=1				1=10000|4=10000					
1	44	43									2|2|2|2|2|2|2	8|8|8|8|8|8|8			双龙决战		一起去决战吧	听听阿尔杰塔的计划	去看看杰兰特的情况	410=1				1=10000|4=10000					
1	46	44									5|5|5|5|5|5|5	5|5|5|5|5|5|5			魔法秘药		去收集梦幻草	问问唤醒先知的方法	把梦幻草送过去吧	501=1				1=10000|4=20000					
1	47	46									2|2|2|2|2|2|2	39|39|39|39|39|39|39			梦中交谈			带着梦粉去见先知	使用梦粉和梦里的先知对话										
1	48	47									8|8|8|8|8|8|8	5|5|5|5|5|5|5			选择沉睡			杰兰特在一旁等你	把消息告诉魔法师导师										
1	49	48									5|5|5|5|5|5|5	5|5|5|5|5|5|5			加大剂量		去采集大量梦幻草	看来要再去采集梦幻草	把草药送去魔法师导师那	502=1				1=10000|4=20000					
1	50	49									5|5|5|5|5|5|5	14|14|14|14|14|14|14			意外发生			魔法师导师生气萝丝不愿醒来	大主教在急切的找你										
1	51	50									42|42|42|42|42|42|42	42|42|42|42|42|42|42			调查病因		去死亡城市入口收集样本	士兵们出现了奇怪的伤	把样本快送过去吧	503=1				1=10000|4=20000					
1	52	51									42|42|42|42|42|42|42	42|42|42|42|42|42|42			灾殃之雨		去死亡城市采药	纹章学者开始回忆	快把药材送回去吧	504=1				1=10000|4=20000					
1	53	52									14|14|14|14|14|14|14	14|14|14|14|14|14|14			盗匪作乱		去消灭盗匪	去问问大主教有没有办法	告诉大主教好消息	505=1				1=10000|4=20000					
1	54	53									14|14|14|14|14|14|14	14|14|14|14|14|14|14			黑龙残骸		去找寻黑龙踪迹	听大主教的委托	把黑龙翅膀给大主教	506=1				1=10000|4=20000					
1	55	54									42|42|42|42|42|42|42	42|42|42|42|42|42|42			私人委托		去沉没的货船找东西	纹章学者的私人委托	漂亮的完成了委托	507=1				1=10000|4=20000					
1	56	55									14|14|14|14|14|14|14	14|14|14|14|14|14|14			邪恶气息		快去探查一下	大主教又在找你了	把消息告诉大主教吧	508=1				1=10000|4=20000					
1	57	56									14|14|14|14|14|14|14	14|14|14|14|14|14|14			黑龙碎片		去抢回那些碎片	大主教提出了担忧	把碎片送回去吧	509=1				1=10000|4=20000					
1	58	57									14|14|14|14|14|14|14	14|14|14|14|14|14|14			海怪残骸		去海怪埋骨所	问问要不要帮忙收集材料	把找到的残骸上交大主教	510=1				1=10000|4=20000					
1	59	58									14|14|14|14|14|14|14	14|14|14|14|14|14|14			全力搜寻		再去找点残骸吧	残骸好像太少了	找到所有的残骸都送去吧	601=1				1=10000|4=30000					
1	60	59									14|14|14|14|14|14|14	14|14|14|14|14|14|14			古代卷轴		去寻找古代人卷轴	大主教的仪式还需要其他东西	终于可以举行仪式了	602=1				1=10000|4=30000					
1	61	60									8|8|8|8|8|8|8	14|14|14|14|14|14|14			不祥气息		去看看消息	耳边传来杰兰特的呼唤	大主教的坏消息，军队被袭	603=1				1=10000|4=30000					
1	62	61									14|14|14|14|14|14|14	14|14|14|14|14|14|14			灾难降临		赶快赶去事发地点	听大主教焦急的诉说	快去汇报可怕的消息	604=1				1=10000|4=30000					
1	63	62									8|8|8|8|8|8|8	8|8|8|8|8|8|8			担忧成真		为杰兰特采药	去告诉杰兰特消息吧	把药材给杰兰特	605=1				1=10000|4=30000					
1	64	63									8|8|8|8|8|8|8	8|8|8|8|8|8|8			寻找海怪		帮杰兰特探查消息	听杰兰特的委托	告诉杰兰特消息	606=1				1=10000|4=30000					
1	65	64									42|42|42|42|42|42|42	42|42|42|42|42|42|42			海盗消息		找海盗审问消息	纹章学者想要帮忙	把海盗的传说告诉斯塔西	607=1				1=10000|4=30000					
1	66	65									42|42|42|42|42|42|42	8|8|8|8|8|8|8			获得消息		去找大海盗询问消息	去找大海盗询问海路	海怪老巢的消息终于知道了	608=1				1=10000|4=30000					
1	67	66									8|8|8|8|8|8|8	8|8|8|8|8|8|8			抢夺船只		去抢一艘海盗船回来	出海还需要有船才行	准备和杰兰特一起出发吧	609=1				1=10000|4=30000					
1	68	67									8|8|8|8|8|8|8	36|36|36|36|36|36|36			悲痛离去		和杰兰特一起准备战斗吧	再次和杰兰特并肩作战	突然出现的贝思柯德	610=1				1=10000|4=30000					
1	69	68									42|42|42|42|42|42|42	42|42|42|42|42|42|42			愤怒追击		去无名暴君之墓追击	纹章学者焦急的找你	失望愤怒的返程	701=1				1=10000|4=40000					
1	70	69									42|42|42|42|42|42|42	42|42|42|42|42|42|42			噩耗连连		去凄凉之村寻找化石	纹章学者充满担心的打量你	快去问问诊断结果吧	702=1				1=10000|4=40000					
1	71	70									42|42|42|42|42|42|42	42|42|42|42|42|42|42			紧急制药		去沼泽地边界采摘药物	纹章学者充满不忍的开口	快把药物带回去吧	703=1				1=10000|4=40000					
1	72	71									12|12|12|12|12|12|12	12|12|12|12|12|12|12			复仇任务		去红胡须之岛消灭萨芬特拉	戴卡徳会长急切的喊住了你	戴卡徳会长兴奋的拉你庆祝	704=1				1=10000|4=40000					
1	73	72									36|36|36|36|36|36|36	12|12|12|12|12|12|12			刨根问底		去腐烂泥沼追上贝思柯德	去追上贝思柯德问问吧	戴卡徳会长担心的喊住你	705=1				1=10000|4=40000					
1	74	73									5|5|5|5|5|5|5	70|70|70|70|70|70|70			六大英雄之卡拉秋		前往佩奥里斯塔小屋吧	魔法师导师正焦急的等你	和卡拉秋见面	706=1				1=10000|4=40000					
1	75	74									70|70|70|70|70|70|70	18|18|18|18|18|18|18			年轻学徒		去沼泽研究所找西戴尔	卡拉秋打量着你身上的气息	和西戴尔诉说请求吧	707=1				1=10000|4=40000					
1	76	75									18|18|18|18|18|18|18	18|18|18|18|18|18|18			摘菜委托		去利物沃特码头采摘丛林蕨菜	西戴尔一脸纠结的开口	把丛林蕨菜送给西戴尔吧	708=1				1=10000|4=40000					
1	77	76									18|18|18|18|18|18|18	15|15|15|15|15|15|15			少年烦恼		去原住民部落寻找察提	西戴尔向你诉说他的苦恼	和一脸警惕的察提交谈	709=1				1=10000|4=40000					
1	78	77									18|18|18|18|18|18|18	70|70|70|70|70|70|70			爱恨情仇		去伤痕之地寻找卡拉秋	和西戴尔说你听说的消息	询问卡拉秋奇怪的男人身份	710=1				1=10000|4=40000					
1	79	78									70|70|70|70|70|70|70	18|18|18|18|18|18|18			禁忌法师		去魔法爆发废墟寻找卡拉翰	卡拉秋痛苦愤恨的向你拜托	把听到察提的消息告诉西戴尔	801=1				1=10000|4=50000					
1	80	79									70|70|70|70|70|70|70	18|18|18|18|18|18|18			怪物之手		去古代图书馆寻找察提	卡拉秋在喊你过去	西戴尔惊慌失措的自言自语	802=1				1=10000|4=50000					
1	81	80									70|70|70|70|70|70|70	18|18|18|18|18|18|18			卡拉秋的猜测			把事情经过告诉卡拉秋	西戴尔颇为自责的听你说话										
1	82	81									15|15|15|15|15|15|15	18|18|18|18|18|18|18			中毒的族人		去古代图书馆东边寻找察提	把西戴尔的歉意转达给察提	西戴尔似乎很是担心察提	803=1				1=10000|4=50000					
1	83	82									15|15|15|15|15|15|15	15|15|15|15|15|15|15			族长去世		陪察提去古代武器库找爷爷	察提似乎对西戴尔有些不满	见到悲伤哭泣的察提	804=1				1=10000|4=50000					
1	84	83									18|18|18|18|18|18|18	18|18|18|18|18|18|18			生离死别		和西戴尔去原住民圣地找察提	西戴尔着急的打听察提的消息	告诉西戴尔不幸的消息	805=1				1=10000|4=50000					
1	85	84									70|70|70|70|70|70|70	36|36|36|36|36|36|36			又见黑骑士		去圣地遗址看看西戴尔	卡拉秋对西戴尔很是担忧	贝思柯德拦住了你	806=1				1=10000|4=50000					
1	86	85									70|70|70|70|70|70|70	18|18|18|18|18|18|18			英雄往事			听听卡拉秋的回忆	再去见见西戴尔吧										
1	87	86									70|70|70|70|70|70|70	36|36|36|36|36|36|36			使徒故事		去古代武器库东边找贝思柯德	和卡拉秋说说你的担忧	听听贝思柯德想说什么	807=1				1=10000|4=50000					
1	88	87									70|70|70|70|70|70|70	18|18|18|18|18|18|18			极端措施		去原住民村落消灭变异的居民	卡拉秋询问贝思柯德的目的	告诉西戴尔这个残忍的消息	808=1				1=10000|4=50000					
1	89	88									18|18|18|18|18|18|18	70|70|70|70|70|70|70			吊唁借口		去沼泽最深处采摘丛林蕨菜	西戴尔语气低沉的拜托你	西戴尔好像不见了	809=1				1=10000|4=50000					
1	90	89									70|70|70|70|70|70|70	18|18|18|18|18|18|18			卡拉秋之死		跟卡拉秋去古代武器库西边	卡拉秋担心西戴尔的安危	西戴尔痛哭流涕的道歉	810=1				1=10000|4=50000					
1	91	90									5|5|5|5|5|5|5	5|5|5|5|5|5|5			怒火追凶		去陨石碎片区采药	魔法师导师悲痛欲绝	魔法师导师眼中燃烧着怒火	901=1				1=10000|4=60000					
1	92	91									18|18|18|18|18|18|18	18|18|18|18|18|18|18			绿龙迫近		去坠落地峡谷查看封印图腾	西戴尔眼中充满斗志	汇报图腾被毁的坏消息	902=1				1=10000|4=60000					
1	93	92									18|18|18|18|18|18|18	18|18|18|18|18|18|18			最后的图腾		去部落发源地寻找封印图腾	获得最后一个图腾的消息	把卡拉翰的消息告诉西戴尔	903=1				1=10000|4=60000					
1	94	93									18|18|18|18|18|18|18	18|18|18|18|18|18|18			复仇之战		去绿龙森林和卡拉翰决战吧	复仇的战斗即将来临	终于消灭了卡拉翰	904=1				1=10000|4=60000					
1	95	94									1|1|1|1|1|1|1	1|1|1|1|1|1|1			英雄到来		去英魂之地寻找神秘战士	钱德勒导师有事情找你	把见到的外貌描述给钱德勒	905=1				1=10000|4=60000					
1	96	95									18|18|18|18|18|18|18	18|18|18|18|18|18|18			寻找传奇		去英魂峡谷寻找巴尔纳	西戴尔惊喜的邀请巴尔纳	西戴尔介绍一位神秘客人	906=1				1=10000|4=60000					
1	97	96									11|11|11|11|11|11|11	11|11|11|11|11|11|11			另一位英雄		去复苏丛林寻找消息	特拉玛依非常高兴认识你	特拉玛依让你去找神秘人物	907=1				1=10000|4=60000					
1	98	97									71|71|71|71|71|71|71	11|11|11|11|11|11|11			惊喜重逢		和萝丝一起去迷途者沼泽	惊喜的见到了失踪的萝丝	特拉玛依回忆怎么找寻到先知	908=1				1=10000|4=60000					
1	99	98									71|71|71|71|71|71|71	11|11|11|11|11|11|11			疑点重重		去复苏丛林深处寻找贝思柯德	萝丝提出了她的怀疑	特拉玛依也在怀疑贝思柯德	909=1				1=10000|4=60000					
1	100	99									71|71|71|71|71|71|71	71|71|71|71|71|71|71			层层疑云		迅速赶往泥沼之岛	萝丝从梦中获得了预言	萝丝哭着说出自己的困扰	910=1				1=10000|4=60000					
1	101	100									11|11|11|11|11|11|11	11|11|11|11|11|11|11			依靠自己		去女王峡谷附近寻找巴尔纳	特拉玛依认真的拜托你	特拉玛依担心先知的情况	11001=1				1=10000|4=70000					
1	102	101									71|71|71|71|71|71|71	71|71|71|71|71|71|71			思念寄托		到毒蝴蝶山采编织草药	萝丝哭着诉说思念	萝丝拜托你把玩偶送过去	11002=1				1=10000|4=70000					
1	103	102									24|24|24|24|24|24|24	71|71|71|71|71|71|71			坚强姐妹			把手工玩偶送给莉莉	把莉莉的话转告萝丝										
1	104	103									11|11|11|11|11|11|11	18|18|18|18|18|18|18			寻找外援			特拉玛依在询问萝丝情况	去拜托西戴尔帮忙调查										
1	105	104									18|18|18|18|18|18|18	36|36|36|36|36|36|36			神秘人物		去迷雾崖底见一下神秘人物	西戴尔提到了一个神秘人物	贝思柯德有消息要告诉你	11003=1				1=10000|4=70000					
1	106	105									11|11|11|11|11|11|11	11|11|11|11|11|11|11			古代人宝物		去虚伪沼泽寻找镜子	特拉玛依思考别的办法	告诉特拉玛依探查的情况	11004=1				1=10000|4=70000					
1	107	106									18|18|18|18|18|18|18	18|18|18|18|18|18|18			视而不见		去陨石碎屑区寻找陨石碎片	西戴尔告知真实之镜的资料	把陨石碎片拿给西戴尔	11005=1				1=10000|4=70000					
1	108	107									18|18|18|18|18|18|18	18|18|18|18|18|18|18			突变之眼		去突变怪物丛林寻找突变之眼	西戴尔指出突变之眼的所在	把突变之眼带回给西戴尔	11006=1				1=10000|4=70000					
1	109	108									18|18|18|18|18|18|18	11|11|11|11|11|11|11			真实之镜		去虚伪沼泽中心寻找镜子	西戴尔制作出了虚伪假面	把真实之镜带回给特拉玛依	11007=1				1=10000|4=70000					
1	110	109									11|11|11|11|11|11|11	11|11|11|11|11|11|11			沉痛的背叛		去迷雾崖底深处拯救巴尔纳	特拉玛依非常高兴	萝丝的背叛让所有人都震惊了	11008=1				1=10000|4=70000					
1	111	110									36|36|36|36|36|36|36	11|11|11|11|11|11|11			重大打击			贝思柯德的情况非常危急	特拉玛依担忧贝思柯德的伤					1=10000|4=70000					
1	112	111									11|11|11|11|11|11|11	11|11|11|11|11|11|11			紧急抢救		去药草丛林给贝思柯德采药	特拉玛依拜托你去采药	把药草送回给特拉玛依	11009=1				1=10000|4=70000					
1	113	112									9|9|9|9|9|9|9	9|9|9|9|9|9|9			证明力量		消灭劫匪荒漠的魔物强盗	黑暗女神官需要你证明自己	告诉黑暗女神官任务完成了	11010=1				1=10000|4=70000					
1	114	113									9|9|9|9|9|9|9	9|9|9|9|9|9|9			谨慎前往		小心查看荒漠无人区的道路	黑暗女神官指出了前往的路	把奇怪的尸体消息汇报回去	11101=1				1=10000|4=80000					
1	115	114									73|73|73|73|73|73|73	9|9|9|9|9|9|9			死而复生		去无人区深处追上迷之少女	发现了长相一样的迷之少女	把不可思议的消息汇报一下	11102=1				1=10000|4=80000					
1	116	115									9|9|9|9|9|9|9	73|73|73|73|73|73|73			初次交谈		去绝境荒漠寻找迷之少女	黑暗女神官不相信死而复生	迷之少女看起来充满了警惕	11103=1				1=10000|4=80000					
1	117	116									73|73|73|73|73|73|73	73|73|73|73|73|73|73			匪夷所思		到流沙障碍区去听取说明	迷之少女审视的看着你	看起来做好了解释的准备	11104=1				1=10000|4=80000					
1	118	117									73|73|73|73|73|73|73	73|73|73|73|73|73|73			无法理解		去时空紊乱区域查看情况	完全没有听懂离奇的故事	似乎确实发生了一些事情	11105=1				1=10000|4=80000					
1	119	118									9|9|9|9|9|9|9	73|73|73|73|73|73|73			主动接触		去紊乱中心再找迷之少女	黑暗女神官把事情拜托给你	又遇上了迷之少女	11106=1				1=10000|4=80000					
1	120	119									73|73|73|73|73|73|73	73|73|73|73|73|73|73			军团到来		去溶蚀荒漠侦查未来人军队	听闻了未来人军团的坏消息	和迷之少女讨论情况	11107=1				1=10000|4=80000					
1	121	120									11|11|11|11|11|11|11	11|11|11|11|11|11|11			严阵以待		到古代神庙遗迹探查信息	特拉玛依很重视未来人军团	把探查情况告诉特拉玛依吧	11108=1				1=10000|4=80000					
1	122	121									12|12|12|12|12|12|12	73|73|73|73|73|73|73			战斗和牺牲		快去怪异沙地寻找迷之少女	戴卡徳会长非常的兴奋	迷之少女在悲伤的哭泣	11109=1				1=10000|4=80000					
1	123	122									73|73|73|73|73|73|73	11|11|11|11|11|11|11			营救任务		去基地俘虏区营救部队	少女通知了非常重要的消息	把救回部队的消息汇报教皇	11110=1				1=10000|4=80000					
1	124	123									11|11|11|11|11|11|11	73|73|73|73|73|73|73			黛西失踪		前往泰努阿尔神殿见少女	特拉玛依拜托你去传递消息	发生了挟持平民的情况	11201=1				1=10000|4=90000					
1	125	124									73|73|73|73|73|73|73	73|73|73|73|73|73|73			营救失败		去消失的满月沙漠救人	迷之少女催促快点开始行动	需要新的消息才能继续行动	11202=1				1=10000|4=90000					
1	126	125									12|12|12|12|12|12|12	74|74|74|74|74|74|74			百合花初见		去绿洲岛屿探查消息	戴卡徳会长获得了消息	遇到了未来人军团的首领	11203=1				1=10000|4=90000					
1	127	126									73|73|73|73|73|73|73	73|73|73|73|73|73|73			身世之谜		去巨蛛领主之巢搜集物品	把百合花的消息告诉少女	迷之少女在进行看不懂的操作	11204=1				1=10000|4=90000					
1	128	127									73|73|73|73|73|73|73	74|74|74|74|74|74|74			龙的力量		去被占领的古代寺院查看	事态变的更为严重了	百合花再次消失在眼前	11205=1				1=10000|4=90000					
1	129	128									12|12|12|12|12|12|12	74|74|74|74|74|74|74			危机到来		去石化殿堂营救黛西	必须获得更准确的信息	没能阻止黛西的牺牲	11206=1				1=10000|4=90000					
1	130	129									73|73|73|73|73|73|73	73|73|73|73|73|73|73			军团覆灭		去百合花基地决战	喊上谜之少女一同决战吧	获得了一块龙之宝玉	11207=1				1=10000|4=90000					
1	131	130									11|11|11|11|11|11|11	9|9|9|9|9|9|9			龙玉归处		去沙尘之海见黑暗女神官	把龙之宝玉带给教皇看看	黑暗女神官对宝玉很是慎重	11208=1				1=10000|4=90000					
1	132	131									9|9|9|9|9|9|9	9|9|9|9|9|9|9			鉴定堕落		去砂石深渊收集材料	黑暗女神官希望鉴定一下	让黑暗女神官进行最后鉴定吧	11209=1				1=10000|4=90000					
1	133	132									11|11|11|11|11|11|11	11|11|11|11|11|11|11			改过机会		去阿勒努特峡谷	教皇希望最后尝试一下药草	必须使用龙之宝玉的力量了	11210=1				1=10000|4=90000					
1	134	133									36|36|36|36|36|36|36	36|36|36|36|36|36|36			善恶之辩		去暗影沙地找暗影草根	将龙之宝玉交给贝思柯德	把暗影草根送给贝思柯德	11301=1				1=10000|4=110000					
1	135	134									11|11|11|11|11|11|11	11|11|11|11|11|11|11			叛徒行踪		去满月沙漠调查一下	教皇发现了叛徒的消息	快找教皇去追击伊格纳西奥	11302=1				1=10000|4=110000					
1	136	135									36|36|36|36|36|36|36	36|36|36|36|36|36|36			首次并肩		去月光林地看看情况	告诉贝思柯德一起出手	贝思柯德发现了阴谋	11303=1				1=10000|4=110000					
1	137	136									36|36|36|36|36|36|36	36|36|36|36|36|36|36			兵贵神速		去精灵小道探听消息	贝思柯德吩咐赶快打探消息	确实发现了龙之追随者	11304=1				1=10000|4=110000					
1	138	137									11|11|11|11|11|11|11	11|11|11|11|11|11|11			将计就计		去精灵小道深处战斗	教皇定下了新的战斗计划	看看计划是否成功	11305=1				1=10000|4=110000					
1	139	138									36|36|36|36|36|36|36	36|36|36|36|36|36|36			黑骑士出马		去暗金废弃矿山采矿石	贝思柯德不屑的批评	把矿石带回给贝思柯德	11306=1				1=10000|4=110000					
1	140	139									36|36|36|36|36|36|36	36|36|36|36|36|36|36			情况不妙		去邪影废村遗迹吸引注意	准备和贝思柯德一起出发	贝思柯德带来了坏消息	11307=1				1=10000|4=110000					
1	141	140									11|11|11|11|11|11|11	11|11|11|11|11|11|11			精灵的危机		到黄金草原边缘调查一下	汇报教皇新的情况	教皇有新的消息告诉你	11308=1				1=10000|4=110000					
1	142	141									2|2|2|2|2|2|2	2|2|2|2|2|2|2			久别重逢		去金色林地消灭魔物	惊喜的又见到了阿尔杰塔	把发现的线索告诉阿尔杰塔	11309=1				1=10000|4=110000					
1	143	142									2|2|2|2|2|2|2	2|2|2|2|2|2|2			采集样品		去被污染的金色林地追击	阿尔杰塔吩咐了新的任务	把毒药样品带给阿尔杰塔	11310=1				1=10000|4=110000					
1	144	143									2|2|2|2|2|2|2	2|2|2|2|2|2|2			郑重警告		去银叶森林送信吧	阿尔杰塔吩咐你去送信	完成任务去找阿尔杰塔吧	11401=1				1=10000|4=120000					
1	145	144									2|2|2|2|2|2|2	71|71|71|71|71|71|71			快速探查		去落叶银滩涂找一找	阿尔杰塔发现了新的痕迹	意外见到了叛徒萝丝	11402=1				1=10000|4=120000					
1	146	145									2|2|2|2|2|2|2	2|2|2|2|2|2|2			寻找毒源		到黄金树溪流寻找痕迹	把叛徒萝丝的消息汇报回去	似乎痕迹都被人抹除了	11403=1				1=10000|4=120000					
1	147	146									122|122|122|122|122|122|122	2|2|2|2|2|2|2			陌生而熟悉		去精灵宝库寻找遗物	出现了陌生而熟悉的金发少年	阿尔杰塔喊住了你	11404=1				1=10000|4=120000					
1	148	147									2|2|2|2|2|2|2	2|2|2|2|2|2|2			红龙的消息		去精灵宝库后门检查	阿尔杰塔严肃的下令	快把重大消息带回去	11405=1				1=10000|4=120000					
1	149	148									122|122|122|122|122|122|122	122|122|122|122|122|122|122			意外的转生		跟去密道峡谷吧	金发少年不满的发言	小杰兰特愤怒的叫住你	11406=1				1=10000|4=120000					
1	150	149									122|122|122|122|122|122|122	2|2|2|2|2|2|2			莽撞的行动		跟去流金峡谷口	小杰兰特再次准备出发	阿尔杰塔叫住垂头丧气的你	11407=1				1=10000|4=120000					
1	151	150									2|2|2|2|2|2|2	122|122|122|122|122|122|122			受挫的少年		去精灵王瀑布找小杰兰特	阿尔杰塔非常的恼火生气	遇到了一脸懊恼的小杰兰特	11408=1				1=10000|4=120000					
1	152	151									11|11|11|11|11|11|11	122|122|122|122|122|122|122			共同努力		到秘法森林深处寻找叛徒	快去和教皇诉说现在的情况	小杰兰特来看了看你的情况	11409=1				1=10000|4=120000					
1	153	152									122|122|122|122|122|122|122	11|11|11|11|11|11|11			傲娇少年		去魔力紊乱荒原验证情况	小杰兰特大声的自言自语	去给教皇汇报战报吧	11410=1				1=10000|4=120000					
1	154	153									11|11|11|11|11|11|11	2|2|2|2|2|2|2			再次拜访		穿过神秘洞穴吧	教皇让你再去问问情况	见见一脸不耐烦的阿尔杰塔	11501=1				1=10000|4=130000					
1	155	154									2|2|2|2|2|2|2	2|2|2|2|2|2|2			巨石碑的秘闻		快去黑暗峡谷	阿尔杰塔准备给你轻松的工作	去问问阿尔杰塔现在的情况	11502=1				1=10000|4=130000					
1	156	155									2|2|2|2|2|2|2	2|2|2|2|2|2|2			防患未然		到黑山小道深处查看一下	生命之树面临巨大危机	把听到的消息汇报阿尔杰塔	11503=1				1=10000|4=130000					
1	157	156									2|2|2|2|2|2|2	2|2|2|2|2|2|2			密码信件		前往黑暗练兵场	阿尔杰塔无奈的给你任务	把密信送给阿尔杰塔吧	11504=1				1=10000|4=130000					
1	158	157									42|42|42|42|42|42|42	42|42|42|42|42|42|42			破解魔纹		去梦魇之地找找	纹章学者兴奋的接下任务	把魔纹参考给纹章学者吧	11505=1				1=10000|4=130000					
1	159	158									42|42|42|42|42|42|42	42|42|42|42|42|42|42			隐形药水		梦境流离之所	纹章学者遇到了新的难题	把显影药物送过去吧	11506=1				1=10000|4=130000					
1	160	159									2|2|2|2|2|2|2	2|2|2|2|2|2|2			错误情报		虚伪荒村	将密信的内容告诉阿尔杰塔	把追踪接头的情况汇报回来	11507=1				1=10000|4=130000					
1	161	160									122|122|122|122|122|122|122	122|122|122|122|122|122|122			莽撞少年		红色暗影埋骨之地	小杰兰特兴奋的喊住了你	劝小杰兰特稳重一点	11508=1				1=10000|4=130000					
1	162	161									2|2|2|2|2|2|2	2|2|2|2|2|2|2			银龙出发		去蜘蛛女王巢穴	去告诉阿尔杰塔现在的情况	迎接回来的阿尔杰塔	11509=1				1=10000|4=130000					
1	163	162									2|2|2|2|2|2|2	2|2|2|2|2|2|2			生命树危机		消灭亡灵栖息地魔物	阿尔杰塔询问你那边的消息	快回去找阿尔杰塔了解情况	11510=1				1=10000|4=130000					
6	1005648								2017|11|24|05|00|00	2017|11|25|05|00|01	1|6|5|35|75|123|166	1|6|5|35|75|123|166	20		感恩节传说（1/7）		快去看看	导师好像有话要对你说	听听导师的故事吧					580001=1|9005=1|584=3					
6	1005649								2017|11|25|05|00|01	2017|11|26|05|00|02	1|6|5|35|75|123|166	1|6|5|35|75|123|166	20		感恩节传说（2/7）		快去看看	导师好像有话要对你说	听听导师的故事吧					580001=1|9005=1|584=3					
6	1005650								2017|11|26|05|00|02	2017|11|27|05|00|03	1|6|5|35|75|123|166	1|6|5|35|75|123|166	20		感恩节传说（3/7）		快去看看	导师好像有话要对你说	听听导师的故事吧					580001=1|9005=1|584=3					
