ExpID	SceneID	EnemyType			Buff0	Buff1	Buff2	Buff3	Buff4	Buff5	Buff6	ChangeAttribute
1353	1353	6	绿龙来袭5-4	140	2920003=1							
1354	1354	1	绿龙来袭5-5	140	2920004=1							
1354	1354	2	绿龙来袭5-5	140	2920004=1							
1355	1355	1	绿龙来袭5-6	140	2920005=1							
1355	1355	2	绿龙来袭5-6	140	2920005=1							
1355	1355	6	绿龙来袭5-6	140	2920005=1							
1356	1356	1	绿龙来袭4-1	140	2920006=1							
1356	1356	2	绿龙来袭4-1	140	2920006=1							
1356	1356	6	绿龙来袭4-1	140	2920006=1							
1357	1357	1	绿龙来袭4-2	140	2920007=1							
1358	1358	1	绿龙来袭4-3	140	2920008=1							
1358	1358	2	绿龙来袭4-3	140	2920008=1							
1358	1358	6	绿龙来袭4-3	140	2920008=1							
1359	1359	1	绿龙来袭4-4	140	2920009=1							
1359	1359	2	绿龙来袭4-4	140	2920009=1							
1359	1359	6	绿龙来袭4-4	140	2920009=1							
1360	1360	1	绿龙来袭4-5	140	2920010=1							
1360	1360	2	绿龙来袭4-5	140	2920010=1							
1361	1361	1	绿龙来袭4-6	140	2920011=1							
1361	1361	2	绿龙来袭4-6	140	2920011=1							
1361	1361	6	绿龙来袭4-6	140	2920011=1							
1362	1362	1	绿龙来袭3-1	140	2920012=1							
1362	1362	2	绿龙来袭3-1	140	2920012=1							
1362	1362	6	绿龙来袭3-1	140	2920012=1							
1363	1363	1	绿龙来袭3-2	140	2920013=1							
1364	1364	1	绿龙来袭3-3	140	2920014=1							
1364	1364	2	绿龙来袭3-3	140	2920014=1							
1364	1364	6	绿龙来袭3-3	140	2920014=1							
1365	1365	1	绿龙来袭3-4	140	2920015=1							
1365	1365	2	绿龙来袭3-4	140	2920015=1							
1365	1365	6	绿龙来袭3-4	140	2920015=1							
1366	1366	1	绿龙来袭3-5	140	2920016=1							
1366	1366	2	绿龙来袭3-5	140	2920016=1							
1367	1367	1	绿龙来袭3-6	140	2920017=1							
1367	1367	2	绿龙来袭3-6	140	2920017=1							
1367	1367	6	绿龙来袭3-6	140	2920017=1							
1368	1368	1	绿龙来袭2-1	140	2920018=1							
1368	1368	2	绿龙来袭2-1	140	2920018=1							
1368	1368	6	绿龙来袭2-1	140	2920018=1							
1369	1369	1	绿龙来袭2-2	140	2920019=1							
1370	1370	1	绿龙来袭2-3	140	2920020=1							
1370	1370	2	绿龙来袭2-3	140	2920020=1							
1370	1370	6	绿龙来袭2-3	140	2920020=1							
1371	1371	1	绿龙来袭2-4	140	2920021=1							
1371	1371	2	绿龙来袭2-4	140	2920021=1							
1371	1371	6	绿龙来袭2-4	140	2920021=1							
1372	1372	1	绿龙来袭2-5	140	2920022=1							
1372	1372	2	绿龙来袭2-5	140	2920022=1							
1373	1373	1	绿龙来袭2-6	140	2920023=1							
1373	1373	2	绿龙来袭2-6	140	2920023=1							
1373	1373	6	绿龙来袭2-6	140	2920023=1							
1374	1374	1	绿龙来袭1-1	140	2920024=1							
1374	1374	2	绿龙来袭1-1	140	2920024=1							
1374	1374	6	绿龙来袭1-1	140	2920024=1							
1375	1375	1	绿龙来袭1-2	140	2920025=1							
1376	1376	1	绿龙来袭1-3	140	2920026=1							
1376	1376	2	绿龙来袭1-3	140	2920026=1							
1376	1376	6	绿龙来袭1-3	140	2920026=1							
1377	1377	1	绿龙来袭1-4	140	2920027=1							
1377	1377	2	绿龙来袭1-4	140	2920027=1							
1377	1377	6	绿龙来袭1-4	140	2920027=1							
1378	1378	1	绿龙来袭1-5	140	2920028=1							
1378	1378	2	绿龙来袭1-5	140	2920028=1							
1379	1379	1	绿龙来袭1-6	140	2920029=1							
1379	1379	2	绿龙来袭1-6	140	2920029=1							
1379	1379	6	绿龙来袭1-6	140	2920029=1							
1392	1392	1	绿龙再袭1-1	140	2930000=1							
1392	1392	2	绿龙再袭1-1	140	2930000=1							
1392	1392	6	绿龙再袭1-1	140	2930000=1							
1393	1393	1	绿龙再袭1-2	140	2930001=1							
1394	1394	1	绿龙再袭1-3	140	2930002=1							
1394	1394	2	绿龙再袭1-3	140	2930002=1							
1394	1394	6	绿龙再袭1-3	140	2930002=1							
1395	1395	1	绿龙再袭1-4	140	2930003=1							
1395	1395	2	绿龙再袭1-4	140	2930003=1							
1395	1395	6	绿龙再袭1-4	140	2930003=1							
1396	1396	1	绿龙再袭1-5	140	2930004=1							
1396	1396	2	绿龙再袭1-5	140	2930004=1							
1397	1397	1	绿龙再袭1-6	140	2930005=1							
1397	1397	2	绿龙再袭1-6	140	2930005=1							
1397	1397	6	绿龙再袭1-6	140	2930005=1							
1386	1386	1	绿龙再袭2-1	140	2930006=1							
1386	1386	2	绿龙再袭2-1	140	2930006=1							
1386	1386	6	绿龙再袭2-1	140	2930006=1							
1387	1387	1	绿龙再袭2-2	140	2930007=1							
1388	1388	1	绿龙再袭2-3	140	2930008=1							
1388	1388	2	绿龙再袭2-3	140	2930008=1							
1388	1388	6	绿龙再袭2-3	140	2930008=1							
1389	1389	1	绿龙再袭2-4	140	2930009=1							
1389	1389	2	绿龙再袭2-4	140	2930009=1							
1389	1389	6	绿龙再袭2-4	140	2930009=1							
1390	1390	1	绿龙再袭2-5	140	2930010=1							
1390	1390	2	绿龙再袭2-5	140	2930010=1							
1391	1391	1	绿龙再袭2-6	140	2930011=1							
1391	1391	2	绿龙再袭2-6	140	2930011=1							
1391	1391	6	绿龙再袭2-6	140	2930011=1							
1380	1380	1	绿龙再袭3-1	140	2930012=1							
1380	1380	2	绿龙再袭3-1	140	2930012=1							
1380	1380	6	绿龙再袭3-1	140	2930012=1							
1381	1381	1	绿龙再袭3-2	140	2930013=1							
1382	1382	1	绿龙再袭3-3	140	2930014=1							
1382	1382	2	绿龙再袭3-3	140	2930014=1							
1382	1382	6	绿龙再袭3-3	140	2930014=1							
1383	1383	1	绿龙再袭3-4	140	2930015=1							
1383	1383	2	绿龙再袭3-4	140	2930015=1							
1383	1383	6	绿龙再袭3-4	140	2930015=1							
1384	1384	1	绿龙再袭3-5	140	2930016=1							
1384	1384	2	绿龙再袭3-5	140	2930016=1							
1385	1385	1	绿龙再袭3-6	140	2930017=1							
1385	1385	2	绿龙再袭3-6	140	2930017=1							
1385	1385	6	绿龙再袭3-6	140	2930017=1							
1424	1424	1|2|6|17	海龙重置1-1	140								1016=-62.08|1026=-62.08|1013=-33.17
1425	1425	1|2|6	海龙重置1-2	140								1016=-62.26|1026=-62.26|1013=-62.49
1426	1426	1|2	海龙重置1-3	140								1016=-62.37|1026=-62.37|1013=-64.99
1427	1427	1|2	海龙重置1-4	140								1016=-62.51|1026=-62.51|1013=-65.25
1428	1428	1|2|6	海龙重置1-5	140								1016=-62.69|1026=-62.69|1013=-65.48
1429	1429	1|2	海龙重置1-6	140								1016=-62.93|1026=-62.93|1013=-65.69
1418	1418	1|2|6|17	海龙重置2-1	140								1016=0|1026=0|1013=0
1419	1419	1|2|6	海龙重置2-2	140								1016=0|1026=0|1013=0
1420	1420	1|2	海龙重置2-3	140								1016=0|1026=0|1013=0
1421	1421	1|2	海龙重置2-4	140								1016=0|1026=0|1013=0
1422	1422	1|2|6	海龙重置2-5	140								1016=0|1026=0|1013=0
1423	1423	1|2	海龙重置2-6	140								1016=0|1026=0|1013=0
1412	1412	1|2|6|17	海龙重置3-1	140								1016=-50.75|1026=-50.75|1013=-49.23
1413	1413	1|2|6	海龙重置3-2	140								1016=-55.01|1026=-55.01|1013=-47.28
1414	1414	1|2	海龙重置3-3	140								1016=-47.64|1026=-47.64|1013=-45.48
1415	1415	1|2	海龙重置3-4	140								1016=-43.18|1026=-43.18|1013=-43.8
1416	1416	1|2|6	海龙重置3-5	140								1016=-43.6|1026=-43.6|1013=-42.23
1417	1417	1|2|17	海龙重置3-6	140								1016=-41.24|1026=-41.24|1013=-35.26
1406	1406	1|2|6|17	海龙重置4-1	140								1016=0|1026=0|1013=0
1407	1407	1|2|6	海龙重置4-2	140								1016=0|1026=0|1013=0
1408	1408	1|2	海龙重置4-3	140								1016=0|1026=0|1013=0
1409	1409	1|2	海龙重置4-4	140								1016=0|1026=0|1013=0
1410	1410	1|2|6	海龙重置4-5	140								1016=0|1026=0|1013=0
1411	1411	1|2|17	海龙重置4-6	140								1016=0|1026=0|1013=0
1400	1400	1|2|6|17	海龙重置5-1	140								1016=0|1026=0|1013=0
1401	1401	1|2|6	海龙重置5-2	140								1016=0|1026=0|1013=0
1402	1402	1|2	海龙重置5-3	140								1016=0|1026=0|1013=0
1403	1403	1|2	海龙重置5-4	140								1016=0|1026=0|1013=0
1404	1404	1|2|6	海龙重置5-5	140								1016=0|1026=0|1013=0
1405	1405	1|2|6	海龙重置5-6	140								1016=0|1026=0|1013=0
1454	1454	1|2|6	时光绿龙5-1	140								1016=0|1026=0|1013=0
1455	1455	1	时光绿龙5-2	140								1016=0|1026=0|1013=0
1456	1456	1|2|6	时光绿龙5-3	140								1016=0|1026=0|1013=0
1457	1457	1|2|6	时光绿龙5-4	140								1016=0|1026=0|1013=0
1458	1458	1|2	时光绿龙5-5	140								1016=0|1026=0|1013=0
1459	1459	1|2|6	时光绿龙5-6	140								1016=0|1026=0|1013=0
1448	1448	1|2|6	时光绿龙4-1	140								1016=-41.68|1026=-41.68|1013=-59.44
1449	1449	1	时光绿龙4-2	140								1016=-38.99|1026=-38.99|1013=-72.84
1450	1450	1|2|6	时光绿龙4-3	140								1016=-43.31|1026=-43.31|1013=-79.64
1451	1451	1|2|6	时光绿龙4-4	140								1016=-49.78|1026=-49.78|1013=-82.92
1452	1452	1|2	时光绿龙4-5	140								1016=-56.48|1026=-56.48|1013=-86.76
1453	1453	1|2|6	时光绿龙4-6	140								1016=-51.48|1026=-51.48|1013=-90.03
1442	1442	1|2|6	时光绿龙3-1	140								1016=-77.83|1026=-77.83|1013=-79.41
1443	1443	1	时光绿龙3-2	140								1016=-76.31|1026=-76.31|1013=-85.68
1444	1444	1|2|6	时光绿龙3-3	140								1016=-77.51|1026=-77.51|1013=-88.9
1445	1445	1|2|6	时光绿龙3-4	140								1016=-79.74|1026=-79.74|1013=-90.4
1446	1446	1|2	时光绿龙3-5	140								1016=-82.22|1026=-82.22|1013=-92.35
1447	1447	1|2|6	时光绿龙3-6	140								1016=-78.59|1026=-78.59|1013=-93.54
1436	1436	1|2|6	时光绿龙2-1	140								1016=-88.38|1026=-88.38|1013=-89.02
1437	1437	1	时光绿龙2-2	140								1016=-87|1026=-87|1013=-91.94
1438	1438	1|2|6	时光绿龙2-3	140								1016=-87.18|1026=-87.18|1013=-93.46
1439	1439	1|2|6	时光绿龙2-4	140								1016=-88.08|1026=-88.08|1013=-94.12
1440	1440	1|2	时光绿龙2-5	140								1016=-89.26|1026=-89.26|1013=-95.16
1441	1441	1|2|6	时光绿龙2-6	140								1016=-87.68|1026=-87.68|1013=-96.15
1430	1430	1|2|6	时光绿龙1-1	140								1016=-95.59|1026=-95.59|1013=-95.11
1431	1431	1	时光绿龙1-2	140								1016=-95.09|1026=-95.09|1013=-96.44
1432	1432	1|2|6	时光绿龙1-3	140								1016=-95.18|1026=-95.18|1013=-97.14
1433	1433	1|2|6	时光绿龙1-4	140								1016=-95.53|1026=-95.53|1013=-97.45
1434	1434	1|2	时光绿龙1-5	140								1016=-95.99|1026=-95.99|1013=-97.91
1435	1435	1|2|6	时光绿龙1-6	140								1016=-95.43|1026=-95.43|1013=-98.35
1484	1484	1|6	时光沙龙5-1	140								1016=0|1026=0|1013=0
1485	1485	1|2	时光沙龙5-2	140								1016=0|1026=0|1013=0
1486	1486	1|2	时光沙龙5-3	140								1016=0|1026=0|1013=0
1487	1487	1|2	时光沙龙5-4	140								1016=0|1026=0|1013=0
1488	1488	1|2|5|6	时光沙龙5-5	140								1016=0|1026=0|1013=0
1489	1489	1|2|6	时光沙龙5-6	140								1016=0|1026=0|1013=0
1478	1478	1|6	时光沙龙4-1	140								1016=-45.53|1026=-45.53|1013=-58.37
1479	1479	1|2	时光沙龙4-2	140								1016=-47.14|1026=-47.14|1013=-73.29
1480	1480	1|2	时光沙龙4-3	140								1016=-47.11|1026=-47.11|1013=-79.71
1481	1481	1|2	时光沙龙4-4	140								1016=-49.52|1026=-49.52|1013=-81.98
1482	1482	1|2|5|6	时光沙龙4-5	140								1016=-50.67|1026=-50.67|1013=-85.9
1483	1483	1|2|6	时光沙龙4-6	140								1016=-50.75|1026=-50.75|1013=-89.29
1472	1472	1|6	时光沙龙3-1	140								1016=-76.94|1026=-76.94|1013=-78.34
1473	1473	1|2	时光沙龙3-2	140								1016=-78.05|1026=-78.05|1013=-85.62
1474	1474	1|2	时光沙龙3-3	140								1016=-77.81|1026=-77.81|1013=-88.74
1475	1475	1|2	时光沙龙3-4	140								1016=-78.19|1026=-78.19|1013=-89.71
1476	1476	1|2|5|6	时光沙龙3-5	140								1016=-78.67|1026=-78.67|1013=-91.74
1477	1477	1|2|6	时光沙龙3-6	140								1016=-76.19|1026=-76.19|1013=-93.03
1466	1466	1|6	时光沙龙2-1	140								1016=-88.49|1026=-88.49|1013=-89.62
1467	1467	1|2	时光沙龙2-2	140								1016=-88.22|1026=-88.22|1013=-92.67
1468	1468	1|2	时光沙龙2-3	140								1016=-87.89|1026=-87.89|1013=-93.95
1469	1469	1|2	时光沙龙2-4	140								1016=-87.7|1026=-87.7|1013=-94.22
1470	1470	1|2|5|6	时光沙龙2-5	140								1016=-87.71|1026=-87.71|1013=-95.18
1471	1471	1|2|6	时光沙龙2-6	140								1016=-87.18|1026=-87.18|1013=-96.12
1460	1460	1|6	时光沙龙1-1	140								1016=-95.7|1026=-95.7|1013=-95.34
1461	1461	1|2	时光沙龙1-2	140								1016=-95.45|1026=-95.45|1013=-96.73
1462	1462	1|2	时光沙龙1-3	140								1016=-95.27|1026=-95.27|1013=-97.33
1463	1463	1|2	时光沙龙1-4	140								1016=-95.01|1026=-95.01|1013=-97.46
1464	1464	1|2|5|6	时光沙龙1-5	140								1016=-95.04|1026=-95.04|1013=-97.9
1465	1465	1|2|6	时光沙龙1-6	140								1016=-94.91|1026=-94.91|1013=-98.32
11487	1487	-1	时光沙龙5-4	140								26261=0
11481	1481	-1	时光沙龙4-4	140								26261=-0.33
11475	1475	-1	时光沙龙3-4	140								26261=-0.57
11469	1469	-1	时光沙龙2-4	140								26261=-0.73
11463	1463	-1	时光沙龙1-4	140								26261=-0.86
21487	1487	-1	时光沙龙5-4	140								21426=0
21481	1481	-1	时光沙龙4-4	140								21426=-0.33
21475	1475	-1	时光沙龙3-4	140								21426=-0.57
21469	1469	-1	时光沙龙2-4	140								21426=-0.73
21463	1463	-1	时光沙龙1-4	140								21426=-0.86
81000	81000	1|2|6	海龙·沙芬特拉之岛-40%	150								1016=-92.62|1026=-92.62|1013=-92.99
81001	81001	1|2|6	海龙·沙芬特拉之岛-85%	150								1016=-78.28|1026=-78.28|1013=-73.07
81002	81002	1|2|6	海龙·沙芬特拉之岛-90%	150								1016=-77.13|1026=-77.13|1013=-71.55
81003	81003	1|2|6	海龙·沙芬特拉之岛-95%	150								1016=-75.96|1026=-75.96|1013=-70
81004	81004	1|2|6	海龙·沙芬特拉之岛-100%	150								1016=-74.78|1026=-74.78|1013=-68.44
81005	81005	1|2|6	海龙·沙芬特拉之岛-105%	150								1016=-73.58|1026=-73.58|1013=-66.86
81006	81006	1|2|6	海龙·沙芬特拉之岛-110%	150								1016=-72.91|1026=-72.91|1013=-63.92
81007	81007	1|2|6	海龙·沙芬特拉之岛-115%	150								1016=-71.72|1026=-71.72|1013=-62.25
81008	81008	1|2|6	海龙·沙芬特拉之岛-120%	150								1016=-70.51|1026=-70.51|1013=-60.55
81009	81009	1|2|6	海龙·沙芬特拉之岛-125%	150								1016=-69.29|1026=-69.29|1013=-58.83
81010	81010	1|2|6	海龙·沙芬特拉之岛-130%	150								1016=-68.06|1026=-68.06|1013=-57.1
81011	81011	1|2|6	海龙·沙芬特拉之岛-135%	150								1016=-67.45|1026=-67.45|1013=-53.72
81012	81012	1|2|6	海龙·沙芬特拉之岛-140%	150								1016=-66.22|1026=-66.22|1013=-51.9
81013	81013	1|2|6	海龙·沙芬特拉之岛-145%	150								1016=-64.99|1026=-64.99|1013=-50.05
81014	81014	1|2|6	海龙·沙芬特拉之岛-150%	150								1016=-63.74|1026=-63.74|1013=-48.2
81015	81015	1|2|6	海龙·沙芬特拉之岛-155%	150								1016=-62.48|1026=-62.48|1013=-46.32
81016	81016	1|2|6	海龙·沙芬特拉之岛-160%	150								1016=-61.91|1026=-61.91|1013=-42.49
81017	81017	1|2|6	海龙·沙芬特拉之岛-165%	150								1016=-60.66|1026=-60.66|1013=-40.52
81018	81018	1|2|6	海龙·沙芬特拉之岛-170%	150								1016=-59.41|1026=-59.41|1013=-38.54
81019	81019	1|2|6	海龙·沙芬特拉之岛-175%	150								1016=-58.13|1026=-58.13|1013=-36.54
81020	81020	1|2|6	海龙·沙芬特拉之岛-180%	150								1016=-56.85|1026=-56.85|1013=-34.53
81021	81021	1|2|6	海龙·沙芬特拉之岛-185%	150								1016=-46.18|1026=-46.18|1013=-26.02
81022	81022	1|2|6	海龙·沙芬特拉之岛-190%	150								1016=-34.19|1026=-34.19|1013=-17.41
81023	81023	1|2|6	海龙·沙芬特拉之岛-195%	150								1016=-20.29|1026=-20.29|1013=-8.93
81024	81024	1|2|6	海龙·沙芬特拉之岛-200%	150								1016=0|1026=0|1013=0
81100	81100	1|2|6	海龙-黑山洞窟-40%	150								1016=-93.92|1026=-93.92|1013=-87.62
81101	81101	1|2|6	海龙-黑山洞窟-85%	150								1016=-79.97|1026=-79.97|1013=-71.31
81102	81102	1|2|6	海龙-黑山洞窟-90%	150								1016=-78.79|1026=-78.79|1013=-69.49
81103	81103	1|2|6	海龙-黑山洞窟-95%	150								1016=-77.59|1026=-77.59|1013=-67.65
81104	81104	1|2|6	海龙-黑山洞窟-100%	150								1016=-76.37|1026=-76.37|1013=-65.78
81105	81105	1|2|6	海龙-黑山洞窟-105%	150								1016=-75.14|1026=-75.14|1013=-63.88
81106	81106	1|2|6	海龙-黑山洞窟-110%	150								1016=-74.38|1026=-74.38|1013=-62.08
81107	81107	1|2|6	海龙-黑山洞窟-115%	150								1016=-73.15|1026=-73.15|1013=-60.15
81108	81108	1|2|6	海龙-黑山洞窟-120%	150								1016=-71.91|1026=-71.91|1013=-58.19
81109	81109	1|2|6	海龙-黑山洞窟-125%	150								1016=-70.65|1026=-70.65|1013=-56.2
81110	81110	1|2|6	海龙-黑山洞窟-130%	150								1016=-69.38|1026=-69.38|1013=-54.2
81111	81111	1|2|6	海龙-黑山洞窟-135%	150								1016=-68.67|1026=-68.67|1013=-52.33
81112	81112	1|2|6	海龙-黑山洞窟-140%	150								1016=-67.41|1026=-67.41|1013=-50.3
81113	81113	1|2|6	海龙-黑山洞窟-145%	150								1016=-66.14|1026=-66.14|1013=-48.24
81114	81114	1|2|6	海龙-黑山洞窟-150%	150								1016=-64.84|1026=-64.84|1013=-46.17
81115	81115	1|2|6	海龙-黑山洞窟-155%	150								1016=-63.54|1026=-63.54|1013=-44.07
81116	81116	1|2|6	海龙-黑山洞窟-160%	150								1016=-62.88|1026=-62.88|1013=-42.15
81117	81117	1|2|6	海龙-黑山洞窟-165%	150								1016=-61.59|1026=-61.59|1013=-40.03
81118	81118	1|2|6	海龙-黑山洞窟-170%	150								1016=-60.29|1026=-60.29|1013=-37.9
81119	81119	1|2|6	海龙-黑山洞窟-175%	150								1016=-58.97|1026=-58.97|1013=-35.74
81120	81120	1|2|6	海龙-黑山洞窟-180%	150								1016=-57.64|1026=-57.64|1013=-33.57
81121	81121	1|2|6	海龙-黑山洞窟-185%	150								1016=-46.91|1026=-46.91|1013=-27.21
81122	81122	1|2|6	海龙-黑山洞窟-190%	150								1016=-34.74|1026=-34.74|1013=-18.23
81123	81123	1|2|6	海龙-黑山洞窟-195%	150								1016=-20.57|1026=-20.57|1013=-9.35
81124	81124	1|2|6	海龙-黑山洞窟-200%	150								1016=0|1026=0|1013=0
81200	81200	1|2|6	海龙-熔岩岛-40%	150								1016=-93.65|1026=-93.65|1013=-93.65
81201	81201	1|2|6	海龙-熔岩岛-85%	150								1016=-79.62|1026=-79.62|1013=-78.87
81202	81202	1|2|6	海龙-熔岩岛-90%	150								1016=-78.44|1026=-78.44|1013=-77.57
81203	81203	1|2|6	海龙-熔岩岛-95%	150								1016=-77.25|1026=-77.25|1013=-76.24
81204	81204	1|2|6	海龙-熔岩岛-100%	150								1016=-76.05|1026=-76.05|1013=-74.9
81205	81205	1|2|6	海龙-熔岩岛-105%	150								1016=-74.82|1026=-74.82|1013=-73.53
81206	81206	1|2|6	海龙-熔岩岛-110%	150								1016=-74.07|1026=-74.07|1013=-70.11
81207	81207	1|2|6	海龙-熔岩岛-115%	150								1016=-72.86|1026=-72.86|1013=-68.61
81208	81208	1|2|6	海龙-熔岩岛-120%	150								1016=-71.62|1026=-71.62|1013=-67.1
81209	81209	1|2|6	海龙-熔岩岛-125%	150								1016=-70.38|1026=-70.38|1013=-65.57
81210	81210	1|2|6	海龙-熔岩岛-130%	150								1016=-69.11|1026=-69.11|1013=-64.02
81211	81211	1|2|6	海龙-熔岩岛-135%	150								1016=-68.42|1026=-68.42|1013=-59.9
81212	81212	1|2|6	海龙-熔岩岛-140%	150								1016=-67.17|1026=-67.17|1013=-58.22
81213	81213	1|2|6	海龙-熔岩岛-145%	150								1016=-65.9|1026=-65.9|1013=-56.52
81214	81214	1|2|6	海龙-熔岩岛-150%	150								1016=-64.62|1026=-64.62|1013=-54.8
81215	81215	1|2|6	海龙-熔岩岛-155%	150								1016=-63.32|1026=-63.32|1013=-53.07
81216	81216	1|2|6	海龙-熔岩岛-160%	150								1016=-62.68|1026=-62.68|1013=-48.25
81217	81217	1|2|6	海龙-熔岩岛-165%	150								1016=-61.4|1026=-61.4|1013=-46.38
81218	81218	1|2|6	海龙-熔岩岛-170%	150								1016=-60.1|1026=-60.1|1013=-44.49
81219	81219	1|2|6	海龙-熔岩岛-175%	150								1016=-58.8|1026=-58.8|1013=-42.59
81220	81220	1|2|6	海龙-熔岩岛-180%	150								1016=-57.48|1026=-57.48|1013=-40.68
81221	81221	1|2|6	海龙-熔岩岛-185%	150								1016=-46.76|1026=-46.76|1013=-31.02
81222	81222	1|2|6	海龙-熔岩岛-190%	150								1016=-34.63|1026=-34.63|1013=-22.61
81223	81223	1|2|6	海龙-熔岩岛-195%	150								1016=-20.52|1026=-20.52|1013=-9.26
81224	81224	1|2|6	海龙-熔岩岛-200%	150								1016=0|1026=0|1013=0
81300	81300	1|2|6	海龙-蜥蜴人栖息地-40%	150								1016=-93.39|1026=-93.39|1013=-93.97
81301	81301	1|2|6	海龙-蜥蜴人栖息地-85%	150								1016=-79.28|1026=-79.28|1013=-78.48
81302	81302	1|2|6	海龙-蜥蜴人栖息地-90%	150								1016=-78.11|1026=-78.11|1013=-77.17
81303	81303	1|2|6	海龙-蜥蜴人栖息地-95%	150								1016=-76.92|1026=-76.92|1013=-75.85
81304	81304	1|2|6	海龙-蜥蜴人栖息地-100%	150								1016=-75.72|1026=-75.72|1013=-74.52
81305	81305	1|2|6	海龙-蜥蜴人栖息地-105%	150								1016=-74.5|1026=-74.5|1013=-73.16
81306	81306	1|2|6	海龙-蜥蜴人栖息地-110%	150								1016=-73.78|1026=-73.78|1013=-69.72
81307	81307	1|2|6	海龙-蜥蜴人栖息地-115%	150								1016=-72.56|1026=-72.56|1013=-68.23
81308	81308	1|2|6	海龙-蜥蜴人栖息地-120%	150								1016=-71.34|1026=-71.34|1013=-66.72
81309	81309	1|2|6	海龙-蜥蜴人栖息地-125%	150								1016=-70.1|1026=-70.1|1013=-65.2
81310	81310	1|2|6	海龙-蜥蜴人栖息地-130%	150								1016=-68.84|1026=-68.84|1013=-63.66
81311	81311	1|2|6	海龙-蜥蜴人栖息地-135%	150								1016=-68.17|1026=-68.17|1013=-59.54
81312	81312	1|2|6	海龙-蜥蜴人栖息地-140%	150								1016=-66.93|1026=-66.93|1013=-57.87
81313	81313	1|2|6	海龙-蜥蜴人栖息地-145%	150								1016=-65.67|1026=-65.67|1013=-56.18
81314	81314	1|2|6	海龙-蜥蜴人栖息地-150%	150								1016=-64.39|1026=-64.39|1013=-54.47
81315	81315	1|2|6	海龙-蜥蜴人栖息地-155%	150								1016=-63.11|1026=-63.11|1013=-52.75
81316	81316	1|2|6	海龙-蜥蜴人栖息地-160%	150								1016=-62.49|1026=-62.49|1013=-47.93
81317	81317	1|2|6	海龙-蜥蜴人栖息地-165%	150								1016=-61.21|1026=-61.21|1013=-46.07
81318	81318	1|2|6	海龙-蜥蜴人栖息地-170%	150								1016=-59.93|1026=-59.93|1013=-44.2
81319	81319	1|2|6	海龙-蜥蜴人栖息地-175%	150								1016=-58.63|1026=-58.63|1013=-42.32
81320	81320	1|2|6	海龙-蜥蜴人栖息地-180%	150								1016=-57.32|1026=-57.32|1013=-40.41
81321	81321	1|2|6	海龙-蜥蜴人栖息地-185%	150								1016=-46.61|1026=-46.61|1013=-30.79
81322	81322	1|2|6	海龙-蜥蜴人栖息地-190%	150								1016=-34.51|1026=-34.51|1013=-22.46
81323	81323	1|2|6	海龙-蜥蜴人栖息地-195%	150								1016=-20.46|1026=-20.46|1013=-9.18
81324	81324	1|2|6	海龙-蜥蜴人栖息地-200%	150								1016=0|1026=0|1013=0
81400	81400	1|2|6	海龙-龙骨荒漠-40%	150								1016=-93.13|1026=-93.13|1013=-93.49
81401	81401	1|2|6	海龙-龙骨荒漠-85%	150								1016=-78.94|1026=-78.94|1013=-77.24
81402	81402	1|2|6	海龙-龙骨荒漠-90%	150								1016=-77.78|1026=-77.78|1013=-75.89
81403	81403	1|2|6	海龙-龙骨荒漠-95%	150								1016=-76.6|1026=-76.6|1013=-74.53
81404	81404	1|2|6	海龙-龙骨荒漠-100%	150								1016=-75.4|1026=-75.4|1013=-73.15
81405	81405	1|2|6	海龙-龙骨荒漠-105%	150								1016=-74.19|1026=-74.19|1013=-71.75
81406	81406	1|2|6	海龙-龙骨荒漠-110%	150								1016=-73.48|1026=-73.48|1013=-68.45
81407	81407	1|2|6	海龙-龙骨荒漠-115%	150								1016=-72.28|1026=-72.28|1013=-66.93
81408	81408	1|2|6	海龙-龙骨荒漠-120%	150								1016=-71.06|1026=-71.06|1013=-65.39
81409	81409	1|2|6	海龙-龙骨荒漠-125%	150								1016=-69.82|1026=-69.82|1013=-63.84
81410	81410	1|2|6	海龙-龙骨荒漠-130%	150								1016=-68.58|1026=-68.58|1013=-62.27
81411	81411	1|2|6	海龙-龙骨荒漠-135%	150								1016=-67.92|1026=-67.92|1013=-58.36
81412	81412	1|2|6	海龙-龙骨荒漠-140%	150								1016=-66.69|1026=-66.69|1013=-56.66
81413	81413	1|2|6	海龙-龙骨荒漠-145%	150								1016=-65.43|1026=-65.43|1013=-54.95
81414	81414	1|2|6	海龙-龙骨荒漠-150%	150								1016=-64.17|1026=-64.17|1013=-53.23
81415	81415	1|2|6	海龙-龙骨荒漠-155%	150								1016=-62.89|1026=-62.89|1013=-51.49
81416	81416	1|2|6	海龙-龙骨荒漠-160%	150								1016=-62.29|1026=-62.29|1013=-46.95
81417	81417	1|2|6	海龙-龙骨荒漠-165%	150								1016=-61.03|1026=-61.03|1013=-45.09
81418	81418	1|2|6	海龙-龙骨荒漠-170%	150								1016=-59.75|1026=-59.75|1013=-43.21
81419	81419	1|2|6	海龙-龙骨荒漠-175%	150								1016=-58.46|1026=-58.46|1013=-41.32
81420	81420	1|2|6	海龙-龙骨荒漠-180%	150								1016=-57.15|1026=-57.15|1013=-39.41
81421	81421	1|2|6	海龙-龙骨荒漠-185%	150								1016=-46.46|1026=-46.46|1013=-30.16
