actid	taskid	tasktype	taskson	taskfather	title	basetask	num	cnt	items	autogetandreset	icon	type	belong	jump	arg	chapterFather
2	1121	2		1120	迎春木	13	9178|1									
2	1122	2		1120	樱花	13	9179|10									
11	1192	0			完成20个日常小任务	23	1|20	20	31=500			2	1	886		
11	1195	0			累积参加5次世界BOSS	3	5	5	31=500			2	1	524		
11	1198	0			累计登陆天数14天	5	14	14	31=500			2	1	353		
11	1199	0			通关龙穴30次	15	18|30	30	31=500			2	1	526		
11	1200	0			通关物资筹备60次	38	60|61001|61002|61003|61004|61005|61006|61007|61008|61009|61010|61011|61012|61013|61014|61015|61016|61017|61018|61019|61020|61021|61022|61101|61102|61103|61104|61105|61106|61107|61108|61109|61110|61111|61112|61113|61114|61115|61116|61117|61118|61119|61120|61121|61122|61201|61202|61203|61204|61205|61206|61207|61208|61209|61210|61211|61212|61213|61214|61215|61216|61217|61218|61219|61220|61221|61222|61301|61302|61303|61304|61305|61306|61307|61308|61309|61310|61311|61312|61313|61314|61315|61316|61317|61318|61319|61320|61321|61322|61401|61402|61403|61404|61405|61406|61407|61408|61409|61410|61411|61412|61413|61414|61415|61416|61417|61418|61419|61420|61421|61422|61501|61502|61503|61504|61505|61506|61507|61508|61509|61510|61511|61512|61513|61514|61515|61516|61517|61518|61519|61520|61521|61522	60	31=500			2	1	1010		
12	120	0			方块迷阵第一章|方块迷阵第一章助战{0}次	18	4401|1	1	2864=1|1024=15|1181=15							
12	121	0			方块迷阵第一章|方块迷阵第一章助战{0}次	18	4401|2	2	2864=1|1024=15|1181=15							
12	122				方块迷阵第一章|方块迷阵第一章助战{0}次	18	4401|3	3	2864=1|1024=15|1181=15							
12	123	0			方块迷阵第二章|方块迷阵第二章助战{0}次	18	4410|1	1	2864=1|1024=15|1181=15							
12	124	0			方块迷阵第二章|方块迷阵第二章助战{0}次	18	4410|2	2	2864=1|1024=15|1181=15							
12	125				方块迷阵第二章|方块迷阵第二章助战{0}次	18	4410|3	3	2864=1|1024=15|1181=15							
12	126	0			方块迷阵第三章|方块迷阵第三章助战{0}次	18	4411|1	1	2864=1|1024=15|1181=15							
12	127	0			方块迷阵第三章|方块迷阵第三章助战{0}次	18	4411|2	2	2864=1|1024=15|1181=15							
12	128				方块迷阵第三章|方块迷阵第三章助战{0}次	18	4411|3	3	2864=1|1024=15|1181=15							
12	129	0			热心肠的冒险家|方块迷阵总助战{0}次	17	64|3	3	5860=1							
12	130	0			热心肠的冒险家|方块迷阵总助战{0}次	17	64|6	6	5860=1							
12	131				热心肠的冒险家|方块迷阵总助战{0}次	17	64|9	9	5860=1							
13	1300	1	1301		蘑菇园兑换奖励1			20	827=1							
13	1301	2		1300	蘑菇园兑换奖励子任务1	13	3771|2									
13	1302	1	1303		蘑菇园兑换奖励2			40	1185=1							
13	1303	2		1302	蘑菇园兑换奖励子任务2	13	3771|1									
13	1304	1	1305		蘑菇园兑换奖励3			40	1291=1							
13	1305	2		1304	蘑菇园兑换奖励子任务3	13	3771|1									
13	1306	1	1307		蘑菇园兑换奖励4			40	845=1							
13	1307	2		1306	蘑菇园兑换奖励子任务4	13	3771|1									
13	1308	1	1309		蘑菇园兑换奖励5			40	1097=1							
13	1309	2		1308	蘑菇园兑换奖励子任务5	13	3771|1									
13	1310	1	1311		蘑菇园兑换奖励6			40	1053=2							
13	1311	2		1310	蘑菇园兑换奖励子任务6	13	3771|1									
13	1312	1	1313		蘑菇园兑换奖励7			10	1024=5							
13	1313	2		1312	蘑菇园兑换奖励子任务7	13	3771|1									
13	1314	1	1315		蘑菇园兑换奖励8			10	604=10							
13	1315	2		1314	蘑菇园兑换奖励子任务8	13	3771|1									
13	1316	1	1317		蘑菇园兑换奖励9			2	1027=1							
13	1317	2		1316	蘑菇园兑换奖励子任务9	13	3771|10									
50	13000	1	13001		钓糖果兑换奖励1			30	8700=1							
50	13001	2		13000	钓糖果兑换奖励子任务1	13	63012|10									
50	13002	1	13003		钓糖果兑换奖励2			100	8706=1							
50	13003	2		13002	钓糖果兑换奖励子任务2	13	63012|3									
50	13004	1	13005		钓糖果兑换奖励3			100	8704=1							
50	13005	2		13004	钓糖果兑换奖励子任务3	13	63012|3									
50	13006	1	13007		钓糖果兑换奖励4			100	845=3							
50	13007	2		13006	钓糖果兑换奖励子任务4	13	63012|10									
50	13008	1	13009		钓糖果兑换奖励5			50	827=1							
50	13009	2		13008	钓糖果兑换奖励子任务5	13	63012|6									
50	13010	1	13011		钓糖果兑换奖励6			100	1291=1							
50	13011	2		13010	钓糖果兑换奖励子任务6	13	63012|3									
50	13012	1	13013		钓糖果兑换奖励7			200	1024=1							
50	13013	2		13012	钓糖果兑换奖励子任务7	13	63012|1									
50	13014	1	13015		钓糖果兑换奖励8			200	1183=1							
50	13015	2		13014	钓糖果兑换奖励子任务8	13	63012|1									
50	13016	1	13017		钓糖果兑换奖励9			100	603=1							
50	13017	2		13016	钓糖果兑换奖励子任务9	13	63012|10									
50	13018	1	13019		钓糖果兑换奖励10			100	604=1							
50	13019	2		13018	钓糖果兑换奖励子任务10	13	63012|3									
50	13020	1	13021		钓糖果兑换奖励11			1	63024=1							
50	13021	2		13020	钓糖果兑换奖励子任务11	13	63012|100									
50	13022	1	13023		钓糖果兑换奖励12			200	1420=1							
50	13023	2		13022	钓糖果兑换奖励子任务12	13	63012|1									
50	13024	1	13025		钓糖果兑换奖励13			3	2229=1							
50	13025	2		13024	钓糖果兑换奖励子任务13	13	63012|100									
51	14001	1	14002		疯鸭秘境兑换奖励1			50	1183=5							
51	14002	2		14001	疯鸭秘境兑换奖励子任务1	13	9296|10									
51	14003	1	14004		疯鸭秘境兑换奖励2			50	1181=5							
51	14004	2		14003	疯鸭秘境兑换奖励子任务2	13	9296|10									
51	14005	1	14006		疯鸭秘境兑换奖励3			5	157=1							
51	14006	2		14005	疯鸭秘境兑换奖励子任务3	13	9296|20									
52	142	1	143		疯鸭围城兑换奖励1			1	1513=1							
52	143	2		142	疯鸭围城兑换奖励子任务1	13	9552|20									
52	144	1	145		疯鸭围城兑换奖励2			20	1291=8							
52	145	2		144	疯鸭围城兑换奖励子任务2	13	9552|1									
52	146	1	147		疯鸭围城兑换奖励3			20	827=4							
52	147	2		146	疯鸭围城兑换奖励子任务3	13	9552|1									
52	148	1	149		疯鸭围城兑换奖励4			20	845=6							
52	149	2		148	疯鸭围城兑换奖励子任务4	13	9552|1									
25	10001	0			充值60钻石	27	60	60	1254=1|1183=66|446=1|1=500000		bx0					
25	10002	0			充值300钻石	27	300	300	14=300|1053=30|157=3|500=1		bx0					
25	10003	0			充值980钻石	27	980	980	408=1|827=20|15=3000|5832=5		bx1					
25	10004	0			充值1980钻石	27	1980	1980	1000507=1|21=2000|1181=100|1183=40|832=5		bx1					
25	10005	0			充值2880钻石	27	2880	2880	59=1|1011107=1|1185=50|603=50|604=100		bx2					
25	10006	0			充值3280钻石	27	3280	3280	920=1|1012407=1|1096=800|4142=3|4145=3		bx2					
25	10007	0			充值6480钻石	27	6480	6480	922=1|1099907=1|1097=400|15=3000|21=3000		bx3					
25	10008	0			充值8880钻石	27	8880	8880	3143=1|1013005=1|845=400|15=4000|21=6000		bx3					
26	10105	0			每消耗10钻石	26	10		13=6	TRUE						
26	10206	0			鸿福值达到60	13	13|60	60	1291=10|1097=10|1024=20|1096=10		bx0					
26	10207	0			鸿福值达到200	13	13|200	200	1027=1|1185=10|1024=50|827=10		bx0					
26	10208	0			鸿福值达到1000	13	13|1000	1000	1097=100|1185=50|1024=100|1000507=1		bx1					
26	10209	0			鸿福值达到2000	13	13|2000	2000	1027=5|845=88|1291=88|1011107=1		bx1					
26	10210	0			鸿福值达到5000	13	13|5000	5000	845=288|1185=88|827=88|1012407=1		bx2					
26	10211	0			鸿福值达到10000	13	13|10000	10000	11695=1|1291=188|1027=10|1099907=1		bx2					
26	10212	0			鸿福值达到20000	13	13|20000	20000	845=888|1185=300|1097=400|1013006=1		bx3					
26	10213	0			鸿福值达到40000	13	13|40000	40000	11694=1|1291=666|1024=800|1027=30		bx3					
32	11001	0			暗影喵消耗达到6元	27	60									
90	9000	0			累计充值=[6C3C2B]达到[00FF00]%d/6[6C3C2B]元[-]	27	60	0	612=10|603=10|64583=1|1053=50|1=1000000					652		
90	9001	0			累计充值=[6C3C2B]达到[00FF00]%d/30[6C3C2B]元[-]	27	300	0	612=30|1183=50|64582=1|1024=20|827=10					652		
90	9002	0			累计充值=[6C3C2B]达到[00FF00]%d/98[6C3C2B]元[-]	27	980	0	8549=150|64581=1|1279=30|1027=5|15=2000					652		
90	9003	0			累计充值=[6C3C2B]达到[00FF00]%d/198[6C3C2B]元[-]	27	1980	0	65386=40|1600=50|1279=50|827=30					652		
90	9004	0			累计充值=[6C3C2B]达到[00FF00]%d/328[6C3C2B]元[-]	27	3280	0	64584=1|1301=20|1278=10|1291=60					652		
90	9005	0			累计充值=[6C3C2B]达到[00FF00]%d/648[6C3C2B]元[-]	27	6480	0	65386=125|193661=25|1278=15|1291=80					652		
90	9006	0			累计充值=[6C3C2B]达到[00FF00]%d/1188[6C3C2B]元[-]	27	11880	0	1322=30|841=5|1278=20|1291=100					652		
90	9007	0			累计充值=[6C3C2B]达到[00FF00]%d/1888[6C3C2B]元[-]	27	18880	0	65386=228|1600=100|1420=400					652		
90	9008	0			累计充值=[6C3C2B]达到[00FF00]%d/2888[6C3C2B]元[-]	27	28880	15000	1421=200|1277=10|1420=500					652		
90	9009	0			累计充值=[6C3C2B]达到[00FF00]%d/4288[6C3C2B]元[-]	27	42880	15000	65386=368|1299=1|1420=600					652		
90	9010	0			累计充值=[6C3C2B]达到[00FF00]%d/6888[6C3C2B]元[-]	27	68880	15000	64093=1|193660=400|1420=800					652		
90	9011	0			累计充值=[6C3C2B]达到[00FF00]%d/9888[6C3C2B]元[-]	27	98880	15000	65386=688|841=15					652		
90	9012	0			累计充值=[6C3C2B]达到[00FF00]%d/15000[6C3C2B]元[-]	27	150000	15000	1099808=1|1299=1					652		
90	9013	0			累计充值=[6C3C2B]达到[00FF00]%d/20000[6C3C2B]元[-]	27	200000	15000	65386=788|1277=30					652		
90	9014	0			累计充值=[6C3C2B]达到[00FF00]%d/25000[6C3C2B]元[-]	27	250000	15000	1323=1|842=3					652		
90	9015	0			累计充值=[6C3C2B]达到[00FF00]%d/30000[6C3C2B]元[-]	27	300000	15000	65386=888|63463=60					652		
91	9100	0			累计消耗=[6C3C2B]达到[00FF00]%d/60[6C3C2B]钻[-]	26	60	60	1420=50|604=10|1291=30|1=1000000|64530=1					650		
91	9101	0			累计消耗=[6C3C2B]达到[00FF00]%d/300[6C3C2B]钻[-]	26	300	300	612=10|1420=300|1024=50|64531=1					650		
91	9102	0			累计消耗=[6C3C2B]达到[00FF00]%d/1000[6C3C2B]钻[-]	26	1000	1000	612=20|1279=100|1027=10|1421=15					650		
91	9103	0			累计消耗=[6C3C2B]达到[00FF00]%d/2000[6C3C2B]钻[-]	26	2000	2000	1277=10|603=50|64533=1					650		
91	9104	0			累计消耗=[6C3C2B]达到[00FF00]%d/4000[6C3C2B]钻[-]	26	4000	4000	1097=200|1420=500|1278=30					650		
91	9105	0			累计消耗=[6C3C2B]达到[00FF00]%d/7000[6C3C2B]钻[-]	26	7000	7000	1013005=1|1600=50|8704=50					650		
91	9106	0			累计消耗=[6C3C2B]达到[00FF00]%d/10000[6C3C2B]钻[-]	26	10000	10000	1099908=1|63949=1|8706=200					650		
91	9107	0			累计消耗=[6C3C2B]达到[00FF00]%d/15000[6C3C2B]钻[-]	26	15000	15000	8549=400|1427=20					650		
91	9108	0			累计消耗=[6C3C2B]达到[00FF00]%d/20000[6C3C2B]钻[-]	26	20000	20000	1099806=1|1277=10					650		
91	9109	0			累计消耗=[6C3C2B]达到[00FF00]%d/30000[6C3C2B]钻[-]	26	30000	30000	8549=600|1322=10					650		
91	9110	0			累计消耗=[6C3C2B]达到[00FF00]%d/50000[6C3C2B]钻[-]	26	50000	50000	1421=100|609=30					650		
92	9200	0			累计充值=[6C3C2B]达到[00FF00]%d/6[6C3C2B]元[-]	27	60	0	612=2|93=50|62=5|1=200000					652		
92	9201	0			累计充值=[6C3C2B]达到[00FF00]%d/18[6C3C2B]元[-]	27	180	0	612=10|93=100|62=10|1=400000					652		
92	9202	0			累计充值=[6C3C2B]达到[00FF00]%d/30[6C3C2B]元[-]	27	300	0	748=1|93=150|62=15|602=60|1=500000					652		
92	9203	0			累计充值=[6C3C2B]达到[00FF00]%d/88[6C3C2B]元[-]	27	880	0	3007=1|3011=1|606=20|602=180|1=600000					652		
92	9204	0			累计充值=[6C3C2B]达到[00FF00]%d/158[6C3C2B]元[-]	27	1580	0	3503=1|604=100|603=30|602=300|1=800000					652		
92	9205	0			累计充值=[6C3C2B]达到[00FF00]%d/328[6C3C2B]元[-]	27	3280	0	11973=1|1013002=3|1099903=3|402=10|1=1000000					652		
92	9206	0			累计充值=[6C3C2B]达到[00FF00]%d/648[6C3C2B]元[-]	27	6480	0	15514=1|500=1|602=500|603=50|1=1500000					652		
92	9207	0			累计充值=[6C3C2B]达到[00FF00]%d/1188[6C3C2B]元[-]	27	11880	0	3019=1|3017=1|553=300|93=300|1=2000000					652		
92	9208	0			累计充值=[6C3C2B]达到[00FF00]%d/1688[6C3C2B]元[-]	27	16880	0	11081=1|11082=1|9653=2|1291=600|1=3000000					652		
92	9209	0			累计充值=[6C3C2B]达到[00FF00]%d/2688[6C3C2B]元[-]	27	26880	0	9654=1|9653=1|1291=500|604=300|1=4000000					652		
92	9210	0			累计充值=[6C3C2B]达到[00FF00]%d/3688[6C3C2B]元[-]	27	36880	0	745=1|9653=1|1291=500|603=100|1=5000000					652		
92	9211	0			累计充值=[6C3C2B]达到[00FF00]%d/4988[6C3C2B]元[-]	27	49880	0	11080=1|1205=10|1053=150|1=6000000					652		
92	9212	0			累计充值=[6C3C2B]达到[00FF00]%d/6888[6C3C2B]元[-]	27	68880	30000	2754=1|2755=1|833=40|827=200|1=8000000					652		
92	9213	0			累计充值=[6C3C2B]达到[00FF00]%d/8888[6C3C2B]元[-]	27	88880	30000	11353=1|1027=10|1024=500|9656=1					652		
92	9214	0			累计充值=[6C3C2B]达到[00FF00]%d/12888[6C3C2B]元[-]	27	128880	30000	11352=1|1099906=5|1013004=5|9656=2					652		
92	9215	0			累计充值=[6C3C2B]达到[00FF00]%d/25888[6C3C2B]元[-]	27	258880	100000	3506=1|604=900|603=300|9656=2					652		
92	9216	0			累计充值=[6C3C2B]达到[00FF00]%d/49888[6C3C2B]元[-]	27	498880	100000	9655=1|1097=1600|1027=20|1024=800					652		
92	9217	0			累计充值=[6C3C2B]达到[00FF00]%d/79888[6C3C2B]元[-]	27	798880	100000	1515=1|1027=40|1024=1000|9656=4					652		
63	6300	0	6301|6302|6303|6304|6305|6306|6307|6308|6309|6310|6311|6312		星耀礼包	27	300	300						652		
63	6301	3		6300	累积登录第1天	34	1	1	1291=50					652		
63	6302	3		6300	累积登录第2天	34	2	2	1027=3					652		
63	6303	3		6300	累积登录第3天	34	3	3	1291=50					652		
63	6304	3		6300	累积登录第4天	34	4	4	1027=4					652		
63	6305	3		6300	累积登录第5天	34	5	5	1291=50					652		
63	6306	3		6300	累积登录第6天	34	6	6	1027=5					652		
63	6307	3		6300	累积登录第7天	34	7	7	1291=50					652		
63	6308	3		6300	累积登录第8天	34	8	8	1027=6					652		
63	6309	3		6300	累积登录第9天	34	9	9	1291=100					652		
63	6310	3		6300	累积登录第10天	34	10	10	841=1					652		
63	6311	3		6300	累积登录第11天	34	11	11	841=2					652		
63	6312	3		6300	累积登录第12天	34	12	12	1259=1					652		
63	6313	0	6314|6315|6316|6317|6318|6319|6320|6321|6322|6323|6324|6325		王者礼包	27	1280	1280						652		
63	6314	3		6313	累积登录第1天	34	1	1	1278=10					652		
63	6315	3		6313	累积登录第2天	34	2	2	1600=30					652		
63	6316	3		6313	累积登录第3天	34	3	3	63601=20					652		
63	6317	3		6313	累积登录第4天	34	4	4	1278=10					652		
63	6318	3		6313	累积登录第5天	34	5	5	1600=50					652		
63	6319	3		6313	累积登录第6天	34	6	6	63601=30					652		
63	6320	3		6313	累积登录第7天	34	7	7	1278=10					652		
63	6321	3		6313	累积登录第8天	34	8	8	1600=70					652		
63	6322	3		6313	累积登录第9天	34	9	9	63601=40					652		
63	6323	3		6313	累积登录第10天	34	10	10	1600=100					652		
63	6324	3		6313	累积登录第11天	34	11	11	1301=10					652		
63	6325	3		6313	累积登录第12天	34	12	12	1301=15					652		
63	6326	0	6327|6328|6329|6330|6331|6332|6333|6334|6335|6336|6337|6338		传奇礼包	27	3280	3280						652		
63	6327	3		6326	累积登录第1天	34	1	1	1277=2					652		
63	6328	3		6326	累积登录第2天	34	2	2	609=3					652		
63	6329	3		6326	累积登录第3天	34	3	3	1277=2					652		
63	6330	3		6326	累积登录第4天	34	4	4	609=4					652		
63	6331	3		6326	累积登录第5天	34	5	5	1277=2					652		
63	6332	3		6326	累积登录第6天	34	6	6	609=4					652		
63	6333	3		6326	累积登录第7天	34	7	7	1277=3					652		
63	6334	3		6326	累积登录第8天	34	8	8	609=4					652		
63	6335	3		6326	累积登录第9天	34	9	9	1421=30					652		
63	6336	3		6326	累积登录第10天	34	10	10	609=5					652		
63	6337	3		6326	累积登录第11天	34	11	11	1421=30					652		
63	6338	3		6326	累积登录第12天	34	12	12	1426=1					652		
64	6400	0	6401|6402|6403|6404|6405|6406|6407|6408|6409|6410|6411|6412		星耀礼包	27	300	300						652		
64	6401	3		6400	累积登录第1天	34	1	1	4831=20					652		
64	6402	3		6400	累积登录第2天	34	2	2	1027=3					652		
64	6403	3		6400	累积登录第3天	34	3	3	1183=100					652		
64	6404	3		6400	累积登录第4天	34	4	4	4831=30					652		
64	6405	3		6400	累积登录第5天	34	5	5	1027=3					652		
64	6406	3		6400	累积登录第6天	34	6	6	1183=150					652		
64	6407	3		6400	累积登录第7天	34	7	7	4831=40					652		
64	6408	3		6400	累积登录第8天	34	8	8	1027=5					652		
64	6409	3		6400	累积登录第9天	34	9	9	1183=200					652		
64	6410	3		6400	累积登录第10天	34	10	10	4831=60					652		
64	6411	3		6400	累积登录第11天	34	11	11	1027=5					652		
64	6412	3		6400	累积登录第12天	34	12	12	1259=1					652		
64	6413	0	6414|6415|6416|6417|6418|6419|6420|6421|6422|6423|6424|6425		王者礼包	27	1280	1280						652		
64	6414	3		6413	累积登录第1天	34	1	1	1600=40					652		
64	6415	3		6413	累积登录第2天	34	2	2	63601=10					652		
64	6416	3		6413	累积登录第3天	34	3	3	1291=100					652		
64	6417	3		6413	累积登录第4天	34	4	4	1600=60					652		
64	6418	3		6413	累积登录第5天	34	5	5	63601=20					652		
64	6419	3		6413	累积登录第6天	34	6	6	1291=150					652		
64	6420	3		6413	累积登录第7天	34	7	7	1600=80					652		
64	6421	3		6413	累积登录第8天	34	8	8	63601=30					652		
64	6422	3		6413	累积登录第9天	34	9	9	1291=200					652		
64	6423	3		6413	累积登录第10天	34	10	10	1600=100					652		
64	6424	3		6413	累积登录第11天	34	11	11	841=3					652		
64	6425	3		6413	累积登录第12天	34	12	12	1291=250					652		
64	6426	0	6427|6428|6429|6430|6431|6432|6433|6434|6435|6436|6437|6438		传奇礼包	27	3280	3280						652		
64	6427	3		6426	累积登录第1天	34	1	1	8549=300					652		
64	6428	3		6426	累积登录第2天	34	2	2	63463=10					652		
64	6429	3		6426	累积登录第3天	34	3	3	1277=5					652		
64	6430	3		6426	累积登录第4天	34	4	4	8549=300					652		
64	6431	3		6426	累积登录第5天	34	5	5	63463=20					652		
64	6432	3		6426	累积登录第6天	34	6	6	1277=7					652		
64	6433	3		6426	累积登录第7天	34	7	7	8549=400					652		
64	6434	3		6426	累积登录第8天	34	8	8	63463=30					652		
64	6435	3		6426	累积登录第9天	34	9	9	1277=9					652		
64	6436	3		6426	累积登录第10天	34	10	10	8549=500					652		
64	6437	3		6426	累积登录第11天	34	11	11	841=3					652		
64	6438	3		6426	累积登录第12天	34	12	12	841=3					652		
65	6500	0			累积登陆1天	34	1	1	611=15					353		
65	6501	0			累积登陆2天	34	2	2	1421=20					353		
65	6502	0			累积登陆3天	34	3	3	1278=15					353		
65	6503	0			累积登陆4天	34	4	4	1089=10					353		
65	6504	0			累积登陆5天	34	5	5	12609=1					353		
65	6505	0			累积登陆6天	34	6	6	612=30					353		
65	6506	0			累积登陆7天	34	7	7	8549=200					353		
40	7000	0			通关无限幻境第3层	35	5|3	3	1183=10							
40	7001	0			通关无限幻境第6层	35	5|6	6	603=5							
40	7002	0			通关无限幻境第9层	35	5|9	9	1053=10							
40	7003	0			通关无限幻境第12层	35	5|12	12	1291=20							
40	7004	0			通关无限幻境第15层	35	5|15	15	845=30							
69	6600	0			累计收到荧光棒	36	9	9	603=15|604=20|1279=10					803		
69	6601	0			累计收到荧光棒	36	30	30	8700=10|1420=150|1279=10					803		
69	6602	0			累计收到荧光棒	36	99	99	64378=1|1420=200|1279=10					803		
69	6603	0			累计收到荧光棒	36	199	199	1278=15|1420=300|1279=50					803		
69	6604	0			累计收到荧光棒	36	399	399	925=1|1600=50|1279=50					803		
69	6605	0			累计收到荧光棒	36	699	699	1277=12|1600=80|1279=50					803		
69	6606	0			累计收到荧光棒	36	999	999	1301=15|1600=100|1279=100					803		
69	6607	0			累计收到荧光棒	36	1999	1999	713=1|193660=200|1279=100					803		
69	6608	0			累计收到荧光棒	36	2999	2999	609=40|193660=300|1279=100					803		
69	6609	0			累计收到荧光棒	36	4499	4499	63932=1|193660=300|1279=100					803		
69	6610	0			累计收到荧光棒	36	6299	6299	8549=800|193661=100|1279=200					803		
69	6611	0			累计收到荧光棒	36	8299	8299	1322=50|1426=10|1279=200					803		
69	6612	0			累计收到荧光棒	36	10499	10499	63200=1|1426=15|1279=200					803		
69	6613	0			累计收到荧光棒	36	19999	19999	63931=1|1426=30|1279=200					803		
101	101000	0			参与击杀裂隙魔物=[6C3C2B]达到[00FF00]%d/3[6C3C2B]次[-]	38	3|2300|2301|2302|2303|2304|2305|2306	3	64501=2					524		
101	101001	0			参与击杀裂隙魔物=[6C3C2B]达到[00FF00]%d/6[6C3C2B]次[-]	38	6|2300|2301|2302|2303|2304|2305|2306	6	64501=2					524		
101	101002	0			参与击杀裂隙魔物=[6C3C2B]达到[00FF00]%d/10[6C3C2B]次[-]	38	10|2300|2301|2302|2303|2304|2305|2306	10	64501=3					524		
101	101003	0			参与击杀裂隙精英=[6C3C2B]达到[00FF00]%d/1[6C3C2B]次[-]	38	1|2401|2402	1	64501=2					524		
101	101004	0			击杀公会BOSS=[6C3C2B]达到[00FF00]%d/1[6C3C2B]次[-]	4	1	1	64501=3					85		
101	101005	0			击杀公会BOSS=[6C3C2B]达到[00FF00]%d/2[6C3C2B]次[-]	4	2	2	64501=3					85		
101	101006	0			参与世界BOSS=[6C3C2B]达到[00FF00]%d/1[6C3C2B]次[-]	3	1	1	64501=2					524		
101	101007	0			参与世界BOSS=[6C3C2B]达到[00FF00]%d/2[6C3C2B]次[-]	3	2	2	64501=3					524		
101	101008	0			分享游戏=[6C3C2B]达到[00FF00]%d/1[6C3C2B]次[-]	33	1	1	64501=2					926		
101	101009	0			助战通关龙穴=[6C3C2B]达到[00FF00]%d/3[6C3C2B]次[-]	17	18|3	3	64501=2					526		
101	101010	0			助战通关龙穴=[6C3C2B]达到[00FF00]%d/6[6C3C2B]次[-]	17	18|6	6	64501=3					526		
101	101011	0			助战通关龙穴=[6C3C2B]达到[00FF00]%d/10[6C3C2B]次[-]	17	18|10	10	64501=3					526		
102	102000	0			累计登陆=[6C3C2B]达到[00FF00]%d/1[6C3C2B]天[-]	34	1	1	65389=1					353		
102	102001	0			累计登陆=[6C3C2B]达到[00FF00]%d/2[6C3C2B]天[-]	34	2	2	65389=1					353		
102	102002	0			累计登陆=[6C3C2B]达到[00FF00]%d/3[6C3C2B]天[-]	34	3	3	65389=1					353		
102	102003	0			累计登陆=[6C3C2B]达到[00FF00]%d/4[6C3C2B]天[-]	34	4	4	65389=1					353		
102	102004	0			累计登陆=[6C3C2B]达到[00FF00]%d/5[6C3C2B]天[-]	34	5	5	65389=1					353		
102	102005	0			参与世界BOSS=[6C3C2B]达到[00FF00]%d/1[6C3C2B]次[-]	3	1	1	65389=1					524		
102	102006	0			参与世界BOSS=[6C3C2B]达到[00FF00]%d/2[6C3C2B]次[-]	3	2	2	65389=1					524		
102	102007	0			参与世界BOSS=[6C3C2B]达到[00FF00]%d/3[6C3C2B]次[-]	3	3	3	65389=1					524		
102	102008	0			参与世界BOSS=[6C3C2B]达到[00FF00]%d/4[6C3C2B]次[-]	3	4	4	65389=1					524		
102	102009	0			参与世界BOSS=[6C3C2B]达到[00FF00]%d/5[6C3C2B]次[-]	3	5	5	65389=1					524		
103	103000	0			累计消耗=[6C3C2B]重铸精华[00FF00]%d/20[6C3C2B]个[-]	25	1279|20	20	1279=10					132		
103	103001	0			累计消耗=[6C3C2B]重铸精华[00FF00]%d/50[6C3C2B]个[-]	25	1279|50	50	1279=15					132		
103	103002	0			累计消耗=[6C3C2B]重铸精华[00FF00]%d/120[6C3C2B]个[-]	25	1279|120	120	1279=20					132		
103	103003	0			累计消耗=[6C3C2B]重铸精华[00FF00]%d/300[6C3C2B]个[-]	25	1279|300	300	1279=40					132		
103	103004	0			累计消耗=[6C3C2B]重铸精华[00FF00]%d/500[6C3C2B]个[-]	25	1279|500	500	1279=65					132		
103	103005	0			累计消耗=[6C3C2B]重铸锁定石[00FF00]%d/4[6C3C2B]个[-]	25	1278|4	4	1278=1					132		
103	103006	0			累计消耗=[6C3C2B]重铸锁定石[00FF00]%d/8[6C3C2B]个[-]	25	1278|8	8	1278=2					132		
103	103007	0			累计消耗=[6C3C2B]重铸锁定石[00FF00]%d/15[6C3C2B]个[-]	25	1278|15	15	1278=3					132		
103	103008	0			累计消耗=[6C3C2B]重铸锁定石[00FF00]%d/30[6C3C2B]个[-]	25	1278|30	30	1278=4					132		
103	103009	0			累计消耗=[6C3C2B]重铸锁定石[00FF00]%d/50[6C3C2B]个[-]	25	1278|50	50	1278=5					132		
104	104000	0			累计充值=[6C3C2B]达到[00FF00]%d/6[6C3C2B]元[-]	27	60	0	612=10|603=10|1185=20|1053=30|1=1000000					652		
104	104001	0			累计充值=[6C3C2B]达到[00FF00]%d/30[6C3C2B]元[-]	27	300	0	612=30|1183=50|1279=15|1053=100|827=10					652		
104	104002	0			累计充值=[6C3C2B]达到[00FF00]%d/98[6C3C2B]元[-]	27	980	0	8549=150|8700=15|1279=30|1181=50|15=2000					652		
104	104003	0			累计充值=[6C3C2B]达到[00FF00]%d/198[6C3C2B]元[-]	27	1980	0	65389=10|1600=50|1279=50|827=30					652		
104	104004	0			累计充值=[6C3C2B]达到[00FF00]%d/328[6C3C2B]元[-]	27	3280	0	1322=20|1301=20|1278=10|1291=60					652		
104	104005	0			累计充值=[6C3C2B]达到[00FF00]%d/648[6C3C2B]元[-]	27	6480	0	65389=25|193661=25|1278=15|1291=80					652		
104	104006	0			累计充值=[6C3C2B]达到[00FF00]%d/1188[6C3C2B]元[-]	27	11880	0	1322=30|1421=20|1278=20|1291=100					652		
104	104007	0			累计充值=[6C3C2B]达到[00FF00]%d/1888[6C3C2B]元[-]	27	18880	0	65389=50|1278=30|1420=600					652		
104	104008	0			累计充值=[6C3C2B]达到[00FF00]%d/2888[6C3C2B]元[-]	27	28880	15000	1421=200|193660=200|1420=600					652		
104	104009	0			累计充值=[6C3C2B]达到[00FF00]%d/4288[6C3C2B]元[-]	27	42880	15000	65389=75|1299=1|1420=800					652		
104	104010	0			累计充值=[6C3C2B]达到[00FF00]%d/6888[6C3C2B]元[-]	27	68880	15000	64093=1|8240=3|1420=800					652		
