SceneID		MaxTimeScores	Time	MaxSurviveScores	DeadScores	DamageScores	TreatScores	FightScores	ProfessionScores	Standard
2025	星级巢穴-天启5	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2026	星级巢穴-天启6	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2027	星级巢穴-天启7	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2028	星级巢穴-天启8	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2029	星级巢穴-天启9	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2031	星级巢穴-大主教1	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2032	星级巢穴-大主教2	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2033	星级巢穴-大主教3	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2034	星级巢穴-大主教4	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2035	星级巢穴-大主教5	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2036	星级巢穴-大主教6	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2037	星级巢穴-大主教7	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2038	星级巢穴-大主教8	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2039	星级巢穴-大主教9	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2041	星级巢穴-巨人1	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2042	星级巢穴-巨人2	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2043	星级巢穴-巨人3	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2044	星级巢穴-巨人4	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2045	星级巢穴-巨人5	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2046	星级巢穴-巨人6	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2047	星级巢穴-巨人7	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2048	星级巢穴-巨人8	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2049	星级巢穴-巨人9	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2051	台风金巢穴二星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2052	台风金巢穴三星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2053	台风金巢穴四星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2054	台风金巢穴五星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2055	台风金巢穴六星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2056	台风金巢穴七星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2057	台风金巢穴八星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2058	台风金巢穴九星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2059	台风金巢穴十星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2061	K博士巢穴二星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2062	K博士巢穴三星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2063	K博士巢穴四星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2064	K博士巢穴五星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2065	K博士巢穴六星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2066	K博士巢穴七星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2067	K博士巢穴八星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2068	K博士巢穴九星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2069	K博士巢穴十星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2071	守护者巢穴二星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2072	守护者巢穴三星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2073	守护者巢穴四星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2074	守护者巢穴五星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2075	守护者巢穴六星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2076	守护者巢穴七星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2077	守护者巢穴八星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2078	守护者巢穴九星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2079	守护者巢穴十星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2081	迷雾巢穴二星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2082	迷雾巢穴三星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2083	迷雾巢穴四星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2084	迷雾巢穴五星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2085	迷雾巢穴六星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2086	迷雾巢穴七星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2087	迷雾巢穴八星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2088	迷雾巢穴九星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
2089	迷雾巢穴十星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
7000	火山巢穴-简单	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
7001	火山巢穴-普通	3000	360	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
7002	火山巢穴-困难	3000	420	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
7003	火山巢穴-地狱一星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
7004	火山巢穴二星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
7005	火山巢穴三星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
7006	火山巢穴四星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
7007	火山巢穴五星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
7008	火山巢穴六星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
7009	火山巢穴七星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
7010	火山巢穴八星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
7011	火山巢穴九星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
7012	火山巢穴十星	3000	420	1000	0	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|1|2|3
8000	【远古巢穴】地狱犬-普通	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
8001	【远古巢穴】地狱犬-困难	3000	360	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
8002	【远古巢穴】地狱犬-英雄普通	3000	360	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
8003	【远古巢穴】地狱犬-英雄困难	3000	420	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
8004	【远古巢穴】狮蝎-普通	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
8005	【远古巢穴】狮蝎-困难	3000	360	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
8006	【远古巢穴】狮蝎-英雄普通	3000	360	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
8007	【远古巢穴】狮蝎-英雄困难	3000	420	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
8008	【远古巢穴】天启-普通	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
8009	【远古巢穴】天启-困难	3000	360	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
8010	【远古巢穴】天启-英雄普通	3000	360	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
8011	【远古巢穴】天启-英雄困难	3000	420	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
8012	【远古巢穴】大主教-普通	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
8013	【远古巢穴】大主教-困难	3000	360	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
8014	【远古巢穴】大主教-英雄普通	3000	360	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
8015	【远古巢穴】大主教-英雄困难	3000	420	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
8016	【远古巢穴】巨人-普通	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
8017	【远古巢穴】巨人-困难	3000	360	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
8018	【远古巢穴】巨人-英雄普通	3000	360	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
8019	【远古巢穴】巨人-英雄困难	3000	420	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
8020	【远古巢穴】台风金-普通	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
8021	【远古巢穴】台风金-困难	3000	360	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
8022	【远古巢穴】台风金-英雄普通	3000	360	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
8023	【远古巢穴】台风金-英雄困难	3000	420	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
8024	【远古巢穴】守护者-普通	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
8025	【远古巢穴】守护者-困难	3000	360	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
8026	【远古巢穴】守护者-英雄普通	3000	360	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
8027	【远古巢穴】守护者-英雄困难	3000	420	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
8030	【魔化巢穴】代达罗斯-简单	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
8031	【魔化巢穴】代达罗斯-困难	3000	360	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
8032	【魔化巢穴】代达罗斯-悬赏简单	3000	360	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
8033	【魔化巢穴】代达罗斯-悬赏困难	3000	420	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9000	海龙龙穴第一关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9001	海龙龙穴第二关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9002	海龙龙穴第三关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9003	海龙龙穴第四关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9004	海龙龙穴第五关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9005	海龙龙穴第六关	3000	600	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9006	绿龙龙穴第一关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9007	绿龙龙穴第二关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9008	绿龙龙穴第三关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9009	绿龙龙穴第四关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9010	绿龙龙穴第五关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9011	绿龙龙穴第六关	3000	600	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9012	沙漠龙龙穴第一关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9013	沙漠龙龙穴第二关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9014	沙漠龙龙穴第三关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9015	沙漠龙龙穴第四关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9016	沙漠龙龙穴第五关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9017	沙漠龙龙穴第六关	3000	600	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9018	黑龙龙穴第一关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9019	黑龙龙穴第二关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9020	黑龙龙穴第三关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9021	黑龙龙穴第四关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9022	黑龙龙穴第五关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9023	黑龙龙穴第六关	3000	600	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9024	海龙龙穴第一关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9025	海龙龙穴第二关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9026	海龙龙穴第三关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9027	海龙龙穴第四关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9028	海龙龙穴第五关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9029	海龙龙穴第六关	3000	600	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9030	绿龙龙穴第一关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9031	绿龙龙穴第二关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9032	绿龙龙穴第三关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9033	绿龙龙穴第四关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9034	绿龙龙穴第五关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9035	绿龙龙穴第六关	3000	600	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9036	沙漠龙龙穴第一关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9037	沙漠龙龙穴第二关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9038	沙漠龙龙穴第三关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9039	沙漠龙龙穴第四关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9040	沙漠龙龙穴第五关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9041	沙漠龙龙穴第六关	3000	600	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9042	黑龙龙穴第一关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9043	黑龙龙穴第二关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9044	黑龙龙穴第三关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9045	黑龙龙穴第四关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9046	黑龙龙穴第五关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9047	黑龙龙穴第六关	3000	600	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9048	红龙龙穴第一关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9049	红龙龙穴第二关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9050	红龙龙穴第三关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9051	红龙龙穴第四关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9052	红龙龙穴第五关	3000	300	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
9053	红龙龙穴第六关	3000	600	1000	500	1000|800|700|600|500|400	500|400|300|200|100|0	0|0|0|0|0|0	0|0|0|0|0|0|0	0|0|3500|4400|10000
